bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-08-13 00:01:16,310567000,ZCDY2,9378462,RUBY PRINCESS,Moored,54.31850000,-130.32277667,268.4,0.0,US SFO>US KTN,2023-08-08 14:00:00,Passenger ship,8.7,288,50
2023-08-13 00:04:16,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31850167,-130.32277667,325.0,0.0,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:10:15,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31850333,-130.32278000,274.6,0.0,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:16:17,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31850667,-130.32277833,328.3,0.0,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:22:15,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31849500,-130.32277167,353.7,0.0,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:28:16,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31850167,-130.32277500,312.3,0.0,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:34:16,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31850500,-130.32277833,144.3,0.0,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:40:16,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31850167,-130.32277500,144.3,0.0,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:45:21,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31850333,-130.32277667,144.4,0.0,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:48:32,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31862500,-130.32282333,344.1,0.5,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:52:32,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31885333,-130.32318333,352.5,0.5,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:52:52,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31890667,-130.32318833,357.8,0.6,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:53:31,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31905500,-130.32321667,348.6,1.0,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:53:43,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31910500,-130.32324333,343.5,1.0,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:54:02,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31919833,-130.32331333,335.3,1.2,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
2023-08-13 00:54:21,310567000,ZCDY2,9378462,RUBY PRINCESS,Under way using engine,54.31929167,-130.32341167,326.9,1.3,CA YPR>US SFO,2023-08-15 11:45:00,Passenger ship,8.7,288,50
