bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-06-16 00:00:03,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,58.26075000,-135.59823333,294.3,15.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-16 00:00:09,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,58.26091667,-135.59898333,293.9,15.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-16 00:05:09,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,58.26963333,-135.63686667,293.7,15.8,US VDZ,2023-06-17 13:30:00,Passenger ship,6.8,228,34
2023-06-16 00:08:03,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,58.27478333,-135.65915000,295.7,16.0,US VDZ,2023-06-17 13:30:00,Passenger ship,6.8,228,34
2023-06-16 00:13:03,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,58.28441667,-135.69748333,295.7,16.2,US VDZ,2023-06-17 13:30:00,Passenger ship,6.8,228,34
2023-06-16 00:18:04,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,58.29443333,-135.73520000,297.2,15.9,US VDZ,2023-06-17 13:30:00,Passenger ship,6.8,228,34
2023-06-16 00:23:09,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,58.30450000,-135.77340000,295.2,16.1,US VDZ,2023-06-17 13:30:00,Passenger ship,6.8,228,34
2023-06-16 00:23:40,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,58.30541667,-135.77726667,292.8,16.1,US VDZ,2023-06-17 13:30:00,Passenger ship,6.8,228,34
2023-06-16 00:23:58,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,58.30590000,-135.77961667,290.8,16.1,US VDZ,2023-06-17 13:30:00,Passenger ship,6.8,228,34
2023-06-16 00:24:22,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,58.30648333,-135.78278333,287.9,16.0,US VDZ,2023-06-17 13:30:00,Passenger ship,6.8,228,34
