bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-06-21 00:00:05,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.46028833,-131.89791000,290.3,17.1,US KTN,2023-06-20 13:00:00,Passenger ship,8.5,285,36
2023-06-21 00:00:11,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.46047167,-131.89869500,290.3,17.1,US KTN,2023-06-20 13:00:00,Passenger ship,8.5,285,36
2023-06-21 00:01:41,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.46297167,-131.91049167,290.6,17.6,US KTN,2023-06-20 13:00:00,Passenger ship,8.5,285,36
2023-06-21 00:03:36,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.46632167,-131.92623833,290.6,18.2,US KTN,2023-06-20 13:00:00,Passenger ship,8.5,285,36
2023-06-21 00:05:29,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.46972000,-131.94221667,290.6,18.8,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:09:23,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.47706667,-131.97631667,293.4,19.1,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:09:48,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.47796333,-131.97969667,295.4,19.1,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:10:17,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.47917833,-131.98386000,297.4,19.1,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:10:41,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.48021167,-131.98713333,299.7,19.1,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:11:17,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.48187667,-131.99193333,301.7,19.2,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:16:17,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.49660333,-132.03137000,303.2,19.3,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:21:17,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.51125000,-132.07102667,303.0,19.4,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:26:18,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.52614667,-132.11138500,303.0,19.7,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:29:23,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.53547500,-132.13622333,305.4,19.5,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:29:48,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.53677667,-132.13927500,307.4,19.4,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:30:23,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.53881000,-132.14367167,309.4,19.3,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:30:53,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.54059333,-132.14720500,312.1,19.3,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:31:23,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.54239000,-132.15048000,314.4,19.2,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
2023-06-21 00:36:24,246648000,PBWQ,9378450,NIEUW AMSTERDAM,Under way using engine,55.56130500,-132.18359167,315.3,19.0,US SGY,2023-06-22 16:45:00,Passenger ship,8.5,285,36
