date,boatName,portCode,ts_in,ts_out,portName,nextPort
2014-05-18,AMSTERDAM,SEA,2014-05-18 07:00:00,2014-05-18 16:00:00,SEATTLE,AT SEA
2014-05-19,AMSTERDAM,AS,2014-05-19 06:00:00,2014-05-19 22:00:00,AT SEA,KETCHIKAN
2014-05-20,AMSTERDAM,KTN,2014-05-20 08:00:00,2014-05-20 17:00:00,KETCHIKAN,TRACY ARM
2014-05-21,AMSTERDAM,TA,2014-05-21 12:00:00,2014-05-21 17:00:00,TRACY ARM,JUNEAU
2014-05-22,AMSTERDAM,JNU,2014-05-22 08:00:00,2014-05-22 22:00:00,JUNEAU,POINT SOPHIA
2014-05-23,AMSTERDAM,PTS,2014-05-23 07:00:00,2014-05-23 16:00:00,POINT SOPHIA,AT SEA
2014-05-24,AMSTERDAM,AS,2014-05-24 06:00:00,2014-05-24 22:00:00,AT SEA,ANCHORAGE
2014-05-25,AMSTERDAM,ANC,2014-05-25 07:00:00,2014-05-25 23:00:00,ANCHORAGE,HOMER
2014-05-26,AMSTERDAM,HOM,2014-05-26 10:00:00,2014-05-26 18:00:00,HOMER,KODIAK
2014-05-27,AMSTERDAM,KDK,2014-05-27 07:00:00,2014-05-27 15:00:00,KODIAK,HUBBARD GLACIER
2014-05-28,AMSTERDAM,HUB,2014-05-28 14:00:00,2014-05-28 18:00:00,HUBBARD GLACIER,SITKA
2014-05-29,AMSTERDAM,SIT,2014-05-29 09:00:00,2014-05-29 17:00:00,SITKA,AT SEA
2014-05-30,AMSTERDAM,AS,2014-05-30 06:00:00,2014-05-30 22:00:00,AT SEA,VICTORIA
2014-05-31,AMSTERDAM,VIC,2014-05-31 13:00:00,2014-05-31 23:00:00,VICTORIA,SEATTLE
2014-06-01,AMSTERDAM,SEA,2014-06-01 07:00:00,2014-06-01 16:00:00,SEATTLE,AT SEA
2014-06-02,AMSTERDAM,AS,2014-06-02 06:00:00,2014-06-02 22:00:00,AT SEA,TRACY ARM
2014-06-03,AMSTERDAM,TA,2014-06-03 14:00:00,2014-06-03 19:00:00,TRACY ARM,JUNEAU
2014-06-04,AMSTERDAM,JNU,2014-06-04 07:00:00,2014-06-04 18:00:00,JUNEAU,SITKA
2014-06-05,AMSTERDAM,SIT,2014-06-05 08:00:00,2014-06-05 16:00:00,SITKA,KETCHIKAN
2014-06-06,AMSTERDAM,KTN,2014-06-06 07:00:00,2014-06-06 13:00:00,KETCHIKAN,VICTORIA
2014-06-07,AMSTERDAM,VIC,2014-06-07 18:00:00,2014-06-07 23:59:00,VICTORIA,SEATTLE
2014-06-08,AMSTERDAM,SEA,2014-06-08 07:00:00,2014-06-08 16:00:00,SEATTLE,AT SEA
2014-06-09,AMSTERDAM,AS,2014-06-09 06:00:00,2014-06-09 22:00:00,AT SEA,TRACY ARM
2014-06-10,AMSTERDAM,TA,2014-06-10 14:00:00,2014-06-10 19:00:00,TRACY ARM,JUNEAU
2014-06-11,AMSTERDAM,JNU,2014-06-11 07:00:00,2014-06-11 18:00:00,JUNEAU,SITKA
2014-06-12,AMSTERDAM,SIT,2014-06-12 08:00:00,2014-06-12 16:00:00,SITKA,KETCHIKAN
2014-06-13,AMSTERDAM,KTN,2014-06-13 07:00:00,2014-06-13 13:00:00,KETCHIKAN,VICTORIA
2014-06-14,AMSTERDAM,VIC,2014-06-14 18:00:00,2014-06-14 23:59:00,VICTORIA,SEATTLE
2014-06-15,AMSTERDAM,SEA,2014-06-15 07:00:00,2014-06-15 16:00:00,SEATTLE,AT SEA
2014-06-16,AMSTERDAM,AS,2014-06-16 06:00:00,2014-06-16 22:00:00,AT SEA,TRACY ARM
2014-06-17,AMSTERDAM,TA,2014-06-17 14:00:00,2014-06-17 19:00:00,TRACY ARM,JUNEAU
2014-06-18,AMSTERDAM,JNU,2014-06-18 07:00:00,2014-06-18 18:00:00,JUNEAU,SITKA
2014-06-19,AMSTERDAM,SIT,2014-06-19 08:00:00,2014-06-19 16:00:00,SITKA,KETCHIKAN
2014-06-20,AMSTERDAM,KTN,2014-06-20 07:00:00,2014-06-20 13:00:00,KETCHIKAN,VICTORIA
2014-06-21,AMSTERDAM,VIC,2014-06-21 18:00:00,2014-06-21 23:59:00,VICTORIA,SEATTLE
2014-06-22,AMSTERDAM,SEA,2014-06-22 07:00:00,2014-06-22 16:00:00,SEATTLE,AT SEA
2014-06-23,AMSTERDAM,AS,2014-06-23 06:00:00,2014-06-23 22:00:00,AT SEA,KETCHIKAN
2014-06-24,AMSTERDAM,KTN,2014-06-24 08:00:00,2014-06-24 17:00:00,KETCHIKAN,JUNEAU
2014-06-25,AMSTERDAM,JNU,2014-06-25 11:00:00,2014-06-25 23:59:00,JUNEAU,TRACY ARM
2014-06-26,AMSTERDAM,TA,2014-06-26 08:00:00,2014-06-26 16:00:00,TRACY ARM,POINT SOPHIA
2014-06-27,AMSTERDAM,PTS,2014-06-27 07:00:00,2014-06-27 16:00:00,POINT SOPHIA,AT SEA
2014-06-28,AMSTERDAM,AS,2014-06-28 06:00:00,2014-06-28 22:00:00,AT SEA,ANCHORAGE
2014-06-29,AMSTERDAM,ANC,2014-06-29 07:00:00,2014-06-29 23:00:00,ANCHORAGE,HOMER
2014-06-30,AMSTERDAM,HOM,2014-06-30 10:00:00,2014-06-30 18:00:00,HOMER,KODIAK
2014-07-01,AMSTERDAM,KDK,2014-07-01 07:00:00,2014-07-01 15:00:00,KODIAK,HUBBARD GLACIER
2014-07-02,AMSTERDAM,HUB,2014-07-02 14:00:00,2014-07-02 18:00:00,HUBBARD GLACIER,SITKA
2014-07-03,AMSTERDAM,SIT,2014-07-03 09:00:00,2014-07-03 17:00:00,SITKA,AT SEA
2014-07-04,AMSTERDAM,AS,2014-07-04 06:00:00,2014-07-04 22:00:00,AT SEA,VICTORIA
2014-07-05,AMSTERDAM,VIC,2014-07-05 13:00:00,2014-07-05 23:00:00,VICTORIA,SEATTLE
2014-07-06,AMSTERDAM,SEA,2014-07-06 07:00:00,2014-07-06 16:00:00,SEATTLE,AT SEA
