date,boatName,portCode,ts_in,ts_out,portName,nextPort
2015-05-26,AMSTERDAM,SDG,2015-05-26 08:00:00,2015-05-26 16:00:00,SAN DIEGO,AT SEA
2015-05-27,AMSTERDAM,AS,2015-05-27 06:00:00,2015-05-27 22:00:00,AT SEA,AT SEA
2015-05-28,AMSTERDAM,AS,2015-05-28 06:00:00,2015-05-28 22:00:00,AT SEA,VICTORIA
2015-05-29,AMSTERDAM,VIC,2015-05-29 13:00:00,2015-05-29 19:00:00,VICTORIA,VANCOUVER
2015-05-30,AMSTERDAM,VAN,2015-05-30 07:00:00,2015-05-30 16:00:00,VANCOUVER,SEATTLE
2015-05-31,AMSTERDAM,SEA,2015-05-31 07:00:00,2015-05-31 16:00:00,SEATTLE,AT SEA
2015-06-01,AMSTERDAM,AS,2015-06-01 06:00:00,2015-06-01 22:00:00,AT SEA,TRACY ARM
2015-06-02,AMSTERDAM,TA,2015-06-02 14:00:00,2015-06-02 19:00:00,TRACY ARM,JUNEAU
2015-06-03,AMSTERDAM,JNU,2015-06-03 07:00:00,2015-06-03 18:00:00,JUNEAU,SITKA
2015-06-04,AMSTERDAM,SIT,2015-06-04 08:00:00,2015-06-04 16:00:00,SITKA,KETCHIKAN
2015-06-05,AMSTERDAM,KTN,2015-06-05 07:00:00,2015-06-05 13:00:00,KETCHIKAN,VICTORIA
2015-06-06,AMSTERDAM,VIC,2015-06-06 18:00:00,2015-06-06 23:59:00,VICTORIA,SEATTLE
2015-06-07,AMSTERDAM,SEA,2015-06-07 07:00:00,2015-06-07 16:00:00,SEATTLE,AT SEA
2015-06-08,AMSTERDAM,AS,2015-06-08 06:00:00,2015-06-08 22:00:00,AT SEA,TRACY ARM
2015-06-09,AMSTERDAM,TA,2015-06-09 14:00:00,2015-06-09 19:00:00,TRACY ARM,JUNEAU
2015-06-10,AMSTERDAM,JNU,2015-06-10 07:00:00,2015-06-10 18:00:00,JUNEAU,SITKA
2015-06-11,AMSTERDAM,SIT,2015-06-11 08:00:00,2015-06-11 16:00:00,SITKA,KETCHIKAN
2015-06-12,AMSTERDAM,KTN,2015-06-12 07:00:00,2015-06-12 13:00:00,KETCHIKAN,VICTORIA
2015-06-13,AMSTERDAM,VIC,2015-06-13 18:00:00,2015-06-13 23:59:00,VICTORIA,SEATTLE
2015-06-14,AMSTERDAM,SEA,2015-06-14 07:00:00,2015-06-14 16:00:00,SEATTLE,AT SEA
2015-06-15,AMSTERDAM,AS,2015-06-15 06:00:00,2015-06-15 22:00:00,AT SEA,TRACY ARM
2015-06-16,AMSTERDAM,TA,2015-06-16 14:00:00,2015-06-16 19:00:00,TRACY ARM,JUNEAU
2015-06-17,AMSTERDAM,JNU,2015-06-17 07:00:00,2015-06-17 18:00:00,JUNEAU,SITKA
2015-06-18,AMSTERDAM,SIT,2015-06-18 08:00:00,2015-06-18 16:00:00,SITKA,KETCHIKAN
2015-06-19,AMSTERDAM,KTN,2015-06-19 07:00:00,2015-06-19 13:00:00,KETCHIKAN,VICTORIA
2015-06-20,AMSTERDAM,VIC,2015-06-20 18:00:00,2015-06-20 23:59:00,VICTORIA,SEATTLE
2015-06-21,AMSTERDAM,SEA,2015-06-21 07:00:00,2015-06-21 16:00:00,SEATTLE,AT SEA
2015-06-22,AMSTERDAM,AS,2015-06-22 06:00:00,2015-06-22 22:00:00,AT SEA,TRACY ARM
2015-06-23,AMSTERDAM,TA,2015-06-23 14:00:00,2015-06-23 19:00:00,TRACY ARM,JUNEAU
2015-06-24,AMSTERDAM,JNU,2015-06-24 07:00:00,2015-06-24 18:00:00,JUNEAU,SITKA
2015-06-25,AMSTERDAM,SIT,2015-06-25 08:00:00,2015-06-25 16:00:00,SITKA,KETCHIKAN
2015-06-26,AMSTERDAM,KTN,2015-06-26 07:00:00,2015-06-26 13:00:00,KETCHIKAN,VICTORIA
2015-06-27,AMSTERDAM,VIC,2015-06-27 18:00:00,2015-06-27 23:59:00,VICTORIA,SEATTLE
2015-06-28,AMSTERDAM,SEA,2015-06-28 07:00:00,2015-06-28 16:00:00,SEATTLE,AT SEA
2015-06-29,AMSTERDAM,AS,2015-06-29 06:00:00,2015-06-29 22:00:00,AT SEA,TRACY ARM
2015-06-30,AMSTERDAM,TA,2015-06-30 14:00:00,2015-06-30 19:00:00,TRACY ARM,JUNEAU
2015-07-01,AMSTERDAM,JNU,2015-07-01 07:00:00,2015-07-01 18:00:00,JUNEAU,SITKA
2015-07-02,AMSTERDAM,SIT,2015-07-02 08:00:00,2015-07-02 16:00:00,SITKA,KETCHIKAN
2015-07-03,AMSTERDAM,KTN,2015-07-03 07:00:00,2015-07-03 13:00:00,KETCHIKAN,VICTORIA
2015-07-04,AMSTERDAM,VIC,2015-07-04 18:00:00,2015-07-04 23:59:00,VICTORIA,SEATTLE
2015-07-05,AMSTERDAM,SEA,2015-07-05 07:00:00,2015-07-05 16:00:00,SEATTLE,AT SEA
2015-07-06,AMSTERDAM,AS,2015-07-06 06:00:00,2015-07-06 22:00:00,AT SEA,TRACY ARM
2015-07-07,AMSTERDAM,TA,2015-07-07 14:00:00,2015-07-07 19:00:00,TRACY ARM,JUNEAU
2015-07-08,AMSTERDAM,JNU,2015-07-08 07:00:00,2015-07-08 18:00:00,JUNEAU,SITKA
2015-07-09,AMSTERDAM,SIT,2015-07-09 08:00:00,2015-07-09 16:00:00,SITKA,KETCHIKAN
2015-07-10,AMSTERDAM,KTN,2015-07-10 07:00:00,2015-07-10 13:00:00,KETCHIKAN,VICTORIA
2015-07-11,AMSTERDAM,VIC,2015-07-11 18:00:00,2015-07-11 23:59:00,VICTORIA,SEATTLE
2015-07-12,AMSTERDAM,SEA,2015-07-12 07:00:00,2015-07-12 16:00:00,SEATTLE,AT SEA
2015-07-13,AMSTERDAM,AS,2015-07-13 06:00:00,2015-07-13 22:00:00,AT SEA,TRACY ARM
2015-07-14,AMSTERDAM,TA,2015-07-14 14:00:00,2015-07-14 19:00:00,TRACY ARM,JUNEAU
2015-07-15,AMSTERDAM,JNU,2015-07-15 07:00:00,2015-07-15 18:00:00,JUNEAU,SITKA
2015-07-16,AMSTERDAM,SIT,2015-07-16 08:00:00,2015-07-16 16:00:00,SITKA,KETCHIKAN
2015-07-17,AMSTERDAM,KTN,2015-07-17 07:00:00,2015-07-17 13:00:00,KETCHIKAN,VICTORIA
2015-07-18,AMSTERDAM,VIC,2015-07-18 18:00:00,2015-07-18 23:59:00,VICTORIA,SEATTLE
2015-07-19,AMSTERDAM,SEA,2015-07-19 07:00:00,2015-07-19 16:00:00,SEATTLE,AT SEA
2015-07-20,AMSTERDAM,AS,2015-07-20 06:00:00,2015-07-20 22:00:00,AT SEA,TRACY ARM
2015-07-21,AMSTERDAM,TA,2015-07-21 14:00:00,2015-07-21 19:00:00,TRACY ARM,JUNEAU
2015-07-22,AMSTERDAM,JNU,2015-07-22 07:00:00,2015-07-22 18:00:00,JUNEAU,SITKA
2015-07-23,AMSTERDAM,SIT,2015-07-23 08:00:00,2015-07-23 16:00:00,SITKA,KETCHIKAN
2015-07-24,AMSTERDAM,KTN,2015-07-24 07:00:00,2015-07-24 13:00:00,KETCHIKAN,VICTORIA
2015-07-25,AMSTERDAM,VIC,2015-07-25 18:00:00,2015-07-25 23:59:00,VICTORIA,SEATTLE
2015-07-26,AMSTERDAM,SEA,2015-07-26 07:00:00,2015-07-26 16:00:00,SEATTLE,AT SEA
2015-07-27,AMSTERDAM,AS,2015-07-27 06:00:00,2015-07-27 22:00:00,AT SEA,TRACY ARM
2015-07-28,AMSTERDAM,TA,2015-07-28 14:00:00,2015-07-28 19:00:00,TRACY ARM,JUNEAU
2015-07-29,AMSTERDAM,JNU,2015-07-29 07:00:00,2015-07-29 18:00:00,JUNEAU,SITKA
2015-07-30,AMSTERDAM,SIT,2015-07-30 08:00:00,2015-07-30 16:00:00,SITKA,KETCHIKAN
2015-07-31,AMSTERDAM,KTN,2015-07-31 07:00:00,2015-07-31 13:00:00,KETCHIKAN,VICTORIA
2015-08-01,AMSTERDAM,VIC,2015-08-01 18:00:00,2015-08-01 23:59:00,VICTORIA,SEATTLE
2015-08-02,AMSTERDAM,SEA,2015-08-02 07:00:00,2015-08-02 16:00:00,SEATTLE,AT SEA
2015-08-03,AMSTERDAM,AS,2015-08-03 06:00:00,2015-08-03 22:00:00,AT SEA,TRACY ARM
