date,boatName,portCode,ts_in,ts_out,portName,nextPort
2008-06-13,AMSTERDAM,SEA,2008-06-13 07:00:00,2008-06-13 16:00:00,SEATTLE,AT SEA
2008-06-14,AMSTERDAM,AS,2008-06-14 06:00:00,2008-06-14 22:00:00,AT SEA,JUNEAU
2008-06-15,AMSTERDAM,JNU,2008-06-15 11:00:00,2008-06-15 21:30:00,JUNEAU,TRACY ARM
2008-06-16,AMSTERDAM,TA,2008-06-16 13:00:00,2008-06-16 17:00:00,TRACY ARM,SITKA
2008-06-17,AMSTERDAM,SIT,2008-06-17 08:00:00,2008-06-17 17:00:00,SITKA,KETCHIKAN
2008-06-18,AMSTERDAM,KTN,2008-06-18 07:00:00,2008-06-18 13:00:00,KETCHIKAN,VICTORIA
2008-06-19,AMSTERDAM,VIC,2008-06-19 18:00:00,2008-06-19 23:59:00,VICTORIA,SEATTLE
2008-06-20,AMSTERDAM,SEA,2008-06-20 07:00:00,2008-06-20 16:00:00,SEATTLE,AT SEA
2008-06-21,AMSTERDAM,AS,2008-06-21 06:00:00,2008-06-21 22:00:00,AT SEA,JUNEAU
2008-06-22,AMSTERDAM,JNU,2008-06-22 11:00:00,2008-06-22 21:30:00,JUNEAU,GLACIER BAY
2008-06-23,AMSTERDAM,GB,2008-06-23 07:00:00,2008-06-23 16:00:00,GLACIER BAY,SITKA
2008-06-24,AMSTERDAM,SIT,2008-06-24 08:00:00,2008-06-24 17:00:00,SITKA,KETCHIKAN
2008-06-25,AMSTERDAM,KTN,2008-06-25 07:00:00,2008-06-25 13:00:00,KETCHIKAN,VICTORIA
2008-06-26,AMSTERDAM,VIC,2008-06-26 18:00:00,2008-06-26 23:59:00,VICTORIA,SEATTLE
2008-06-27,AMSTERDAM,SEA,2008-06-27 07:00:00,2008-06-27 16:00:00,SEATTLE,AT SEA
2008-06-28,AMSTERDAM,AS,2008-06-28 06:00:00,2008-06-28 22:00:00,AT SEA,JUNEAU
2008-06-29,AMSTERDAM,JNU,2008-06-29 11:00:00,2008-06-29 21:30:00,JUNEAU,GLACIER BAY
2008-06-30,AMSTERDAM,GB,2008-06-30 07:00:00,2008-06-30 16:00:00,GLACIER BAY,SITKA
2008-07-01,AMSTERDAM,SIT,2008-07-01 08:00:00,2008-07-01 17:00:00,SITKA,KETCHIKAN
2008-07-02,AMSTERDAM,KTN,2008-07-02 07:00:00,2008-07-02 13:00:00,KETCHIKAN,VICTORIA
2008-07-03,AMSTERDAM,VIC,2008-07-03 18:00:00,2008-07-03 23:59:00,VICTORIA,SEATTLE
2008-07-04,AMSTERDAM,SEA,2008-07-04 07:00:00,2008-07-04 16:00:00,SEATTLE,AT SEA
2008-07-05,AMSTERDAM,AS,2008-07-05 06:00:00,2008-07-05 22:00:00,AT SEA,JUNEAU
2008-07-06,AMSTERDAM,JNU,2008-07-06 11:00:00,2008-07-06 21:30:00,JUNEAU,GLACIER BAY
2008-07-07,AMSTERDAM,GB,2008-07-07 07:00:00,2008-07-07 16:00:00,GLACIER BAY,SITKA
2008-07-08,AMSTERDAM,SIT,2008-07-08 08:00:00,2008-07-08 17:00:00,SITKA,KETCHIKAN
2008-07-09,AMSTERDAM,KTN,2008-07-09 07:00:00,2008-07-09 13:00:00,KETCHIKAN,VICTORIA
2008-07-10,AMSTERDAM,VIC,2008-07-10 18:00:00,2008-07-10 23:59:00,VICTORIA,SEATTLE
2008-07-11,AMSTERDAM,SEA,2008-07-11 07:00:00,2008-07-11 16:00:00,SEATTLE,AT SEA
2008-07-12,AMSTERDAM,AS,2008-07-12 06:00:00,2008-07-12 22:00:00,AT SEA,JUNEAU
2008-07-13,AMSTERDAM,JNU,2008-07-13 11:00:00,2008-07-13 21:30:00,JUNEAU,SKAGWAY
2008-07-14,AMSTERDAM,SKG,2008-07-14 07:00:00,2008-07-14 21:00:00,SKAGWAY,TRACY ARM
2008-07-15,AMSTERDAM,TA,2008-07-15 10:00:00,2008-07-15 16:00:00,TRACY ARM,KETCHIKAN
2008-07-16,AMSTERDAM,KTN,2008-07-16 07:00:00,2008-07-16 13:00:00,KETCHIKAN,VICTORIA
2008-07-17,AMSTERDAM,VIC,2008-07-17 18:00:00,2008-07-17 23:59:00,VICTORIA,SEATTLE
2008-07-18,AMSTERDAM,SEA,2008-07-18 07:00:00,2008-07-18 16:00:00,SEATTLE,AT SEA
2008-07-19,AMSTERDAM,AS,2008-07-19 06:00:00,2008-07-19 22:00:00,AT SEA,JUNEAU
2008-07-20,AMSTERDAM,JNU,2008-07-20 11:00:00,2008-07-20 21:30:00,JUNEAU,GLACIER BAY
2008-07-21,AMSTERDAM,GB,2008-07-21 07:00:00,2008-07-21 16:00:00,GLACIER BAY,SITKA
2008-07-22,AMSTERDAM,SIT,2008-07-22 08:00:00,2008-07-22 17:00:00,SITKA,KETCHIKAN
2008-07-23,AMSTERDAM,KTN,2008-07-23 07:00:00,2008-07-23 13:00:00,KETCHIKAN,VICTORIA
2008-07-24,AMSTERDAM,VIC,2008-07-24 18:00:00,2008-07-24 23:59:00,VICTORIA,SEATTLE
2008-07-25,AMSTERDAM,SEA,2008-07-25 07:00:00,2008-07-25 16:00:00,SEATTLE,AT SEA
2008-07-26,AMSTERDAM,AS,2008-07-26 06:00:00,2008-07-26 22:00:00,AT SEA,JUNEAU
2008-07-27,AMSTERDAM,JNU,2008-07-27 11:00:00,2008-07-27 21:30:00,JUNEAU,GLACIER BAY
2008-07-28,AMSTERDAM,GB,2008-07-28 07:00:00,2008-07-28 16:00:00,GLACIER BAY,SITKA
2008-07-29,AMSTERDAM,SIT,2008-07-29 08:00:00,2008-07-29 17:00:00,SITKA,KETCHIKAN
2008-07-30,AMSTERDAM,KTN,2008-07-30 07:00:00,2008-07-30 13:00:00,KETCHIKAN,VICTORIA
2008-07-31,AMSTERDAM,VIC,2008-07-31 18:00:00,2008-07-31 23:59:00,VICTORIA,SEATTLE
2008-08-01,AMSTERDAM,SEA,2008-08-01 07:00:00,2008-08-01 16:00:00,SEATTLE,AT SEA
2008-08-02,AMSTERDAM,AS,2008-08-02 06:00:00,2008-08-02 22:00:00,AT SEA,JUNEAU
2008-08-03,AMSTERDAM,JNU,2008-08-03 11:00:00,2008-08-03 21:30:00,JUNEAU,TRACY ARM
2008-08-04,AMSTERDAM,TA,2008-08-04 13:00:00,2008-08-04 17:00:00,TRACY ARM,SITKA
2008-08-05,AMSTERDAM,SIT,2008-08-05 08:00:00,2008-08-05 17:00:00,SITKA,KETCHIKAN
2008-08-06,AMSTERDAM,KTN,2008-08-06 07:00:00,2008-08-06 13:00:00,KETCHIKAN,VICTORIA
2008-08-07,AMSTERDAM,VIC,2008-08-07 18:00:00,2008-08-07 23:59:00,VICTORIA,SEATTLE
2008-08-08,AMSTERDAM,SEA,2008-08-08 07:00:00,2008-08-08 16:00:00,SEATTLE,AT SEA
2008-08-09,AMSTERDAM,AS,2008-08-09 06:00:00,2008-08-09 22:00:00,AT SEA,JUNEAU
2008-08-10,AMSTERDAM,JNU,2008-08-10 11:00:00,2008-08-10 21:30:00,JUNEAU,GLACIER BAY
2008-08-11,AMSTERDAM,GB,2008-08-11 07:00:00,2008-08-11 16:00:00,GLACIER BAY,SITKA
2008-08-12,AMSTERDAM,SIT,2008-08-12 08:00:00,2008-08-12 17:00:00,SITKA,KETCHIKAN
2008-08-13,AMSTERDAM,KTN,2008-08-13 07:00:00,2008-08-13 13:00:00,KETCHIKAN,VICTORIA
2008-08-14,AMSTERDAM,VIC,2008-08-14 18:00:00,2008-08-14 23:59:00,VICTORIA,SEATTLE
2008-08-15,AMSTERDAM,SEA,2008-08-15 07:00:00,2008-08-15 16:00:00,SEATTLE,AT SEA
2008-08-16,AMSTERDAM,AS,2008-08-16 06:00:00,2008-08-16 22:00:00,AT SEA,JUNEAU
2008-08-17,AMSTERDAM,JNU,2008-08-17 11:00:00,2008-08-17 21:30:00,JUNEAU,SKAGWAY
2008-08-18,AMSTERDAM,SKG,2008-08-18 07:00:00,2008-08-18 21:00:00,SKAGWAY,TRACY ARM
2008-08-19,AMSTERDAM,TA,2008-08-19 10:00:00,2008-08-19 16:00:00,TRACY ARM,KETCHIKAN
2008-08-20,AMSTERDAM,KTN,2008-08-20 07:00:00,2008-08-20 13:00:00,KETCHIKAN,VICTORIA
2008-08-21,AMSTERDAM,VIC,2008-08-21 18:00:00,2008-08-21 23:59:00,VICTORIA,SEATTLE
2008-08-22,AMSTERDAM,SEA,2008-08-22 07:00:00,2008-08-22 16:00:00,SEATTLE,AT SEA
2008-08-23,AMSTERDAM,AS,2008-08-23 06:00:00,2008-08-23 22:00:00,AT SEA,JUNEAU
2008-08-24,AMSTERDAM,JNU,2008-08-24 11:00:00,2008-08-24 21:30:00,JUNEAU,GLACIER BAY
2008-08-25,AMSTERDAM,GB,2008-08-25 07:00:00,2008-08-25 16:00:00,GLACIER BAY,SITKA
2008-08-26,AMSTERDAM,SIT,2008-08-26 08:00:00,2008-08-26 17:00:00,SITKA,KETCHIKAN
2008-08-27,AMSTERDAM,KTN,2008-08-27 07:00:00,2008-08-27 13:00:00,KETCHIKAN,VICTORIA
2008-08-28,AMSTERDAM,VIC,2008-08-28 18:00:00,2008-08-28 23:59:00,VICTORIA,SEATTLE
2008-08-29,AMSTERDAM,SEA,2008-08-29 07:00:00,2008-08-29 16:00:00,SEATTLE,AT SEA
2008-08-30,AMSTERDAM,AS,2008-08-30 06:00:00,2008-08-30 22:00:00,AT SEA,JUNEAU
2008-08-31,AMSTERDAM,JNU,2008-08-31 11:00:00,2008-08-31 21:30:00,JUNEAU,GLACIER BAY
2008-09-01,AMSTERDAM,GB,2008-09-01 07:00:00,2008-09-01 16:00:00,GLACIER BAY,SITKA
2008-09-02,AMSTERDAM,SIT,2008-09-02 08:00:00,2008-09-02 17:00:00,SITKA,KETCHIKAN
2008-09-03,AMSTERDAM,KTN,2008-09-03 07:00:00,2008-09-03 13:00:00,KETCHIKAN,VICTORIA
2008-09-04,AMSTERDAM,VIC,2008-09-04 18:00:00,2008-09-04 23:59:00,VICTORIA,SEATTLE
2008-09-05,AMSTERDAM,SEA,2008-09-05 07:00:00,2008-09-05 16:00:00,SEATTLE,AT SEA
2008-09-06,AMSTERDAM,AS,2008-09-06 06:00:00,2008-09-06 22:00:00,AT SEA,JUNEAU
2008-09-07,AMSTERDAM,JNU,2008-09-07 11:00:00,2008-09-07 21:30:00,JUNEAU,GLACIER BAY
2008-09-08,AMSTERDAM,GB,2008-09-08 07:00:00,2008-09-08 16:00:00,GLACIER BAY,SITKA
2008-09-09,AMSTERDAM,SIT,2008-09-09 08:00:00,2008-09-09 17:00:00,SITKA,KETCHIKAN
2008-09-10,AMSTERDAM,KTN,2008-09-10 07:00:00,2008-09-10 13:00:00,KETCHIKAN,VICTORIA
2008-09-11,AMSTERDAM,VIC,2008-09-11 18:00:00,2008-09-11 23:59:00,VICTORIA,SEATTLE
2008-09-12,AMSTERDAM,SEA,2008-09-12 07:00:00,2008-09-12 16:00:00,SEATTLE,AT SEA
2008-09-13,AMSTERDAM,AS,2008-09-13 06:00:00,2008-09-13 22:00:00,AT SEA,JUNEAU
2008-09-14,AMSTERDAM,JNU,2008-09-14 11:00:00,2008-09-14 21:30:00,JUNEAU,GLACIER BAY
2008-09-15,AMSTERDAM,GB,2008-09-15 07:00:00,2008-09-15 16:00:00,GLACIER BAY,SITKA
2008-09-16,AMSTERDAM,SIT,2008-09-16 08:00:00,2008-09-16 17:00:00,SITKA,KETCHIKAN
2008-09-17,AMSTERDAM,KTN,2008-09-17 07:00:00,2008-09-17 13:00:00,KETCHIKAN,VICTORIA
2008-09-18,AMSTERDAM,VIC,2008-09-18 18:00:00,2008-09-18 23:59:00,VICTORIA,SEATTLE
2008-09-19,AMSTERDAM,SEA,2008-09-19 07:00:00,2008-09-19 16:00:00,SEATTLE,
2008-09-01,BREMEN,BRW,2008-09-01 05:30:00,2008-09-01 16:00:00,POINT BARROW,AT SEA
2008-09-02,BREMEN,AS,2008-09-02 06:00:00,2008-09-02 22:00:00,AT SEA,AT SEA
2008-09-03,BREMEN,AS,2008-09-03 06:00:00,2008-09-03 22:00:00,AT SEA,NOME
2008-09-04,BREMEN,NOM,2008-09-04 06:00:00,2008-09-04 18:00:00,NOME,AT SEA
2008-09-05,BREMEN,AS,2008-09-05 06:00:00,2008-09-05 22:00:00,AT SEA,ST. MATHEW
2008-09-06,BREMEN,STM,2008-09-06 08:00:00,2008-09-06 13:00:00,ST. MATHEW,ST. PAUL
2008-09-07,BREMEN,STP,2008-09-07 08:00:00,2008-09-07 13:00:00,ST. PAUL,DUTCH HARBOR
2008-09-08,BREMEN,DH,2008-09-08 08:00:00,2008-09-08 19:00:00,DUTCH HARBOR,ADAK
2008-09-09,BREMEN,ADK,2008-09-09 08:00:00,2008-09-09 11:00:00,ADAK,AT SEA
2008-09-10,BREMEN,AS,2008-09-10 06:00:00,2008-09-10 22:00:00,AT SEA,AT SEA
2008-09-11,BREMEN,AS,2008-09-11 06:00:00,2008-09-11 22:00:00,AT SEA,ATTU
2008-09-12,BREMEN,ATT,2008-09-12 12:00:00,2008-09-12 17:00:00,ATTU,
2008-05-14,CARNIVAL SPIRIT,VAN,2008-05-14 08:00:00,2008-05-14 17:30:00,VANCOUVER,AT SEA
2008-05-15,CARNIVAL SPIRIT,AS,2008-05-15 06:00:00,2008-05-15 22:00:00,AT SEA,JUNEAU
2008-05-16,CARNIVAL SPIRIT,JNU,2008-05-16 14:00:00,2008-05-16 23:00:00,JUNEAU,GLACIER BAY
2008-05-17,CARNIVAL SPIRIT,GB,2008-05-17 07:00:00,2008-05-17 17:00:00,GLACIER BAY,SKAGWAY
2008-05-18,CARNIVAL SPIRIT,SKG,2008-05-18 07:00:00,2008-05-18 16:30:00,SKAGWAY,KETCHIKAN
2008-05-19,CARNIVAL SPIRIT,KTN,2008-05-19 11:00:00,2008-05-19 19:00:00,KETCHIKAN,AT SEA
2008-05-20,CARNIVAL SPIRIT,AS,2008-05-20 06:00:00,2008-05-20 22:00:00,AT SEA,VANCOUVER
2008-05-21,CARNIVAL SPIRIT,VAN,2008-05-21 08:00:00,2008-05-21 17:30:00,VANCOUVER,AT SEA
2008-05-22,CARNIVAL SPIRIT,AS,2008-05-22 06:00:00,2008-05-22 22:00:00,AT SEA,KETCHIKAN
2008-05-23,CARNIVAL SPIRIT,KTN,2008-05-23 06:30:00,2008-05-23 17:00:00,KETCHIKAN,JUNEAU
2008-05-24,CARNIVAL SPIRIT,JNU,2008-05-24 09:00:00,2008-05-24 23:00:00,JUNEAU,SKAGWAY
2008-05-25,CARNIVAL SPIRIT,SKG,2008-05-25 07:00:00,2008-05-25 17:00:00,SKAGWAY,SITKA
2008-05-26,CARNIVAL SPIRIT,SIT,2008-05-26 06:30:00,2008-05-26 17:00:00,SITKA,COLLEGE FJORD
2008-05-27,CARNIVAL SPIRIT,CFJ,2008-05-27 17:00:00,2008-05-27 20:00:00,COLLEGE FJORD,WHITTIER
2008-05-28,CARNIVAL SPIRIT,WHT,2008-05-28 07:00:00,2008-05-28 21:00:00,WHITTIER,COLLEGE FJORD
2008-05-29,CARNIVAL SPIRIT,CFJ,2008-05-29 06:00:00,2008-05-29 09:00:00,COLLEGE FJORD,SITKA
2008-05-30,CARNIVAL SPIRIT,SIT,2008-05-30 08:30:00,2008-05-30 19:00:00,SITKA,JUNEAU
2008-05-31,CARNIVAL SPIRIT,JNU,2008-05-31 07:00:00,2008-05-31 23:00:00,JUNEAU,SKAGWAY
2008-06-01,CARNIVAL SPIRIT,SKG,2008-06-01 07:00:00,2008-06-01 16:30:00,SKAGWAY,KETCHIKAN
2008-06-02,CARNIVAL SPIRIT,KTN,2008-06-02 11:00:00,2008-06-02 20:00:00,KETCHIKAN,AT SEA
2008-06-03,CARNIVAL SPIRIT,AS,2008-06-03 06:00:00,2008-06-03 22:00:00,AT SEA,VANCOUVER
2008-06-04,CARNIVAL SPIRIT,VAN,2008-06-04 08:00:00,2008-06-04 17:30:00,VANCOUVER,AT SEA
2008-06-05,CARNIVAL SPIRIT,AS,2008-06-05 06:00:00,2008-06-05 22:00:00,AT SEA,KETCHIKAN
2008-06-06,CARNIVAL SPIRIT,KTN,2008-06-06 06:30:00,2008-06-06 17:00:00,KETCHIKAN,JUNEAU
2008-06-07,CARNIVAL SPIRIT,JNU,2008-06-07 09:00:00,2008-06-07 23:00:00,JUNEAU,SKAGWAY
2008-06-08,CARNIVAL SPIRIT,SKG,2008-06-08 07:00:00,2008-06-08 17:00:00,SKAGWAY,SITKA
2008-06-09,CARNIVAL SPIRIT,SIT,2008-06-09 06:30:00,2008-06-09 17:00:00,SITKA,COLLEGE FJORD
2008-06-10,CARNIVAL SPIRIT,CFJ,2008-06-10 17:00:00,2008-06-10 20:00:00,COLLEGE FJORD,WHITTIER
2008-06-11,CARNIVAL SPIRIT,WHT,2008-06-11 07:00:00,2008-06-11 21:00:00,WHITTIER,COLLEGE FJORD
2008-06-12,CARNIVAL SPIRIT,CFJ,2008-06-12 06:00:00,2008-06-12 09:00:00,COLLEGE FJORD,SITKA
2008-06-13,CARNIVAL SPIRIT,SIT,2008-06-13 08:30:00,2008-06-13 19:00:00,SITKA,JUNEAU
2008-06-14,CARNIVAL SPIRIT,JNU,2008-06-14 07:00:00,2008-06-14 23:00:00,JUNEAU,SKAGWAY
2008-06-15,CARNIVAL SPIRIT,SKG,2008-06-15 07:00:00,2008-06-15 16:30:00,SKAGWAY,KETCHIKAN
2008-06-16,CARNIVAL SPIRIT,KTN,2008-06-16 11:00:00,2008-06-16 20:00:00,KETCHIKAN,AT SEA
2008-06-17,CARNIVAL SPIRIT,AS,2008-06-17 06:00:00,2008-06-17 22:00:00,AT SEA,VANCOUVER
2008-06-18,CARNIVAL SPIRIT,VAN,2008-06-18 08:00:00,2008-06-18 17:30:00,VANCOUVER,AT SEA
2008-06-19,CARNIVAL SPIRIT,AS,2008-06-19 06:00:00,2008-06-19 22:00:00,AT SEA,KETCHIKAN
2008-06-20,CARNIVAL SPIRIT,KTN,2008-06-20 06:30:00,2008-06-20 17:00:00,KETCHIKAN,JUNEAU
2008-06-21,CARNIVAL SPIRIT,JNU,2008-06-21 09:00:00,2008-06-21 23:00:00,JUNEAU,SKAGWAY
2008-06-22,CARNIVAL SPIRIT,SKG,2008-06-22 07:00:00,2008-06-22 17:00:00,SKAGWAY,SITKA
2008-06-23,CARNIVAL SPIRIT,SIT,2008-06-23 06:30:00,2008-06-23 17:00:00,SITKA,COLLEGE FJORD
2008-06-24,CARNIVAL SPIRIT,CFJ,2008-06-24 17:00:00,2008-06-24 20:00:00,COLLEGE FJORD,WHITTIER
2008-06-25,CARNIVAL SPIRIT,WHT,2008-06-25 07:00:00,2008-06-25 21:00:00,WHITTIER,COLLEGE FJORD
2008-06-26,CARNIVAL SPIRIT,CFJ,2008-06-26 06:00:00,2008-06-26 09:00:00,COLLEGE FJORD,SITKA
2008-06-27,CARNIVAL SPIRIT,SIT,2008-06-27 08:30:00,2008-06-27 19:00:00,SITKA,JUNEAU
2008-06-28,CARNIVAL SPIRIT,JNU,2008-06-28 07:00:00,2008-06-28 23:00:00,JUNEAU,SKAGWAY
2008-06-29,CARNIVAL SPIRIT,SKG,2008-06-29 07:00:00,2008-06-29 16:30:00,SKAGWAY,KETCHIKAN
2008-06-30,CARNIVAL SPIRIT,KTN,2008-06-30 11:00:00,2008-06-30 20:00:00,KETCHIKAN,AT SEA
2008-07-01,CARNIVAL SPIRIT,AS,2008-07-01 06:00:00,2008-07-01 22:00:00,AT SEA,VANCOUVER
2008-07-02,CARNIVAL SPIRIT,VAN,2008-07-02 08:00:00,2008-07-02 17:30:00,VANCOUVER,AT SEA
2008-07-03,CARNIVAL SPIRIT,AS,2008-07-03 06:00:00,2008-07-03 22:00:00,AT SEA,KETCHIKAN
2008-07-04,CARNIVAL SPIRIT,KTN,2008-07-04 06:30:00,2008-07-04 17:00:00,KETCHIKAN,JUNEAU
2008-07-05,CARNIVAL SPIRIT,JNU,2008-07-05 09:00:00,2008-07-05 23:00:00,JUNEAU,SKAGWAY
2008-07-06,CARNIVAL SPIRIT,SKG,2008-07-06 07:00:00,2008-07-06 17:00:00,SKAGWAY,SITKA
2008-07-07,CARNIVAL SPIRIT,SIT,2008-07-07 06:30:00,2008-07-07 17:00:00,SITKA,COLLEGE FJORD
2008-07-08,CARNIVAL SPIRIT,CFJ,2008-07-08 17:00:00,2008-07-08 20:00:00,COLLEGE FJORD,WHITTIER
2008-07-09,CARNIVAL SPIRIT,WHT,2008-07-09 07:00:00,2008-07-09 21:00:00,WHITTIER,COLLEGE FJORD
2008-07-10,CARNIVAL SPIRIT,CFJ,2008-07-10 06:00:00,2008-07-10 09:00:00,COLLEGE FJORD,SITKA
2008-07-11,CARNIVAL SPIRIT,SIT,2008-07-11 08:30:00,2008-07-11 19:00:00,SITKA,JUNEAU
2008-07-12,CARNIVAL SPIRIT,JNU,2008-07-12 07:00:00,2008-07-12 23:00:00,JUNEAU,SKAGWAY
2008-07-13,CARNIVAL SPIRIT,SKG,2008-07-13 07:00:00,2008-07-13 16:30:00,SKAGWAY,KETCHIKAN
2008-07-14,CARNIVAL SPIRIT,KTN,2008-07-14 11:00:00,2008-07-14 20:00:00,KETCHIKAN,AT SEA
2008-07-15,CARNIVAL SPIRIT,AS,2008-07-15 06:00:00,2008-07-15 22:00:00,AT SEA,VANCOUVER
2008-07-16,CARNIVAL SPIRIT,VAN,2008-07-16 08:00:00,2008-07-16 17:30:00,VANCOUVER,AT SEA
2008-07-17,CARNIVAL SPIRIT,AS,2008-07-17 06:00:00,2008-07-17 22:00:00,AT SEA,KETCHIKAN
2008-07-18,CARNIVAL SPIRIT,KTN,2008-07-18 06:30:00,2008-07-18 17:00:00,KETCHIKAN,JUNEAU
2008-07-19,CARNIVAL SPIRIT,JNU,2008-07-19 09:00:00,2008-07-19 23:00:00,JUNEAU,SKAGWAY
2008-07-20,CARNIVAL SPIRIT,SKG,2008-07-20 07:00:00,2008-07-20 17:00:00,SKAGWAY,SITKA
2008-07-21,CARNIVAL SPIRIT,SIT,2008-07-21 06:30:00,2008-07-21 17:00:00,SITKA,COLLEGE FJORD
2008-07-22,CARNIVAL SPIRIT,CFJ,2008-07-22 17:00:00,2008-07-22 20:00:00,COLLEGE FJORD,WHITTIER
2008-07-23,CARNIVAL SPIRIT,WHT,2008-07-23 07:00:00,2008-07-23 21:00:00,WHITTIER,COLLEGE FJORD
2008-07-24,CARNIVAL SPIRIT,CFJ,2008-07-24 06:00:00,2008-07-24 09:00:00,COLLEGE FJORD,SITKA
2008-07-25,CARNIVAL SPIRIT,SIT,2008-07-25 08:30:00,2008-07-25 19:00:00,SITKA,JUNEAU
2008-07-26,CARNIVAL SPIRIT,JNU,2008-07-26 07:00:00,2008-07-26 23:00:00,JUNEAU,SKAGWAY
2008-07-27,CARNIVAL SPIRIT,SKG,2008-07-27 07:00:00,2008-07-27 16:30:00,SKAGWAY,KETCHIKAN
2008-07-28,CARNIVAL SPIRIT,KTN,2008-07-28 11:00:00,2008-07-28 20:00:00,KETCHIKAN,AT SEA
2008-07-29,CARNIVAL SPIRIT,AS,2008-07-29 06:00:00,2008-07-29 22:00:00,AT SEA,VANCOUVER
2008-07-30,CARNIVAL SPIRIT,VAN,2008-07-30 08:00:00,2008-07-30 17:30:00,VANCOUVER,AT SEA
2008-07-31,CARNIVAL SPIRIT,AS,2008-07-31 06:00:00,2008-07-31 22:00:00,AT SEA,KETCHIKAN
2008-08-01,CARNIVAL SPIRIT,KTN,2008-08-01 06:30:00,2008-08-01 17:00:00,KETCHIKAN,JUNEAU
2008-08-02,CARNIVAL SPIRIT,JNU,2008-08-02 09:00:00,2008-08-02 23:00:00,JUNEAU,SKAGWAY
2008-08-03,CARNIVAL SPIRIT,SKG,2008-08-03 07:00:00,2008-08-03 17:00:00,SKAGWAY,SITKA
2008-08-04,CARNIVAL SPIRIT,SIT,2008-08-04 06:30:00,2008-08-04 17:00:00,SITKA,COLLEGE FJORD
2008-08-05,CARNIVAL SPIRIT,CFJ,2008-08-05 17:00:00,2008-08-05 20:00:00,COLLEGE FJORD,WHITTIER
2008-08-06,CARNIVAL SPIRIT,WHT,2008-08-06 07:00:00,2008-08-06 21:00:00,WHITTIER,COLLEGE FJORD
