date,boatName,portCode,ts_in,ts_out,portName,nextPort
2009-07-26,,CMRHANSEATIC,2009-07-26 10:00:00,2009-07-26 18:00:00,Unknown,
2009-05-09,AMSTERDAM,SEA,2009-05-09 07:00:00,2009-05-09 16:00:00,SEATTLE,AT SEA
2009-05-10,AMSTERDAM,AS,2009-05-10 06:00:00,2009-05-10 22:00:00,AT SEA,JUNEAU
2009-05-11,AMSTERDAM,JNU,2009-05-11 11:00:00,2009-05-11 21:00:00,JUNEAU,HUBBARD GLACIER
2009-05-12,AMSTERDAM,HUB,2009-05-12 13:00:00,2009-05-12 18:00:00,HUBBARD GLACIER,SITKA
2009-05-13,AMSTERDAM,SIT,2009-05-13 08:00:00,2009-05-13 17:00:00,SITKA,KETCHIKAN
2009-05-14,AMSTERDAM,KTN,2009-05-14 07:00:00,2009-05-14 13:00:00,KETCHIKAN,VICTORIA
2009-05-15,AMSTERDAM,VIC,2009-05-15 18:00:00,2009-05-15 23:59:00,VICTORIA,SEATTLE
2009-05-16,AMSTERDAM,SEA,2009-05-16 07:00:00,2009-05-16 16:00:00,SEATTLE,AT SEA
2009-05-17,AMSTERDAM,AS,2009-05-17 06:00:00,2009-05-17 22:00:00,AT SEA,JUNEAU
2009-05-18,AMSTERDAM,JNU,2009-05-18 11:00:00,2009-05-18 21:00:00,JUNEAU,HUBBARD GLACIER
2009-05-19,AMSTERDAM,HUB,2009-05-19 13:00:00,2009-05-19 18:00:00,HUBBARD GLACIER,SITKA
2009-05-20,AMSTERDAM,SIT,2009-05-20 08:00:00,2009-05-20 17:00:00,SITKA,KETCHIKAN
2009-05-21,AMSTERDAM,KTN,2009-05-21 07:00:00,2009-05-21 13:00:00,KETCHIKAN,VICTORIA
2009-05-22,AMSTERDAM,VIC,2009-05-22 18:00:00,2009-05-22 23:59:00,VICTORIA,SEATTLE
2009-05-23,AMSTERDAM,SEA,2009-05-23 07:00:00,2009-05-23 16:00:00,SEATTLE,AT SEA
2009-05-24,AMSTERDAM,AS,2009-05-24 06:00:00,2009-05-24 22:00:00,AT SEA,JUNEAU
2009-05-25,AMSTERDAM,JNU,2009-05-25 11:00:00,2009-05-25 21:00:00,JUNEAU,HUBBARD GLACIER
2009-05-26,AMSTERDAM,HUB,2009-05-26 13:00:00,2009-05-26 18:00:00,HUBBARD GLACIER,SITKA
2009-05-27,AMSTERDAM,SIT,2009-05-27 08:00:00,2009-05-27 17:00:00,SITKA,KETCHIKAN
2009-05-28,AMSTERDAM,KTN,2009-05-28 07:00:00,2009-05-28 13:00:00,KETCHIKAN,VICTORIA
2009-05-29,AMSTERDAM,VIC,2009-05-29 18:00:00,2009-05-29 23:59:00,VICTORIA,SEATTLE
2009-05-30,AMSTERDAM,SEA,2009-05-30 07:00:00,2009-05-30 16:00:00,SEATTLE,AT SEA
2009-05-31,AMSTERDAM,AS,2009-05-31 06:00:00,2009-05-31 22:00:00,AT SEA,JUNEAU
2009-06-01,AMSTERDAM,JNU,2009-06-01 11:00:00,2009-06-01 21:00:00,JUNEAU,HUBBARD GLACIER
2009-06-02,AMSTERDAM,HUB,2009-06-02 13:00:00,2009-06-02 18:00:00,HUBBARD GLACIER,SITKA
2009-06-03,AMSTERDAM,SIT,2009-06-03 08:00:00,2009-06-03 17:00:00,SITKA,KETCHIKAN
2009-06-04,AMSTERDAM,KTN,2009-06-04 07:00:00,2009-06-04 13:00:00,KETCHIKAN,VICTORIA
2009-06-05,AMSTERDAM,VIC,2009-06-05 18:00:00,2009-06-05 23:59:00,VICTORIA,SEATTLE
2009-06-06,AMSTERDAM,SEA,2009-06-06 07:00:00,2009-06-06 16:00:00,SEATTLE,AT SEA
2009-06-07,AMSTERDAM,AS,2009-06-07 06:00:00,2009-06-07 22:00:00,AT SEA,JUNEAU
2009-06-08,AMSTERDAM,JNU,2009-06-08 11:00:00,2009-06-08 21:00:00,JUNEAU,HUBBARD GLACIER
2009-06-09,AMSTERDAM,HUB,2009-06-09 13:00:00,2009-06-09 18:00:00,HUBBARD GLACIER,SITKA
2009-06-10,AMSTERDAM,SIT,2009-06-10 08:00:00,2009-06-10 17:00:00,SITKA,KETCHIKAN
2009-06-11,AMSTERDAM,KTN,2009-06-11 07:00:00,2009-06-11 13:00:00,KETCHIKAN,VICTORIA
2009-06-12,AMSTERDAM,VIC,2009-06-12 18:00:00,2009-06-12 23:59:00,VICTORIA,SEATTLE
2009-06-13,AMSTERDAM,SEA,2009-06-13 07:00:00,2009-06-13 16:00:00,SEATTLE,AT SEA
2009-06-14,AMSTERDAM,AS,2009-06-14 06:00:00,2009-06-14 22:00:00,AT SEA,JUNEAU
2009-06-15,AMSTERDAM,JNU,2009-06-15 11:00:00,2009-06-15 21:00:00,JUNEAU,HUBBARD GLACIER
2009-06-16,AMSTERDAM,HUB,2009-06-16 13:00:00,2009-06-16 18:00:00,HUBBARD GLACIER,SITKA
2009-06-17,AMSTERDAM,SIT,2009-06-17 08:00:00,2009-06-17 17:00:00,SITKA,KETCHIKAN
2009-06-18,AMSTERDAM,KTN,2009-06-18 07:00:00,2009-06-18 13:00:00,KETCHIKAN,VICTORIA
2009-06-19,AMSTERDAM,VIC,2009-06-19 18:00:00,2009-06-19 23:59:00,VICTORIA,SEATTLE
2009-06-20,AMSTERDAM,SEA,2009-06-20 07:00:00,2009-06-20 16:00:00,SEATTLE,AT SEA
2009-06-21,AMSTERDAM,AS,2009-06-21 06:00:00,2009-06-21 22:00:00,AT SEA,JUNEAU
2009-06-22,AMSTERDAM,JNU,2009-06-22 11:00:00,2009-06-22 21:00:00,JUNEAU,HUBBARD GLACIER
2009-06-23,AMSTERDAM,HUB,2009-06-23 13:00:00,2009-06-23 18:00:00,HUBBARD GLACIER,SITKA
2009-06-24,AMSTERDAM,SIT,2009-06-24 08:00:00,2009-06-24 17:00:00,SITKA,KETCHIKAN
2009-06-25,AMSTERDAM,KTN,2009-06-25 07:00:00,2009-06-25 13:00:00,KETCHIKAN,VICTORIA
