date,boatName,portCode,ts_in,ts_out,portName,nextPort
2016-05-22,AMSTERDAM,SEA,2016-05-22 07:00:00,2016-05-22 16:00:00,SEATTLE,AT SEA
2016-05-23,AMSTERDAM,AS,2016-05-23 06:00:00,2016-05-23 22:00:00,AT SEA,JUNEAU
2016-05-24,AMSTERDAM,JNU,2016-05-24 13:00:00,2016-05-24 21:00:00,JUNEAU,HUBBARD GLACIER
2016-05-25,AMSTERDAM,HUB,2016-05-25 14:00:00,2016-05-25 18:00:00,HUBBARD GLACIER,SITKA
2016-05-26,AMSTERDAM,SIT,2016-05-26 08:00:00,2016-05-26 16:00:00,SITKA,KETCHIKAN
2016-05-27,AMSTERDAM,KTN,2016-05-27 07:00:00,2016-05-27 13:00:00,KETCHIKAN,VICTORIA
2016-05-28,AMSTERDAM,VIC,2016-05-28 18:00:00,2016-05-28 23:59:00,VICTORIA,SEATTLE
2016-05-29,AMSTERDAM,SEA,2016-05-29 07:00:00,2016-05-29 16:00:00,SEATTLE,AT SEA
2016-05-30,AMSTERDAM,AS,2016-05-30 06:00:00,2016-05-30 22:00:00,AT SEA,JUNEAU
2016-05-31,AMSTERDAM,JNU,2016-05-31 13:00:00,2016-05-31 21:00:00,JUNEAU,HUBBARD GLACIER
2016-06-01,AMSTERDAM,HUB,2016-06-01 14:00:00,2016-06-01 18:00:00,HUBBARD GLACIER,SITKA
2016-06-02,AMSTERDAM,SIT,2016-06-02 08:00:00,2016-06-02 16:00:00,SITKA,KETCHIKAN
2016-06-03,AMSTERDAM,KTN,2016-06-03 07:00:00,2016-06-03 13:00:00,KETCHIKAN,VICTORIA
2016-06-04,AMSTERDAM,VIC,2016-06-04 18:00:00,2016-06-04 23:59:00,VICTORIA,SEATTLE
2016-06-05,AMSTERDAM,SEA,2016-06-05 07:00:00,2016-06-05 16:00:00,SEATTLE,AT SEA
2016-06-06,AMSTERDAM,AS,2016-06-06 06:00:00,2016-06-06 22:00:00,AT SEA,JUNEAU
2016-06-07,AMSTERDAM,JNU,2016-06-07 13:00:00,2016-06-07 21:00:00,JUNEAU,HUBBARD GLACIER
2016-06-08,AMSTERDAM,HUB,2016-06-08 14:00:00,2016-06-08 18:00:00,HUBBARD GLACIER,SITKA
2016-06-09,AMSTERDAM,SIT,2016-06-09 08:00:00,2016-06-09 16:00:00,SITKA,KETCHIKAN
2016-06-10,AMSTERDAM,KTN,2016-06-10 07:00:00,2016-06-10 13:00:00,KETCHIKAN,VICTORIA
2016-06-11,AMSTERDAM,VIC,2016-06-11 18:00:00,2016-06-11 23:59:00,VICTORIA,SEATTLE
2016-06-12,AMSTERDAM,SEA,2016-06-12 07:00:00,2016-06-12 16:00:00,SEATTLE,AT SEA
2016-06-13,AMSTERDAM,AS,2016-06-13 06:00:00,2016-06-13 22:00:00,AT SEA,JUNEAU
2016-06-14,AMSTERDAM,JNU,2016-06-14 13:00:00,2016-06-14 21:00:00,JUNEAU,HUBBARD GLACIER
2016-06-15,AMSTERDAM,HUB,2016-06-15 14:00:00,2016-06-15 18:00:00,HUBBARD GLACIER,SITKA
2016-06-16,AMSTERDAM,SIT,2016-06-16 08:00:00,2016-06-16 16:00:00,SITKA,KETCHIKAN
2016-06-17,AMSTERDAM,KTN,2016-06-17 07:00:00,2016-06-17 13:00:00,KETCHIKAN,VICTORIA
2016-06-18,AMSTERDAM,VIC,2016-06-18 18:00:00,2016-06-18 23:59:00,VICTORIA,SEATTLE
2016-06-19,AMSTERDAM,SEA,2016-06-19 07:00:00,2016-06-19 16:00:00,SEATTLE,AT SEA
2016-06-20,AMSTERDAM,AS,2016-06-20 06:00:00,2016-06-20 22:00:00,AT SEA,JUNEAU
2016-06-21,AMSTERDAM,JNU,2016-06-21 13:00:00,2016-06-21 21:00:00,JUNEAU,HUBBARD GLACIER
2016-06-22,AMSTERDAM,HUB,2016-06-22 14:00:00,2016-06-22 18:00:00,HUBBARD GLACIER,SITKA
2016-06-23,AMSTERDAM,SIT,2016-06-23 08:00:00,2016-06-23 16:00:00,SITKA,KETCHIKAN
2016-06-24,AMSTERDAM,KTN,2016-06-24 07:00:00,2016-06-24 13:00:00,KETCHIKAN,VICTORIA
2016-06-25,AMSTERDAM,VIC,2016-06-25 18:00:00,2016-06-25 23:59:00,VICTORIA,SEATTLE
2016-06-26,AMSTERDAM,SEA,2016-06-26 07:00:00,2016-06-26 16:00:00,SEATTLE,AT SEA
2016-06-27,AMSTERDAM,AS,2016-06-27 06:00:00,2016-06-27 22:00:00,AT SEA,JUNEAU
2016-06-28,AMSTERDAM,JNU,2016-06-28 13:00:00,2016-06-28 21:00:00,JUNEAU,HUBBARD GLACIER
2016-06-29,AMSTERDAM,HUB,2016-06-29 14:00:00,2016-06-29 18:00:00,HUBBARD GLACIER,SITKA
2016-06-30,AMSTERDAM,SIT,2016-06-30 08:00:00,2016-06-30 16:00:00,SITKA,KETCHIKAN
2016-07-01,AMSTERDAM,KTN,2016-07-01 07:00:00,2016-07-01 13:00:00,KETCHIKAN,VICTORIA
2016-07-02,AMSTERDAM,VIC,2016-07-02 18:00:00,2016-07-02 23:59:00,VICTORIA,SEATTLE
2016-07-03,AMSTERDAM,SEA,2016-07-03 07:00:00,2016-07-03 16:00:00,SEATTLE,AT SEA
2016-07-04,AMSTERDAM,AS,2016-07-04 06:00:00,2016-07-04 22:00:00,AT SEA,JUNEAU
