date,boatName,portCode,ts_in,ts_out,portName,nextPort
2023-06-05,AMERICAN CONSTELLA,PTB,2023-06-05 16:30:00,unknown,PETERSBURG,PETERSBURG
2023-06-06,AMERICAN CONSTELLA,PTB,unknown,2023-06-06 13:00:00,PETERSBURG,AT SEA
2023-06-07,AMERICAN CONSTELLA,AS,2023-06-07 06:00:00,2023-06-07 22:00:00,AT SEA,AT SEA
2023-06-08,AMERICAN CONSTELLA,AS,2023-06-08 06:00:00,2023-06-08 22:00:00,AT SEA,AT SEA
2023-06-09,AMERICAN CONSTELLA,AS,2023-06-09 06:00:00,2023-06-09 22:00:00,AT SEA,HAINES
2023-06-10,AMERICAN CONSTELLA,HNS,2023-06-10 07:00:00,unknown,HAINES,HAINES
2023-06-11,AMERICAN CONSTELLA,HNS,unknown,2023-06-11 02:00:00,HAINES,AT SEA
2023-06-12,AMERICAN CONSTELLA,AS,2023-06-12 06:00:00,2023-06-12 22:00:00,AT SEA,AT SEA
2023-06-13,AMERICAN CONSTELLA,AS,2023-06-13 06:00:00,2023-06-13 22:00:00,AT SEA,HAINES
2023-06-14,AMERICAN CONSTELLA,HNS,2023-06-14 08:30:00,2023-06-14 17:30:00,HAINES,AT SEA
2023-06-15,AMERICAN CONSTELLA,AS,2023-06-15 06:00:00,2023-06-15 22:00:00,AT SEA,AT SEA
2023-06-16,AMERICAN CONSTELLA,AS,2023-06-16 06:00:00,2023-06-16 22:00:00,AT SEA,PETERSBURG
2023-06-17,AMERICAN CONSTELLA,PTB,2023-06-17 22:00:00,unknown,PETERSBURG,PETERSBURG
2023-06-18,AMERICAN CONSTELLA,PTB,unknown,2023-06-18 18:00:00,PETERSBURG,AT SEA
2023-06-19,AMERICAN CONSTELLA,AS,2023-06-19 06:00:00,2023-06-19 22:00:00,AT SEA,AT SEA
2023-06-20,AMERICAN CONSTELLA,AS,2023-06-20 06:00:00,2023-06-20 22:00:00,AT SEA,AT SEA
2023-06-21,AMERICAN CONSTELLA,AS,2023-06-21 06:00:00,2023-06-21 22:00:00,AT SEA,AT SEA
2023-06-22,AMERICAN CONSTELLA,AS,2023-06-22 06:00:00,2023-06-22 22:00:00,AT SEA,HAINES
2023-06-23,AMERICAN CONSTELLA,HNS,2023-06-23 06:00:00,unknown,HAINES,HAINES
2023-06-24,AMERICAN CONSTELLA,HNS,unknown,2023-06-24 17:30:00,HAINES,AT SEA
2023-06-25,AMERICAN CONSTELLA,AS,2023-06-25 06:00:00,2023-06-25 22:00:00,AT SEA,AT SEA
2023-06-26,AMERICAN CONSTELLA,AS,2023-06-26 06:00:00,2023-06-26 22:00:00,AT SEA,PETERSBURG
2023-06-27,AMERICAN CONSTELLA,PTB,2023-06-27 22:00:00,unknown,PETERSBURG,PETERSBURG
2023-06-28,AMERICAN CONSTELLA,PTB,unknown,2023-06-28 18:00:00,PETERSBURG,AT SEA
2023-06-29,AMERICAN CONSTELLA,AS,2023-06-29 06:00:00,2023-06-29 22:00:00,AT SEA,AT SEA
2023-06-30,AMERICAN CONSTELLA,AS,2023-06-30 06:00:00,2023-06-30 22:00:00,AT SEA,AT SEA
2023-07-01,AMERICAN CONSTELLA,AS,2023-07-01 06:00:00,2023-07-01 22:00:00,AT SEA,AT SEA
2023-07-02,AMERICAN CONSTELLA,AS,2023-07-02 06:00:00,2023-07-02 22:00:00,AT SEA,HAINES
2023-07-03,AMERICAN CONSTELLA,HNS,2023-07-03 06:00:00,unknown,HAINES,HAINES
2023-07-04,AMERICAN CONSTELLA,HNS,unknown,2023-07-04 17:30:00,HAINES,AT SEA
2023-07-05,AMERICAN CONSTELLA,AS,2023-07-05 06:00:00,2023-07-05 22:00:00,AT SEA,AT SEA
2023-07-06,AMERICAN CONSTELLA,AS,2023-07-06 06:00:00,2023-07-06 22:00:00,AT SEA,PETERSBURG
2023-07-07,AMERICAN CONSTELLA,PTB,2023-07-07 22:00:00,unknown,PETERSBURG,PETERSBURG
2023-07-08,AMERICAN CONSTELLA,PTB,unknown,2023-07-08 18:00:00,PETERSBURG,AT SEA
2023-07-09,AMERICAN CONSTELLA,AS,2023-07-09 06:00:00,2023-07-09 22:00:00,AT SEA,AT SEA
2023-07-10,AMERICAN CONSTELLA,AS,2023-07-10 06:00:00,2023-07-10 22:00:00,AT SEA,AT SEA
2023-07-11,AMERICAN CONSTELLA,AS,2023-07-11 06:00:00,2023-07-11 22:00:00,AT SEA,AT SEA
2023-07-12,AMERICAN CONSTELLA,AS,2023-07-12 06:00:00,2023-07-12 22:00:00,AT SEA,HAINES
2023-07-13,AMERICAN CONSTELLA,HNS,2023-07-13 06:00:00,unknown,HAINES,HAINES
2023-07-14,AMERICAN CONSTELLA,HNS,unknown,2023-07-14 17:30:00,HAINES,AT SEA
2023-07-15,AMERICAN CONSTELLA,AS,2023-07-15 06:00:00,2023-07-15 22:00:00,AT SEA,AT SEA
2023-07-16,AMERICAN CONSTELLA,AS,2023-07-16 06:00:00,2023-07-16 22:00:00,AT SEA,PETERSBURG
2023-07-17,AMERICAN CONSTELLA,PTB,2023-07-17 22:00:00,unknown,PETERSBURG,PETERSBURG
2023-07-18,AMERICAN CONSTELLA,PTB,unknown,2023-07-18 18:00:00,PETERSBURG,AT SEA
2023-07-19,AMERICAN CONSTELLA,AS,2023-07-19 06:00:00,2023-07-19 22:00:00,AT SEA,AT SEA
2023-07-20,AMERICAN CONSTELLA,AS,2023-07-20 06:00:00,2023-07-20 22:00:00,AT SEA,AT SEA
2023-07-21,AMERICAN CONSTELLA,AS,2023-07-21 06:00:00,2023-07-21 22:00:00,AT SEA,AT SEA
2023-07-22,AMERICAN CONSTELLA,AS,2023-07-22 06:00:00,2023-07-22 22:00:00,AT SEA,HAINES
2023-07-23,AMERICAN CONSTELLA,HNS,2023-07-23 06:00:00,unknown,HAINES,HAINES
2023-07-24,AMERICAN CONSTELLA,HNS,unknown,2023-07-24 17:30:00,HAINES,AT SEA
2023-07-25,AMERICAN CONSTELLA,AS,2023-07-25 06:00:00,2023-07-25 22:00:00,AT SEA,AT SEA
2023-07-26,AMERICAN CONSTELLA,AS,2023-07-26 06:00:00,2023-07-26 22:00:00,AT SEA,PETERSBURG
