bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-10-14 00:01:37,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413333,-131.72916500,173.5,0.1,"VICTORIA, BC",2023-10-10 21:00:00,Passenger ship,8.3,259,32
2023-10-14 00:01:48,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40412667,-131.72916333,186.2,0.1,"VICTORIA, BC",2023-10-10 21:00:00,Passenger ship,8.3,259,32
2023-10-14 00:02:37,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40404833,-131.72917667,179.1,0.5,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:03:28,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40387500,-131.72915167,169.1,1.0,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:04:08,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40365167,-131.72905333,167.8,1.5,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:05:08,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40317833,-131.72891167,171.9,2.0,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:07:37,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40181167,-131.72865667,176.6,1.4,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:08:28,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40156833,-131.72865667,183.0,1.0,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:08:59,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40141167,-131.72868500,193.6,1.1,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:09:08,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40136333,-131.72873000,208.7,1.3,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:09:37,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40119667,-131.72893333,222.7,1.8,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:09:59,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40105833,-131.72918333,228.0,2.0,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:10:41,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40075000,-131.72973000,218.5,2.3,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:10:51,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40066000,-131.72982833,211.6,2.3,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:11:05,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40051833,-131.72993667,202.4,2.4,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:11:15,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40041333,-131.72998833,196.1,2.4,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:11:29,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40025833,-131.73003333,188.7,2.4,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:11:45,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.40007833,-131.73004333,180.8,2.4,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:12:29,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39966000,-131.72999667,176.6,1.9,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
2023-10-14 00:12:41,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39956667,-131.72999833,184.2,1.5,"GLACIER BAY, AK",2023-10-14 16:00:00,Passenger ship,8.3,259,32
