bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-10-05 00:00:10,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39745000,-131.73423667,227.5,5.1,"KETCHIKAN, AK",2023-10-04 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:00:19,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39730667,-131.73451333,227.4,5.2,"KETCHIKAN, AK",2023-10-04 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:03:29,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39412167,-131.74072667,229.7,5.5,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:03:49,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39379833,-131.74144167,232.6,5.6,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:04:00,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39363500,-131.74185500,235.1,5.6,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:04:09,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39351000,-131.74220167,238.1,5.6,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:04:19,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39338333,-131.74261500,241.4,5.6,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:04:29,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39328167,-131.74299167,244.2,5.6,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:04:40,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39317500,-131.74347000,248.8,5.6,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:04:46,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39313000,-131.74373667,252.2,5.6,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:04:52,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39308167,-131.74405000,254.5,5.6,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:05:00,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39303667,-131.74437333,257.0,5.7,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:05:06,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39300333,-131.74470500,260.0,5.7,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:05:16,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39297833,-131.74513500,263.9,5.7,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:05:23,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39296667,-131.74545500,266.5,5.8,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:05:29,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39296333,-131.74574833,268.6,5.8,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:05:33,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39297000,-131.74594000,271.3,5.8,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:05:40,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39299000,-131.74628500,274.2,5.8,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:05:46,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39301000,-131.74656167,276.4,5.8,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:05:53,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39304167,-131.74689500,278.9,5.9,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:06:00,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39308167,-131.74723000,281.9,5.9,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:06:11,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39315167,-131.74771167,283.9,6.0,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:06:23,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39325667,-131.74834167,286.4,6.2,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:06:33,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39335000,-131.74883167,288.5,6.3,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:06:40,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39342833,-131.74917833,290.5,6.5,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:07:00,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39367500,-131.75018333,294.3,6.7,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:07:29,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39408167,-131.75160667,297.4,7.0,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:08:20,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39491000,-131.75424833,299.6,7.2,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
2023-10-05 00:09:29,311109000,C6RN3,9218131,NORWEGIAN SUN,Under way using engine,55.39607500,-131.75767667,301.6,7.3,"SKAGWAY, AK",2023-10-06 15:00:00,Passenger ship,8.3,259,32
