bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-10-24 06:20:05,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.06052500,-133.67972000,344.3,21.7,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:25:06,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.08959667,-133.69328167,345.6,21.8,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:27:49,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.10528667,-133.70016833,343.3,21.7,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:29:06,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.11283333,-133.70377000,345.6,21.7,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:31:42,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.12795500,-133.71042500,343.5,21.5,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:32:54,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.13489167,-133.71364167,345.6,21.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:35:05,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.14760000,-133.71954333,343.3,21.5,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:36:17,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.15440833,-133.72267500,346.1,21.5,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:38:05,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.16480667,-133.72724833,344.1,21.4,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:38:41,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.16825000,-133.72873833,346.3,21.5,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:39:41,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.17401333,-133.73139500,344.3,21.4,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:44:41,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.20276167,-133.74468000,344.6,21.4,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:46:05,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.21059667,-133.74830667,344.9,20.8,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:47:18,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.21729667,-133.75135833,344.5,20.2,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:49:06,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.22686833,-133.75594167,345.0,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:50:23,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.23359167,-133.75886500,347.3,19.4,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 06:55:24,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.25981500,-133.76972833,345.9,19.5,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:00:35,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.28718500,-133.78136500,345.1,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:03:47,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.30411167,-133.78857167,347.1,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:05:36,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.31364500,-133.79258333,344.8,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:09:00,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.33160000,-133.80054667,347.1,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:11:23,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.34428500,-133.80562667,345.1,19.7,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:16:36,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.37175667,-133.81764500,345.6,19.7,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:21:36,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.39823667,-133.82891833,346.0,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:27:35,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.42927667,-133.84200667,346.0,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:32:42,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.45683667,-133.85374167,346.0,19.7,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:38:42,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.48862667,-133.86751167,342.9,19.8,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:40:55,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.50026833,-133.87268000,346.8,19.7,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:42:27,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.50831500,-133.87641167,344.3,19.8,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:48:19,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.53948500,-133.89065333,344.9,19.7,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 07:55:55,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.57881500,-133.90891667,344.4,19.5,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:01:13,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.60686000,-133.92165333,344.0,19.3,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:06:57,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.63642000,-133.93623333,343.1,19.4,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:11:37,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.66098500,-133.94795000,346.5,19.5,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:16:42,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.68769500,-133.95951000,346.3,19.5,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:22:17,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.71700667,-133.97209833,346.3,19.5,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:27:30,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.74436667,-133.98398500,347.3,19.5,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:29:36,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.75546167,-133.98877167,345.2,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:34:54,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.78330500,-134.00082333,345.4,19.7,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:40:18,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.81166833,-134.01344667,344.8,19.4,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:45:18,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.83775500,-134.02539500,344.5,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:50:18,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.86408167,-134.03761833,344.4,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:52:05,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.87338333,-134.04238167,342.1,19.6,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 08:57:23,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.90079833,-134.05684167,342.3,19.4,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
2023-10-24 09:02:06,311000879,C6EF4,9751511,NORWEGIAN ENCORE,Under way using engine,54.92478000,-134.06947333,345.6,19.2,"SKAGWAY, AK",2023-10-25 15:00:00,Passenger ship,8.7,334,45
