bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-06-01 00:00:07,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29170333,-134.39604667,269.8,0.1,USSGY,2023-05-30 13:30:00,Passenger ship,8.5,290,36
2023-06-01 00:00:17,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29170333,-134.39606167,280.2,0.1,USSGY,2023-05-30 13:30:00,Passenger ship,8.5,290,36
2023-06-01 00:03:07,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29174167,-134.39647667,269.1,0.5,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:03:26,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29175833,-134.39659500,274.7,0.7,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:03:46,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29177500,-134.39676333,281.8,1.0,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:03:56,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29179333,-134.39686500,290.8,1.2,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:04:37,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29189333,-134.39740000,289.4,1.8,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:05:27,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29209500,-134.39832167,294.6,2.4,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:06:27,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29239500,-134.39960667,297.9,2.9,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:09:17,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29334500,-134.40307500,295.3,2.4,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:09:56,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29347667,-134.40377167,288.3,2.1,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:10:06,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29349167,-134.40393833,282.8,1.9,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:10:17,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29350667,-134.40408833,275.2,1.8,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
2023-06-01 00:10:27,310327000,ZCBU5,9104005,GRAND PRINCESS,Under way using engine,58.29348833,-134.40423833,268.0,1.6,CA YVR,2023-06-03 14:00:00,Passenger ship,8.5,290,36
