,bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
0,2023-07-30 00:00:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77901167,-148.695955,316.5,0.0,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
1,2023-07-30 00:03:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779015,-148.69595333,171.5,0.0,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
2,2023-07-30 00:09:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77901167,-148.69595333,351.5,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
3,2023-07-30 00:16:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77901167,-148.69595333,351.4,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
4,2023-07-30 00:22:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779015,-148.69594333,351.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
5,2023-07-30 00:28:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779015,-148.69594,171.2,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
6,2023-07-30 00:33:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779015,-148.69593833,171.2,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
7,2023-07-30 00:39:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77901,-148.69595167,171.2,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
8,2023-07-30 00:45:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900667,-148.69595333,351.1,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
9,2023-07-30 00:51:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900667,-148.69595333,37.2,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
10,2023-07-30 00:57:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900833,-148.69595333,171.2,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
11,2023-07-30 01:03:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779005,-148.69595667,171.2,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
12,2023-07-30 01:09:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900667,-148.69595667,171.2,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
13,2023-07-30 01:16:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900833,-148.69595,168.1,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
14,2023-07-30 01:22:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900667,-148.69595333,171.2,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
15,2023-07-30 01:27:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900333,-148.69596167,351.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
16,2023-07-30 01:33:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900167,-148.695955,171.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
17,2023-07-30 01:39:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779,-148.69595167,171.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
18,2023-07-30 01:45:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900167,-148.69595,171.4,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
19,2023-07-30 01:51:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779,-148.69595,35.7,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
20,2023-07-30 01:57:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77899833,-148.695955,351.4,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
21,2023-07-30 02:03:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77899833,-148.69595167,351.4,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
22,2023-07-30 02:09:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900167,-148.69594667,171.4,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
23,2023-07-30 02:15:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779,-148.69595,171.4,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
24,2023-07-30 02:22:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900167,-148.69595333,351.4,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
25,2023-07-30 02:27:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900333,-148.69595167,351.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
26,2023-07-30 02:33:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900167,-148.695955,316.2,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
27,2023-07-30 02:39:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779005,-148.69595333,316.5,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
28,2023-07-30 02:46:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900167,-148.69594833,118.6,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
29,2023-07-30 02:52:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779,-148.695945,351.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
30,2023-07-30 02:57:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900167,-148.69594667,171.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
31,2023-07-30 03:03:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900167,-148.69594833,231.5,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
32,2023-07-30 03:09:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77900167,-148.69594833,171.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
33,2023-07-30 03:15:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779,-148.69594833,278.1,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
34,2023-07-30 03:21:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779,-148.69595167,171.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
35,2023-07-30 03:27:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.779,-148.69594833,351.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
36,2023-07-30 03:34:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77899833,-148.695945,351.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
37,2023-07-30 03:39:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77899833,-148.695945,351.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
38,2023-07-30 03:45:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.778995,-148.69594833,171.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
39,2023-07-30 03:51:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.778995,-148.69595167,171.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
40,2023-07-30 03:57:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.778995,-148.69595,171.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
41,2023-07-30 04:03:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.778995,-148.69595,171.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
42,2023-07-30 04:09:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.778995,-148.695955,316.1,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
43,2023-07-30 04:15:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77899667,-148.69595333,171.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
44,2023-07-30 04:21:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.778995,-148.69595333,351.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
45,2023-07-30 04:27:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77899667,-148.69595333,351.3,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
46,2023-07-30 04:33:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77899333,-148.69595,171.6,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
47,2023-07-30 04:39:58,232002990,MABI4,9614141,MAJESTIC PRINCESS,Moored,60.77899167,-148.69595167,171.7,0.0,US YAKUTAT BAY,2023-07-30 07:00:00,Passenger ship,8.5,330,38
48,2023-07-30 04:43:43,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.77911333,-148.69586333,9.7,0.5,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
49,2023-07-30 04:44:43,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.77930833,-148.69579167,9.0,1.0,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
50,2023-07-30 04:46:23,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.77991167,-148.69558167,11.0,1.5,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
51,2023-07-30 04:47:43,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78049,-148.69530333,19.5,1.6,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
52,2023-07-30 04:47:53,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78054167,-148.69523333,29.0,1.5,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
53,2023-07-30 04:48:02,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.780595,-148.69514,37.4,1.5,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
54,2023-07-30 04:48:13,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78064167,-148.69503167,47.0,1.5,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
55,2023-07-30 04:48:23,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78068,-148.69490667,54.7,1.6,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
56,2023-07-30 04:48:34,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78072167,-148.69475333,60.3,1.7,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
57,2023-07-30 04:48:54,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78079167,-148.69442,66.3,2.0,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
58,2023-07-30 04:49:34,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78096667,-148.69358833,65.3,2.6,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
59,2023-07-30 04:50:13,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78120667,-148.69261833,62.6,3.1,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
60,2023-07-30 04:50:43,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78144667,-148.691685,62.5,3.7,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
61,2023-07-30 04:51:23,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78183167,-148.69034667,58.9,4.4,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
62,2023-07-30 04:51:54,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78219167,-148.68913667,58.9,5.0,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
63,2023-07-30 04:52:23,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78257667,-148.687835,58.5,5.7,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
64,2023-07-30 04:52:54,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.783045,-148.686255,58.8,6.5,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
65,2023-07-30 04:53:23,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78353667,-148.68461833,58.6,7.1,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
66,2023-07-30 04:53:54,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78410833,-148.682725,58.3,7.7,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
67,2023-07-30 04:54:34,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78490667,-148.68008833,58.3,8.4,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
68,2023-07-30 04:55:13,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78576167,-148.67726167,58.3,9.0,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
69,2023-07-30 04:56:03,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78690667,-148.67347167,58.2,9.6,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
70,2023-07-30 04:56:43,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78785167,-148.67031833,58.5,10.2,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
71,2023-07-30 04:57:34,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.78916333,-148.66594,58.5,10.9,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
72,2023-07-30 04:58:13,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,60.79022,-148.66239333,58.6,11.4,US COLLEGE FJORD,2023-07-28 01:45:00,Passenger ship,8.5,330,38
