bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-10-09 06:38:34,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.05890667,-133.72448500,350.0,20.6,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 06:39:21,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.06325167,-133.72583167,349.7,20.0,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 06:44:21,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.09094000,-133.73486000,349.8,20.6,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 06:45:34,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.09766333,-133.73718500,347.8,20.3,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 06:47:21,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.10749833,-133.74041333,349.8,20.2,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 06:52:21,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.13519167,-133.74907667,348.8,20.4,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 06:54:34,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.14743833,-133.75285167,349.8,19.9,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 06:55:21,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.15173167,-133.75444333,345.8,20.1,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 06:56:58,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.16046833,-133.75837167,343.2,20.2,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:01:58,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.18732500,-133.77149000,343.7,20.2,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:06:21,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.21124333,-133.78316000,345.0,20.8,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:08:33,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.22341833,-133.78889167,343.0,20.7,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:10:09,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.23225833,-133.79318667,345.5,20.7,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:12:46,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.24660000,-133.79981333,343.2,20.5,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:14:21,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.25523667,-133.80421167,345.9,20.6,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:16:33,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.26712833,-133.81001000,343.3,20.3,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:21:45,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.29522833,-133.82419333,343.5,20.2,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:25:33,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.31583667,-133.83449000,341.5,20.2,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:25:47,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.31692167,-133.83502333,344.2,20.2,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:25:58,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.31807333,-133.83565000,342.0,20.3,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:28:12,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.32987167,-133.84189167,344.0,20.5,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:28:56,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.33426833,-133.84388000,346.1,20.5,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:30:50,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.34467667,-133.84845000,343.8,20.3,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:33:48,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.36060667,-133.85577000,346.0,20.5,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:40:42,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.39824333,-133.87253167,344.5,19.9,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:47:07,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.43256500,-133.88867000,345.0,20.4,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
2023-10-09 07:53:49,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.46859000,-133.90586833,345.3,20.2,JUNEAU,2023-10-09 16:00:00,Passenger ship,8.7,334,45
