bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-06-07 00:00:03,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03645000,-135.30220000,184.5,0.9,US JNU,2023-06-03 20:00:00,Passenger ship,6.8,228,34
2023-06-07 00:00:13,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03641667,-135.30220000,189.4,0.9,US JNU,2023-06-03 20:00:00,Passenger ship,6.8,228,34
2023-06-07 00:00:44,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03628333,-135.30223333,199.4,1.0,US JNU,2023-06-03 20:00:00,Passenger ship,6.8,228,34
2023-06-07 00:01:03,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03616667,-135.30230000,205.5,1.5,US JNU,2023-06-03 20:00:00,Passenger ship,6.8,228,34
2023-06-07 00:01:23,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03603333,-135.30243333,210.9,2.0,US JNU,2023-06-03 20:00:00,Passenger ship,6.8,228,34
2023-06-07 00:01:44,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03585000,-135.30261667,211.1,2.5,US JNU,2023-06-03 20:00:00,Passenger ship,6.8,228,34
2023-06-07 00:02:23,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03540000,-135.30315000,214.5,3.3,US JNU,2023-06-03 20:00:00,Passenger ship,6.8,228,34
2023-06-07 00:02:53,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03498333,-135.30365000,214.5,3.9,US JNU,2023-06-03 20:00:00,Passenger ship,6.8,228,34
2023-06-07 00:03:23,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03450000,-135.30425000,213.0,4.6,US JNU,2023-06-03 20:00:00,Passenger ship,6.8,228,34
2023-06-07 00:03:43,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03411667,-135.30470000,213.5,5.2,US JNU,2023-06-03 20:00:00,Passenger ship,6.8,228,34
2023-06-07 00:04:13,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03350000,-135.30546667,213.9,5.8,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:04:34,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03300000,-135.30606667,214.0,6.4,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:04:53,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03248333,-135.30670000,214.9,7.1,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:05:13,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03193333,-135.30736667,214.8,7.8,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:05:34,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03126667,-135.30818333,212.8,8.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:05:53,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03055000,-135.30903333,211.6,9.5,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:06:03,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.03021667,-135.30945000,214.1,9.8,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:06:23,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.02938333,-135.31043333,212.6,10.4,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:06:43,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.02855000,-135.31138333,211.2,11.0,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:07:03,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.02770000,-135.31231667,210.0,11.5,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:07:23,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.02670000,-135.31331667,207.9,12.0,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:07:43,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.02568333,-135.31421667,205.3,12.3,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:07:52,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.02521667,-135.31460000,203.1,12.5,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:08:13,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.02415000,-135.31536667,200.6,12.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:08:34,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.02300000,-135.31620000,203.2,12.5,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:09:03,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.02145000,-135.31750000,207.0,12.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:09:24,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.02036667,-135.31861667,212.1,12.8,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:09:43,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01938333,-135.31985000,217.0,12.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:10:03,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01851667,-135.32116667,221.1,12.8,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:10:13,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01806667,-135.32190000,223.8,12.8,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:10:24,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01761667,-135.32275000,226.7,12.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:10:34,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01721667,-135.32356667,229.6,12.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:10:43,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01685000,-135.32440000,231.7,12.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:10:52,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01653333,-135.32520000,234.3,12.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:11:03,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01621667,-135.32606667,237.3,12.6,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:11:13,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01591667,-135.32700000,239.6,12.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:11:24,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01560000,-135.32805000,243.1,12.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
2023-06-07 00:11:43,257034130,LAYQ7,9796250,VIKING ORION,Under way using engine,57.01511667,-135.33003333,248.0,12.7,CA VAN,2023-06-09 14:00:00,Passenger ship,6.8,228,34
