bs_ts,ak_dt,mmsi,imo,call_sign,name,lat,lon,sog,cog
2012-06-01 08:02:36,2012-05-31 23:02:36,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.28692,-131.0163,15.6,9.9
2012-06-01 08:04:54,2012-05-31 23:04:54,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.29723,-131.0137,15.8,5.2
2012-06-01 08:05:06,2012-05-31 23:05:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.29811,-131.0136,15.8,4.2
2012-06-01 08:06:18,2012-05-31 23:06:18,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.30347,-131.0137,15.9,358.6
2012-06-01 08:07:18,2012-05-31 23:07:18,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.30777,-131.0145,15.8,354.2
2012-06-01 08:08:39,2012-05-31 23:08:39,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.31292,-131.016,15.7,350.2
2012-06-01 08:09:29,2012-05-31 23:09:29,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.31713,-131.0178,15.7,345.3
2012-06-01 08:10:07,2012-05-31 23:10:07,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.3196,-131.0192,15.6,342.0
2012-06-01 08:11:26,2012-05-31 23:11:26,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.32482,-131.0229,15.6,337.0
2012-06-01 08:13:47,2012-05-31 23:13:47,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.33385,-131.0316,15.8,328.0
2012-06-01 08:14:05,2012-05-31 23:14:05,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.33499,-131.033,15.9,326.8
2012-06-01 08:15:05,2012-05-31 23:15:05,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.33844,-131.0377,16.0,320.7
2012-06-01 08:16:05,2012-05-31 23:16:05,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.3417,-131.0429,16.0,317.0
2012-06-01 08:17:23,2012-05-31 23:17:23,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.34576,-131.0498,16.0,315.5
2012-06-01 08:18:17,2012-05-31 23:18:17,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.34872,-131.0545,15.9,317.0
2012-06-01 08:19:06,2012-05-31 23:19:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.35125,-131.0586,15.9,316.7
2012-06-01 08:20:02,2012-05-31 23:20:02,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.35421,-131.0635,16.0,316.3
2012-06-01 08:21:12,2012-05-31 23:21:12,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.35811,-131.0699,16.1,316.0
2012-06-01 08:22:05,2012-05-31 23:22:05,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.36089,-131.0745,16.0,316.3
2012-06-01 08:23:18,2012-05-31 23:23:18,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.3648,-131.0811,16.0,314.3
2012-06-01 08:24:05,2012-05-31 23:24:05,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.36721,-131.0853,15.9,314.9
2012-06-01 08:25:13,2012-05-31 23:25:13,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.37035,-131.0905,15.7,315.9
2012-06-01 08:26:30,2012-05-31 23:26:30,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.37473,-131.0977,15.7,316.2
2012-06-01 08:28:06,2012-05-31 23:28:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.37974,-131.106,15.7,316.0
2012-06-01 08:29:06,2012-05-31 23:29:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.38286,-131.1112,15.7,316.2
2012-06-01 08:30:03,2012-05-31 23:30:03,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.38568,-131.1159,15.8,315.9
2012-06-01 08:31:30,2012-05-31 23:31:30,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.39046,-131.1238,15.9,315.9
2012-06-01 08:32:06,2012-05-31 23:32:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.39238,-131.1269,15.9,315.9
2012-06-01 08:33:35,2012-05-31 23:33:35,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.39714,-131.1348,16.0,316.2
2012-06-01 08:34:42,2012-05-31 23:34:42,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.40063,-131.1408,15.9,315.8
2012-06-01 08:35:12,2012-05-31 23:35:12,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.40217,-131.1434,16.0,315.4
2012-06-01 08:36:12,2012-05-31 23:36:12,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.40538,-131.1485,16.1,317.5
2012-06-01 08:37:11,2012-05-31 23:37:11,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.40875,-131.1538,16.2,317.3
2012-06-01 08:38:00,2012-05-31 23:38:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.41134,-131.1581,16.2,316.0
2012-06-01 08:39:00,2012-05-31 23:39:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.4146,-131.1633,16.0,317.4
2012-06-01 08:40:06,2012-05-31 23:40:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.41845,-131.1682,15.7,324.3
2012-06-01 08:41:04,2012-05-31 23:41:04,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.42172,-131.1717,15.3,327.8
2012-06-01 08:42:13,2012-05-31 23:42:13,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.4262,-131.1758,15.3,333.1
2012-06-01 08:43:06,2012-05-31 23:43:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.42966,-131.1783,15.1,336.6
2012-06-01 08:44:05,2012-05-31 23:44:05,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.43358,-131.1807,15.0,341.0
2012-06-01 08:45:00,2012-05-31 23:45:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.43715,-131.1827,15.0,342.1
2012-06-01 08:46:00,2012-05-31 23:46:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.441,-131.185,15.0,340.1
2012-06-01 08:47:05,2012-05-31 23:47:05,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.44537,-131.1878,15.0,340.0
2012-06-01 08:48:05,2012-05-31 23:48:05,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.44928,-131.1901,15.0,341.4
2012-06-01 08:49:06,2012-05-31 23:49:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.45319,-131.1925,15.0,340.2
2012-06-01 08:50:06,2012-05-31 23:50:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.45717,-131.1949,14.9,340.9
2012-06-01 08:51:06,2012-05-31 23:51:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.46101,-131.1971,14.9,341.2
2012-06-01 08:52:06,2012-05-31 23:52:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.46494,-131.1994,15.0,341.6
2012-06-01 08:53:06,2012-05-31 23:53:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.46895,-131.2017,15.0,341.6
2012-06-01 08:54:00,2012-05-31 23:54:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.47242,-131.2038,15.0,341.0
2012-06-01 08:55:07,2012-05-31 23:55:07,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.47681,-131.2064,15.0,340.6
2012-06-01 08:56:00,2012-05-31 23:56:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.48029,-131.2085,15.0,340.6
2012-06-01 08:57:06,2012-05-31 23:57:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.48463,-131.211,15.0,341.0
2012-06-01 08:58:17,2012-05-31 23:58:17,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.48935,-131.2139,15.1,340.2
2012-06-01 08:59:01,2012-05-31 23:59:01,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.49214,-131.2156,15.2,341.3
2012-06-01 09:00:00,2012-06-01 00:00:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.49614,-131.2179,15.2,341.3
2012-06-01 09:01:08,2012-06-01 00:01:08,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.50057,-131.2204,15.3,342.1
2012-06-01 09:02:00,2012-06-01 00:02:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.5042,-131.2226,15.2,340.4
2012-06-01 09:03:01,2012-06-01 00:03:01,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.50702,-131.2243,15.3,340.1
2012-06-01 09:04:00,2012-06-01 00:04:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.51225,-131.2274,15.3,340.7
2012-06-01 09:05:00,2012-06-01 00:05:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.51619,-131.2297,15.3,341.1
2012-06-01 09:06:00,2012-06-01 00:06:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.52024,-131.232,15.2,341.4
2012-06-01 09:07:00,2012-06-01 00:07:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.52422,-131.2344,15.2,340.7
2012-06-01 09:08:00,2012-06-01 00:08:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.52819,-131.2366,15.1,341.8
2012-06-01 09:09:00,2012-06-01 00:09:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.53215,-131.2389,15.1,340.8
2012-06-01 09:10:06,2012-06-01 00:10:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.53643,-131.2413,15.0,341.1
2012-06-01 09:11:00,2012-06-01 00:11:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.54005,-131.2435,15.0,341.5
2012-06-01 09:12:00,2012-06-01 00:12:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.54399,-131.2458,15.0,341.5
2012-06-01 09:13:07,2012-06-01 00:13:07,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.54829,-131.2484,15.1,341.5
2012-06-01 09:14:00,2012-06-01 00:14:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.55194,-131.2505,15.1,341.5
2012-06-01 09:15:00,2012-06-01 00:15:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.5559,-131.2528,15.1,340.7
2012-06-01 09:16:00,2012-06-01 00:16:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.55984,-131.2553,15.0,340.5
2012-06-01 09:17:00,2012-06-01 00:17:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.56372,-131.2576,15.0,340.9
2012-06-01 09:18:35,2012-06-01 00:18:35,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.56999,-131.2612,14.9,340.9
2012-06-01 09:19:00,2012-06-01 00:19:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.57166,-131.2622,14.8,340.1
2012-06-01 09:20:00,2012-06-01 00:20:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.57552,-131.2646,14.7,340.4
2012-06-01 09:21:06,2012-06-01 00:21:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.57974,-131.267,14.6,340.4
2012-06-01 09:22:00,2012-06-01 00:22:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.58316,-131.2691,14.5,341.0
2012-06-01 09:23:00,2012-06-01 00:23:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.58694,-131.2712,14.4,341.6
2012-06-01 09:24:02,2012-06-01 00:24:02,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.59079,-131.2731,14.3,344.9
2012-06-01 09:25:00,2012-06-01 00:25:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.59464,-131.2744,14.1,350.2
2012-06-01 09:26:30,2012-06-01 00:26:30,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.60044,-131.2754,14.0,355.3
2012-06-01 09:27:00,2012-06-01 00:27:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.60239,-131.2756,14.0,357.3
2012-06-01 09:28:01,2012-06-01 00:28:01,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.60625,-131.2755,13.9,1.2
2012-06-01 09:29:00,2012-06-01 00:29:00,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.61005,-131.275,13.7,5.1
2012-06-01 09:30:06,2012-06-01 00:30:06,311050600,9064126,C6ZI9,SEVEN SEAS NAVIGATOR,54.61409,-131.2739,13.6,9.3
