bs_ts,ak_dt,mmsi,imo,call_sign,name,lat,lon,sog,cog
2012-05-29 07:10:43,2012-05-28 22:10:43,246442000,9156527,PDAN,ZAANDAM,54.01244,-130.9938,13.8,354.0
2012-05-29 07:11:01,2012-05-28 22:11:01,246442000,9156527,PDAN,ZAANDAM,54.01367,-130.9943,13.9,353.0
2012-05-29 07:13:01,2012-05-28 22:13:01,246442000,9156527,PDAN,ZAANDAM,54.02112,-130.9951,13.8,356.0
2012-05-29 07:14:50,2012-05-28 22:14:50,246442000,9156527,PDAN,ZAANDAM,54.02802,-130.9961,13.8,355.0
2012-05-29 07:16:49,2012-05-28 22:16:49,246442000,9156527,PDAN,ZAANDAM,54.03583,-130.9973,13.8,356.0
2012-05-29 07:34:25,2012-05-28 22:34:25,246442000,9156527,PDAN,ZAANDAM,54.10383,-131.0013,13.9,353.0
2012-05-29 07:37:38,2012-05-28 22:37:38,246442000,9156527,PDAN,ZAANDAM,54.11602,-131.0036,14.1,353.0
2012-05-29 07:38:14,2012-05-28 22:38:14,246442000,9156527,PDAN,ZAANDAM,54.11834,-131.0041,13.9,352.0
2012-05-29 07:39:26,2012-05-28 22:39:26,246442000,9156527,PDAN,ZAANDAM,54.12307,-131.005,14.3,353.0
2012-05-29 07:40:02,2012-05-28 22:40:02,246442000,9156527,PDAN,ZAANDAM,54.12536,-131.0055,14.1,353.0
2012-05-29 07:41:08,2012-05-28 22:41:08,246442000,9156527,PDAN,ZAANDAM,54.1297,-131.0063,13.9,354.0
2012-05-29 07:42:02,2012-05-28 22:42:02,246442000,9156527,PDAN,ZAANDAM,54.13317,-131.0069,14.4,354.0
2012-05-29 07:43:02,2012-05-28 22:43:02,246442000,9156527,PDAN,ZAANDAM,54.13711,-131.0077,13.9,354.0
2012-05-29 07:44:01,2012-05-28 22:44:01,246442000,9156527,PDAN,ZAANDAM,54.14098,-131.0083,14.3,355.0
2012-05-29 07:47:37,2012-05-28 22:47:37,246442000,9156527,PDAN,ZAANDAM,54.15517,-131.0112,14.2,354.0
2012-05-29 07:48:25,2012-05-28 22:48:25,246442000,9156527,PDAN,ZAANDAM,54.15829,-131.0115,13.9,354.0
2012-05-29 07:49:19,2012-05-28 22:49:19,246442000,9156527,PDAN,ZAANDAM,54.16183,-131.0125,14.1,354.0
2012-05-29 07:50:02,2012-05-28 22:50:02,246442000,9156527,PDAN,ZAANDAM,54.16457,-131.0126,14.2,354.0
2012-05-29 07:51:14,2012-05-28 22:51:14,246442000,9156527,PDAN,ZAANDAM,54.1692,-131.0135,14.1,353.0
2012-05-29 07:52:02,2012-05-28 22:52:02,246442000,9156527,PDAN,ZAANDAM,54.17242,-131.0141,14.2,354.0
2012-05-29 07:53:03,2012-05-28 22:53:03,246442000,9156527,PDAN,ZAANDAM,54.17624,-131.0148,14.3,353.0
2012-05-29 07:54:14,2012-05-28 22:54:14,246442000,9156527,PDAN,ZAANDAM,54.181,-131.0157,14.1,354.0
2012-05-29 07:55:11,2012-05-28 22:55:11,246442000,9156527,PDAN,ZAANDAM,54.18413,-131.0163,14.2,352.0
2012-05-29 07:56:32,2012-05-28 22:56:32,246442000,9156527,PDAN,ZAANDAM,54.19,-131.0178,14.3,354.0
2012-05-29 07:58:38,2012-05-28 22:58:38,246442000,9156527,PDAN,ZAANDAM,54.19818,-131.0191,14.3,353.0
2012-05-29 07:59:02,2012-05-28 22:59:02,246442000,9156527,PDAN,ZAANDAM,54.19981,-131.0194,14.1,354.0
2012-05-29 08:00:13,2012-05-28 23:00:13,246442000,9156527,PDAN,ZAANDAM,54.20467,-131.0207,14.3,353.0
2012-05-29 08:01:02,2012-05-28 23:01:02,246442000,9156527,PDAN,ZAANDAM,54.20766,-131.0209,14.5,353.0
