bs_ts,ak_dt,mmsi,imo,call_sign,name,lat,lon,sog,cog
2012-09-05 06:00:08,2012-09-04 21:00:08,310376000,9229659,ZCDF4,CORAL PRINCESS,53.86519,-130.934,14.5,350.5
2012-09-05 06:01:50,2012-09-04 21:01:50,310376000,9229659,ZCDF4,CORAL PRINCESS,53.87182,-130.9359,14.1,351.2
2012-09-05 06:02:25,2012-09-04 21:02:25,310376000,9229659,ZCDF4,CORAL PRINCESS,53.87407,-130.9365,14.1,351.2
2012-09-05 06:03:08,2012-09-04 21:03:08,310376000,9229659,ZCDF4,CORAL PRINCESS,53.8768,-130.9372,14.0,350.8
2012-09-05 06:04:01,2012-09-04 21:04:01,310376000,9229659,ZCDF4,CORAL PRINCESS,53.8802,-130.938,13.9,352.2
2012-09-05 06:05:08,2012-09-04 21:05:08,310376000,9229659,ZCDF4,CORAL PRINCESS,53.88444,-130.939,13.8,352.2
2012-09-05 06:06:01,2012-09-04 21:06:01,310376000,9229659,ZCDF4,CORAL PRINCESS,53.8878,-130.9398,13.8,351.6
2012-09-05 06:07:45,2012-09-04 21:07:45,310376000,9229659,ZCDF4,CORAL PRINCESS,53.89437,-130.9414,13.8,351.4
2012-09-05 06:08:05,2012-09-04 21:08:05,310376000,9229659,ZCDF4,CORAL PRINCESS,53.89564,-130.9417,13.7,351.5
2012-09-05 06:09:05,2012-09-04 21:09:05,310376000,9229659,ZCDF4,CORAL PRINCESS,53.89941,-130.9427,13.7,351.0
2012-09-05 06:10:37,2012-09-04 21:10:37,310376000,9229659,ZCDF4,CORAL PRINCESS,53.90509,-130.9442,13.6,351.1
2012-09-05 06:12:26,2012-09-04 21:12:26,310376000,9229659,ZCDF4,CORAL PRINCESS,53.91192,-130.9461,13.6,351.1
2012-09-05 06:13:16,2012-09-04 21:13:16,310376000,9229659,ZCDF4,CORAL PRINCESS,53.91502,-130.9469,13.6,351.1
2012-09-05 06:16:07,2012-09-04 21:16:07,310376000,9229659,ZCDF4,CORAL PRINCESS,53.92556,-130.9497,13.6,351.1
2012-09-05 06:17:06,2012-09-04 21:17:06,310376000,9229659,ZCDF4,CORAL PRINCESS,53.92922,-130.9506,13.6,351.1
2012-09-05 06:18:06,2012-09-04 21:18:06,310376000,9229659,ZCDF4,CORAL PRINCESS,53.93294,-130.9517,13.6,351.1
2012-09-05 06:19:26,2012-09-04 21:19:26,310376000,9229659,ZCDF4,CORAL PRINCESS,53.93791,-130.953,13.6,350.6
2012-09-05 06:20:35,2012-09-04 21:20:35,310376000,9229659,ZCDF4,CORAL PRINCESS,53.94219,-130.9542,13.6,351.2
2012-09-05 06:21:06,2012-09-04 21:21:06,310376000,9229659,ZCDF4,CORAL PRINCESS,53.94412,-130.9547,13.6,351.2
2012-09-05 06:22:35,2012-09-04 21:22:35,310376000,9229659,ZCDF4,CORAL PRINCESS,53.94966,-130.9561,13.6,350.8
2012-09-05 06:23:56,2012-09-04 21:23:56,310376000,9229659,ZCDF4,CORAL PRINCESS,53.95471,-130.9573,13.6,352.1
2012-09-05 06:24:35,2012-09-04 21:24:35,310376000,9229659,ZCDF4,CORAL PRINCESS,53.95713,-130.9579,13.6,350.8
2012-09-05 06:25:15,2012-09-04 21:25:15,310376000,9229659,ZCDF4,CORAL PRINCESS,53.95961,-130.9586,13.6,351.6
2012-09-05 06:26:27,2012-09-04 21:26:27,310376000,9229659,ZCDF4,CORAL PRINCESS,53.96402,-130.9596,13.5,352.1
2012-09-05 06:27:05,2012-09-04 21:27:05,310376000,9229659,ZCDF4,CORAL PRINCESS,53.96642,-130.9603,13.5,352.1
2012-09-05 06:28:15,2012-09-04 21:28:15,310376000,9229659,ZCDF4,CORAL PRINCESS,53.97076,-130.9613,13.6,352.1
2012-09-05 06:29:15,2012-09-04 21:29:15,310376000,9229659,ZCDF4,CORAL PRINCESS,53.97453,-130.9623,13.5,351.6
2012-09-05 06:30:05,2012-09-04 21:30:05,310376000,9229659,ZCDF4,CORAL PRINCESS,53.97763,-130.963,13.5,351.6
2012-09-05 06:31:36,2012-09-04 21:31:36,310376000,9229659,ZCDF4,CORAL PRINCESS,53.98314,-130.9644,13.5,352.1
2012-09-05 06:32:56,2012-09-04 21:32:56,310376000,9229659,ZCDF4,CORAL PRINCESS,53.98816,-130.9656,13.6,351.2
2012-09-05 06:33:05,2012-09-04 21:33:05,310376000,9229659,ZCDF4,CORAL PRINCESS,53.98878,-130.9658,13.5,351.6
2012-09-05 06:34:26,2012-09-04 21:34:26,310376000,9229659,ZCDF4,CORAL PRINCESS,53.99374,-130.9671,13.5,351.1
2012-09-05 06:35:37,2012-09-04 21:35:37,310376000,9229659,ZCDF4,CORAL PRINCESS,53.9981,-130.9684,13.5,349.6
2012-09-05 06:36:25,2012-09-04 21:36:25,310376000,9229659,ZCDF4,CORAL PRINCESS,54.00113,-130.9692,13.5,349.6
2012-09-05 06:37:06,2012-09-04 21:37:06,310376000,9229659,ZCDF4,CORAL PRINCESS,54.00358,-130.9699,13.4,350.2
2012-09-05 06:38:55,2012-09-04 21:38:55,310376000,9229659,ZCDF4,CORAL PRINCESS,54.01026,-130.9716,13.4,351.1
2012-09-05 06:39:26,2012-09-04 21:39:26,310376000,9229659,ZCDF4,CORAL PRINCESS,54.01209,-130.9721,13.4,351.1
2012-09-05 06:40:25,2012-09-04 21:40:25,310376000,9229659,ZCDF4,CORAL PRINCESS,54.01576,-130.9731,13.5,351.1
2012-09-05 06:41:26,2012-09-04 21:41:26,310376000,9229659,ZCDF4,CORAL PRINCESS,54.01952,-130.9741,13.5,350.6
