bs_ts,ak_dt,mmsi,imo,call_sign,name,lat,lon,sog,cog
2012-08-28 11:42:51,2012-08-28 02:42:51,245417000,9221281,PBKH,OOSTERDAM,54.83666,-134.0034,18.6,345.8
2012-08-28 11:49:40,2012-08-28 02:49:40,245417000,9221281,PBKH,OOSTERDAM,54.87078,-134.0178,18.5,346.6
2012-08-28 11:50:03,2012-08-28 02:50:03,245417000,9221281,PBKH,OOSTERDAM,54.8727,-134.0186,18.6,346.6
2012-08-28 12:11:21,2012-08-28 03:11:21,245417000,9221281,PBKH,OOSTERDAM,54.97824,-134.0614,18.2,347.0
2012-08-28 12:13:21,2012-08-28 03:13:21,245417000,9221281,PBKH,OOSTERDAM,54.98822,-134.0652,18.5,347.6
2012-08-28 12:14:34,2012-08-28 03:14:34,245417000,9221281,PBKH,OOSTERDAM,54.99417,-134.0675,18.2,347.6
2012-08-28 12:18:34,2012-08-28 03:18:34,245417000,9221281,PBKH,OOSTERDAM,55.01411,-134.0749,18.6,347.7
2012-08-28 12:25:09,2012-08-28 03:25:09,245417000,9221281,PBKH,OOSTERDAM,55.0472,-134.0874,18.6,348.1
2012-08-28 12:26:57,2012-08-28 03:26:57,245417000,9221281,PBKH,OOSTERDAM,55.05618,-134.0907,18.7,348.4
2012-08-28 12:27:16,2012-08-28 03:27:16,245417000,9221281,PBKH,OOSTERDAM,55.05769,-134.0913,18.6,348.6
2012-08-28 12:28:09,2012-08-28 03:28:09,245417000,9221281,PBKH,OOSTERDAM,55.06231,-134.093,18.5,347.7
2012-08-28 12:29:03,2012-08-28 03:29:03,245417000,9221281,PBKH,OOSTERDAM,55.06676,-134.0947,18.6,347.8
2012-08-28 12:30:10,2012-08-28 03:30:10,245417000,9221281,PBKH,OOSTERDAM,55.07239,-134.0967,18.6,348.1
2012-08-28 12:31:21,2012-08-28 03:31:21,245417000,9221281,PBKH,OOSTERDAM,55.07836,-134.0989,18.6,348.6
2012-08-28 12:32:10,2012-08-28 03:32:10,245417000,9221281,PBKH,OOSTERDAM,55.08238,-134.1004,18.6,348.0
2012-08-28 12:33:10,2012-08-28 03:33:10,245417000,9221281,PBKH,OOSTERDAM,55.08749,-134.1023,18.7,348.2
2012-08-28 12:34:03,2012-08-28 03:34:03,245417000,9221281,PBKH,OOSTERDAM,55.09194,-134.1039,18.6,348.3
2012-08-28 12:35:01,2012-08-28 03:35:01,245417000,9221281,PBKH,OOSTERDAM,55.09653,-134.1056,18.5,348.6
2012-08-28 12:36:22,2012-08-28 03:36:22,245417000,9221281,PBKH,OOSTERDAM,55.10347,-134.1081,18.4,348.0
2012-08-28 12:37:16,2012-08-28 03:37:16,245417000,9221281,PBKH,OOSTERDAM,55.1081,-134.1098,18.5,347.9
2012-08-28 12:38:10,2012-08-28 03:38:10,245417000,9221281,PBKH,OOSTERDAM,55.11262,-134.1114,18.5,348.9
2012-08-28 12:39:04,2012-08-28 03:39:04,245417000,9221281,PBKH,OOSTERDAM,55.11707,-134.113,18.6,348.4
2012-08-28 12:40:10,2012-08-28 03:40:10,245417000,9221281,PBKH,OOSTERDAM,55.12273,-134.115,18.7,348.7
2012-08-28 12:41:04,2012-08-28 03:41:04,245417000,9221281,PBKH,OOSTERDAM,55.12727,-134.1166,18.7,348.7
2012-08-28 12:42:04,2012-08-28 03:42:04,245417000,9221281,PBKH,OOSTERDAM,55.13223,-134.1184,18.7,348.6
2012-08-28 12:43:04,2012-08-28 03:43:04,245417000,9221281,PBKH,OOSTERDAM,55.1374,-134.1202,18.6,348.3
2012-08-28 12:49:22,2012-08-28 03:49:22,245417000,9221281,PBKH,OOSTERDAM,55.16954,-134.1319,18.7,348.1
2012-08-28 12:50:03,2012-08-28 03:50:03,245417000,9221281,PBKH,OOSTERDAM,55.17303,-134.1331,18.7,348.3
2012-08-28 12:51:03,2012-08-28 03:51:03,245417000,9221281,PBKH,OOSTERDAM,55.17814,-134.1349,18.9,348.6
2012-08-28 12:52:03,2012-08-28 03:52:03,245417000,9221281,PBKH,OOSTERDAM,55.18324,-134.1368,18.8,348.9
2012-08-28 12:53:04,2012-08-28 03:53:04,245417000,9221281,PBKH,OOSTERDAM,55.18842,-134.1387,18.7,348.3
2012-08-28 12:54:04,2012-08-28 03:54:04,245417000,9221281,PBKH,OOSTERDAM,55.19343,-134.1405,18.6,348.1
2012-08-28 12:55:04,2012-08-28 03:55:04,245417000,9221281,PBKH,OOSTERDAM,55.1985,-134.1423,18.8,348.2
