bs_ts,ak_dt,mmsi,imo,call_sign,name,lat,lon,sog,cog
2012-05-25 01:35:21,2012-05-24 16:35:21,245968000,9156515,PCHM,VOLENDAM,53.86538,-130.8471,20.1,312.0
2012-05-25 01:37:49,2012-05-24 16:37:49,245968000,9156515,PCHM,VOLENDAM,53.87286,-130.8611,20.1,312.0
2012-05-25 01:38:25,2012-05-24 16:38:25,245968000,9156515,PCHM,VOLENDAM,53.87702,-130.8688,20.1,312.0
2012-05-25 01:40:56,2012-05-24 16:40:56,245968000,9156515,PCHM,VOLENDAM,53.88074,-130.8755,20.1,312.0
2012-05-25 01:43:57,2012-05-24 16:43:57,245968000,9156515,PCHM,VOLENDAM,53.8909,-130.8945,20.0,313.0
2012-05-25 01:47:02,2012-05-24 16:47:02,245968000,9156515,PCHM,VOLENDAM,53.90443,-130.9193,20.1,313.0
2012-05-25 01:50:04,2012-05-24 16:50:04,245968000,9156515,PCHM,VOLENDAM,53.91751,-130.9426,20.0,313.0
2012-05-25 01:53:04,2012-05-24 16:53:04,245968000,9156515,PCHM,VOLENDAM,53.92886,-130.9629,19.9,316.0
2012-05-25 01:56:05,2012-05-24 16:56:05,245968000,9156515,PCHM,VOLENDAM,53.93899,-130.9743,19.8,335.0
2012-05-25 01:59:05,2012-05-24 16:59:05,245968000,9156515,PCHM,VOLENDAM,53.95393,-130.9796,20.0,355.0
2012-05-25 02:02:10,2012-05-24 17:02:10,245968000,9156515,PCHM,VOLENDAM,53.9773,-130.9816,18.8,356.0
2012-05-25 02:03:02,2012-05-24 17:03:02,245968000,9156515,PCHM,VOLENDAM,53.98545,-130.9826,18.2,355.0
2012-05-25 02:05:11,2012-05-24 17:05:11,245968000,9156515,PCHM,VOLENDAM,53.98587,-130.9826,18.3,354.0
2012-05-25 02:08:11,2012-05-24 17:08:11,245968000,9156515,PCHM,VOLENDAM,54.00109,-130.9855,18.0,353.0
2012-05-25 02:11:16,2012-05-24 17:11:16,245968000,9156515,PCHM,VOLENDAM,54.02182,-130.9901,17.9,352.0
2012-05-25 02:12:01,2012-05-24 17:12:01,245968000,9156515,PCHM,VOLENDAM,54.02997,-130.9918,17.7,353.0
2012-05-25 02:14:15,2012-05-24 17:14:15,245968000,9156515,PCHM,VOLENDAM,54.03148,-130.9921,17.9,353.0
2012-05-25 02:15:04,2012-05-24 17:15:04,245968000,9156515,PCHM,VOLENDAM,54.04478,-130.9955,17.6,351.0
2012-05-25 02:17:16,2012-05-24 17:17:16,245968000,9156515,PCHM,VOLENDAM,54.0457,-130.9956,17.5,351.0
2012-05-25 02:18:09,2012-05-24 17:18:09,245968000,9156515,PCHM,VOLENDAM,54.05951,-130.9991,17.6,352.0
2012-05-25 02:20:19,2012-05-24 17:20:19,245968000,9156515,PCHM,VOLENDAM,54.0605,-130.9993,17.6,352.0
2012-05-25 02:21:03,2012-05-24 17:21:03,245968000,9156515,PCHM,VOLENDAM,54.07356,-131.0025,17.7,352.0
2012-05-25 02:23:20,2012-05-24 17:23:20,245968000,9156515,PCHM,VOLENDAM,54.07806,-131.0035,17.7,353.0
2012-05-25 02:24:00,2012-05-24 17:24:00,245968000,9156515,PCHM,VOLENDAM,54.0882,-131.0056,17.8,353.0
2012-05-25 02:26:20,2012-05-24 17:26:20,245968000,9156515,PCHM,VOLENDAM,54.0897,-131.0061,17.6,352.0
2012-05-25 02:27:01,2012-05-24 17:27:01,245968000,9156515,PCHM,VOLENDAM,54.10292,-131.009,17.8,353.0
2012-05-25 02:29:19,2012-05-24 17:29:19,245968000,9156515,PCHM,VOLENDAM,54.10442,-131.0093,17.9,353.0
2012-05-25 02:30:02,2012-05-24 17:30:02,245968000,9156515,PCHM,VOLENDAM,54.11765,-131.0123,17.7,353.0
2012-05-25 02:32:21,2012-05-24 17:32:21,245968000,9156515,PCHM,VOLENDAM,54.11964,-131.0128,17.7,352.0
2012-05-25 02:33:07,2012-05-24 17:33:07,245968000,9156515,PCHM,VOLENDAM,54.13271,-131.0158,17.7,352.0
2012-05-25 02:35:24,2012-05-24 17:35:24,245968000,9156515,PCHM,VOLENDAM,54.13403,-131.0161,17.6,352.0
2012-05-25 02:36:08,2012-05-24 17:36:08,245968000,9156515,PCHM,VOLENDAM,54.14719,-131.0193,17.7,352.0
2012-05-25 02:38:23,2012-05-24 17:38:23,245968000,9156515,PCHM,VOLENDAM,54.14869,-131.0196,17.7,352.0
2012-05-25 02:39:07,2012-05-24 17:39:07,245968000,9156515,PCHM,VOLENDAM,54.16191,-131.0228,18.0,352.0
2012-05-25 02:41:26,2012-05-24 17:41:26,245968000,9156515,PCHM,VOLENDAM,54.1634,-131.0231,18.0,352.0
2012-05-25 02:42:07,2012-05-24 17:42:07,245968000,9156515,PCHM,VOLENDAM,54.17688,-131.0263,18.1,352.0
2012-05-25 02:44:25,2012-05-24 17:44:25,245968000,9156515,PCHM,VOLENDAM,54.17937,-131.027,18.3,352.0
2012-05-25 02:45:02,2012-05-24 17:45:02,245968000,9156515,PCHM,VOLENDAM,54.19144,-131.0298,18.3,353.0
2012-05-25 02:47:31,2012-05-24 17:47:31,245968000,9156515,PCHM,VOLENDAM,54.19386,-131.0303,18.3,353.0
2012-05-25 02:48:02,2012-05-24 17:48:02,245968000,9156515,PCHM,VOLENDAM,54.20659,-131.0333,18.5,352.0
2012-05-25 02:50:31,2012-05-24 17:50:31,245968000,9156515,PCHM,VOLENDAM,54.20901,-131.0336,18.4,355.0
2012-05-25 02:51:08,2012-05-24 17:51:08,245968000,9156515,PCHM,VOLENDAM,54.22257,-131.0323,18.7,11.0
2012-05-25 02:53:29,2012-05-24 17:53:29,245968000,9156515,PCHM,VOLENDAM,54.22457,-131.0316,18.7,11.0
2012-05-25 02:54:01,2012-05-24 17:54:01,245968000,9156515,PCHM,VOLENDAM,54.23694,-131.0245,18.5,23.0
2012-05-25 02:56:31,2012-05-24 17:56:31,245968000,9156515,PCHM,VOLENDAM,54.23985,-131.0225,18.7,23.0
2012-05-25 02:57:02,2012-05-24 17:57:02,245968000,9156515,PCHM,VOLENDAM,54.25142,-131.0142,18.6,22.0
2012-05-25 02:59:33,2012-05-24 17:59:33,245968000,9156515,PCHM,VOLENDAM,54.25465,-131.0118,18.7,23.0
2012-05-25 03:00:01,2012-05-24 18:00:01,245968000,9156515,PCHM,VOLENDAM,54.26534,-131.0031,18.1,29.0
2012-05-25 03:02:27,2012-05-24 18:02:27,245968000,9156515,PCHM,VOLENDAM,54.26781,-131.0004,17.8,33.0
2012-05-25 03:03:08,2012-05-24 18:03:08,245968000,9156515,PCHM,VOLENDAM,54.27688,-130.9866,17.3,45.0
2012-05-25 03:05:30,2012-05-24 18:05:30,245968000,9156515,PCHM,VOLENDAM,54.27865,-130.9837,17.3,46.0
2012-05-25 03:06:02,2012-05-24 18:06:02,245968000,9156515,PCHM,VOLENDAM,54.28647,-130.9698,17.0,46.0
2012-05-25 03:08:32,2012-05-24 18:08:32,245968000,9156515,PCHM,VOLENDAM,54.28902,-130.9653,16.9,46.0
2012-05-25 03:09:15,2012-05-24 18:09:15,245968000,9156515,PCHM,VOLENDAM,54.29652,-130.9512,16.1,51.0
2012-05-25 03:11:33,2012-05-24 18:11:33,245968000,9156515,PCHM,VOLENDAM,54.29785,-130.9482,16.0,51.0
2012-05-25 03:12:02,2012-05-24 18:12:02,245968000,9156515,PCHM,VOLENDAM,54.30366,-130.9358,13.2,51.0
2012-05-25 03:14:31,2012-05-24 18:14:31,245968000,9156515,PCHM,VOLENDAM,54.30584,-130.9321,11.5,44.0
2012-05-25 03:15:20,2012-05-24 18:15:20,245968000,9156515,PCHM,VOLENDAM,54.31133,-130.9285,7.8,8.0
