,segment_id,port,start_index,end_index,port_duration,timelapse,time_in,time_out,distance_nm,imo,name
417,MAJESTIC_PRINCESS_0048,Glacier Bay,14998,15236,9.112222222222222,9.112,2023-06-01 06:03:15-08:00,2023-06-01 15:09:59-08:00,120.18,9614141.0,MAJESTIC PRINCESS
421,MAJESTIC_PRINCESS_0056,Glacier Bay,17253,17624,10.551388888888889,10.551,2023-06-05 09:01:51-08:00,2023-06-05 19:34:56-08:00,123.63,9614141.0,MAJESTIC PRINCESS
429,MAJESTIC_PRINCESS_0072,Glacier Bay,22663,22956,9.371666666666666,9.372,2023-06-15 06:01:44-08:00,2023-06-15 15:24:02-08:00,120.85,9614141.0,MAJESTIC PRINCESS
433,MAJESTIC_PRINCESS_0080,Glacier Bay,25445,25703,10.256666666666666,10.257,2023-06-19 09:02:11-08:00,2023-06-19 19:17:35-08:00,119.96,9614141.0,MAJESTIC PRINCESS
441,MAJESTIC_PRINCESS_0096,Glacier Bay,30942,31201,9.285833333333333,9.286,2023-06-29 06:01:29-08:00,2023-06-29 15:18:38-08:00,120.38,9614141.0,MAJESTIC PRINCESS
445,MAJESTIC_PRINCESS_0104,Glacier Bay,33212,33497,10.386388888888888,10.386,2023-07-03 08:54:30-08:00,2023-07-03 19:17:41-08:00,120.35,9614141.0,MAJESTIC PRINCESS
453,MAJESTIC_PRINCESS_0120,Glacier Bay,38599,38860,9.215833333333334,9.216,2023-07-13 06:01:28-08:00,2023-07-13 15:14:25-08:00,119.75,9614141.0,MAJESTIC PRINCESS
457,MAJESTIC_PRINCESS_0128,Glacier Bay,40941,41194,10.311666666666667,10.312,2023-07-17 08:59:51-08:00,2023-07-17 19:18:33-08:00,119.0,9614141.0,MAJESTIC PRINCESS
465,MAJESTIC_PRINCESS_0144,Glacier Bay,46134,46416,9.436388888888889,9.436,2023-07-27 06:02:01-08:00,2023-07-27 15:28:12-08:00,121.86,9614141.0,MAJESTIC PRINCESS
469,MAJESTIC_PRINCESS_0152,Glacier Bay,48483,48791,10.341666666666667,10.342,2023-07-31 09:00:13-08:00,2023-07-31 19:20:43-08:00,120.28,9614141.0,MAJESTIC PRINCESS
477,MAJESTIC_PRINCESS_0168,Glacier Bay,53664,54006,9.349166666666667,9.349,2023-08-10 06:00:25-08:00,2023-08-10 15:21:22-08:00,105.11,9614141.0,MAJESTIC PRINCESS
481,MAJESTIC_PRINCESS_0176,Glacier Bay,56405,56706,10.174166666666666,10.174,2023-08-14 09:00:56-08:00,2023-08-14 19:11:23-08:00,120.86,9614141.0,MAJESTIC PRINCESS
489,MAJESTIC_PRINCESS_0192,Glacier Bay,61704,62009,9.370833333333334,9.371,2023-08-24 06:00:03-08:00,2023-08-24 15:22:18-08:00,121.51,9614141.0,MAJESTIC PRINCESS
493,MAJESTIC_PRINCESS_0200,Glacier Bay,63904,64222,10.282777777777778,10.283,2023-08-28 09:01:08-08:00,2023-08-28 19:18:06-08:00,120.43,9614141.0,MAJESTIC PRINCESS
501,MAJESTIC_PRINCESS_0216,Glacier Bay,69199,69521,9.04861111111111,9.049,2023-09-07 06:19:10-08:00,2023-09-07 15:22:05-08:00,121.57,9614141.0,MAJESTIC PRINCESS
505,MAJESTIC_PRINCESS_0224,Glacier Bay,71545,71860,10.239722222222222,10.24,2023-09-11 08:55:42-08:00,2023-09-11 19:10:05-08:00,129.23,9614141.0,MAJESTIC PRINCESS
514,MAJESTIC_PRINCESS_0242,Glacier Bay,77361,77662,10.301666666666666,10.302,2023-09-22 06:34:06-08:00,2023-09-22 16:52:12-08:00,120.18,9614141.0,MAJESTIC PRINCESS
523,NIEUW_AMSTERDAM_0006,Glacier Bay,1139,1391,9.80638888888889,9.806,2023-05-04 05:31:58-08:00,2023-05-04 15:20:21-08:00,117.37,9378450.0,NIEUW AMSTERDAM
526,NIEUW_AMSTERDAM_0012,Glacier Bay,3342,3647,11.904444444444444,11.904,2023-05-15 06:36:38-08:00,2023-05-15 18:30:54-08:00,119.85,9378450.0,NIEUW AMSTERDAM
533,NIEUW_AMSTERDAM_0026,Glacier Bay,7265,7472,9.529444444444444,9.529,2023-05-26 05:41:33-08:00,2023-05-26 15:13:19-08:00,113.66,9378450.0,NIEUW AMSTERDAM
537,NIEUW_AMSTERDAM_0034,Glacier Bay,9481,9738,10.496944444444445,10.497,2023-05-30 08:10:54-08:00,2023-05-30 18:40:43-08:00,118.14,9378450.0,NIEUW AMSTERDAM
544,NIEUW_AMSTERDAM_0048,Glacier Bay,13204,13488,9.708055555555555,9.708,2023-06-09 05:37:40-08:00,2023-06-09 15:20:09-08:00,118.51,9378450.0,NIEUW AMSTERDAM
548,NIEUW_AMSTERDAM_0056,Glacier Bay,15404,15667,10.512777777777778,10.513,2023-06-13 08:14:42-08:00,2023-06-13 18:45:28-08:00,118.5,9378450.0,NIEUW AMSTERDAM
555,NIEUW_AMSTERDAM_0070,Glacier Bay,19176,19344,9.39611111111111,9.396,2023-06-23 05:47:17-08:00,2023-06-23 15:11:03-08:00,117.92,9378450.0,NIEUW AMSTERDAM
559,NIEUW_AMSTERDAM_0078,Glacier Bay,21308,21441,10.286111111111111,10.286,2023-06-27 08:17:10-08:00,2023-06-27 18:34:20-08:00,117.2,9378450.0,NIEUW AMSTERDAM
566,NIEUW_AMSTERDAM_0092,Glacier Bay,24902,25158,9.736944444444445,9.737,2023-07-07 05:44:31-08:00,2023-07-07 15:28:44-08:00,117.59,9378450.0,NIEUW AMSTERDAM
570,NIEUW_AMSTERDAM_0100,Glacier Bay,27072,27343,10.516388888888889,10.516,2023-07-11 08:16:33-08:00,2023-07-11 18:47:32-08:00,119.39,9378450.0,NIEUW AMSTERDAM
577,NIEUW_AMSTERDAM_0114,Glacier Bay,30844,31113,9.490277777777777,9.49,2023-07-21 05:42:08-08:00,2023-07-21 15:11:33-08:00,116.92,9378450.0,NIEUW AMSTERDAM
581,NIEUW_AMSTERDAM_0122,Glacier Bay,32979,33212,10.450833333333334,10.451,2023-07-25 08:13:55-08:00,2023-07-25 18:40:58-08:00,118.2,9378450.0,NIEUW AMSTERDAM
