date,boatName,portCode,ts_in,ts_out,portName,nextPort
2012-05-18,AMSTERDAM,SEA,2012-05-18 07:00:00,2012-05-18 16:00:00,SEATTLE,AT SEA
2012-05-19,AMSTERDAM,AS,2012-05-19 06:00:00,2012-05-19 22:00:00,AT SEA,JUNEAU
2012-05-20,AMSTERDAM,JNU,2012-05-20 13:00:00,2012-05-20 22:00:00,JUNEAU,GLACIER BAY
2012-05-21,AMSTERDAM,GB,2012-05-21 07:00:00,2012-05-21 16:00:00,GLACIER BAY,SITKA
2012-05-22,AMSTERDAM,SIT,2012-05-22 07:00:00,2012-05-22 15:00:00,SITKA,KETCHIKAN
2012-05-23,AMSTERDAM,KTN,2012-05-23 07:00:00,2012-05-23 13:00:00,KETCHIKAN,VICTORIA
2012-05-24,AMSTERDAM,VIC,2012-05-24 18:00:00,2012-05-24 23:59:00,VICTORIA,SEATTLE
2012-05-25,AMSTERDAM,SEA,2012-05-25 07:00:00,2012-05-25 16:00:00,SEATTLE,AT SEA
2012-05-26,AMSTERDAM,AS,2012-05-26 06:00:00,2012-05-26 22:00:00,AT SEA,TRACY ARM
2012-05-27,AMSTERDAM,TA,2012-05-27 11:00:00,2012-05-27 16:00:00,TRACY ARM,JUNEAU
2012-05-28,AMSTERDAM,JNU,2012-05-28 07:00:00,2012-05-28 18:00:00,JUNEAU,SITKA
2012-05-29,AMSTERDAM,SIT,2012-05-29 08:00:00,2012-05-29 17:00:00,SITKA,KETCHIKAN
2012-05-30,AMSTERDAM,KTN,2012-05-30 07:00:00,2012-05-30 13:00:00,KETCHIKAN,VICTORIA
2012-05-31,AMSTERDAM,VIC,2012-05-31 18:00:00,2012-05-31 23:59:00,VICTORIA,SEATTLE
2012-06-01,AMSTERDAM,SEA,2012-06-01 07:00:00,2012-06-01 17:00:00,SEATTLE,AT SEA
2012-06-02,AMSTERDAM,AS,2012-06-02 06:00:00,2012-06-02 22:00:00,AT SEA,KETCHIKAN
2012-06-03,AMSTERDAM,KTN,2012-06-03 08:00:00,2012-06-03 17:00:00,KETCHIKAN,TRACY ARM
2012-06-04,AMSTERDAM,TA,2012-06-04 12:00:00,2012-06-04 17:00:00,TRACY ARM,JUNEAU
2012-06-05,AMSTERDAM,JNU,2012-06-05 08:00:00,2012-06-05 22:00:00,JUNEAU,POINT SOPHIA
2012-06-06,AMSTERDAM,PTS,2012-06-06 07:00:00,2012-06-06 16:00:00,POINT SOPHIA,AT SEA
2012-06-07,AMSTERDAM,AS,2012-06-07 06:00:00,2012-06-07 22:00:00,AT SEA,ANCHORAGE
2012-06-08,AMSTERDAM,ANC,2012-06-08 07:00:00,2012-06-08 23:00:00,ANCHORAGE,HOMER
2012-06-09,AMSTERDAM,HOM,2012-06-09 10:00:00,2012-06-09 18:00:00,HOMER,KODIAK
2012-06-10,AMSTERDAM,KDK,2012-06-10 07:00:00,2012-06-10 15:00:00,KODIAK,HUBBARD GLACIER
2012-06-11,AMSTERDAM,HUB,2012-06-11 14:00:00,2012-06-11 18:00:00,HUBBARD GLACIER,SITKA
2012-06-12,AMSTERDAM,SIT,2012-06-12 10:00:00,2012-06-12 17:00:00,SITKA,AT SEA
2012-06-13,AMSTERDAM,AS,2012-06-13 06:00:00,2012-06-13 22:00:00,AT SEA,VICTORIA
2012-06-14,AMSTERDAM,VIC,2012-06-14 12:00:00,2012-06-14 23:00:00,VICTORIA,SEATTLE
2012-06-15,AMSTERDAM,SEA,2012-06-15 07:00:00,2012-06-15 17:00:00,SEATTLE,AT SEA
2012-06-16,AMSTERDAM,AS,2012-06-16 06:00:00,2012-06-16 22:00:00,AT SEA,KETCHIKAN
2012-06-17,AMSTERDAM,KTN,2012-06-17 08:00:00,2012-06-17 17:00:00,KETCHIKAN,TRACY ARM
2012-06-18,AMSTERDAM,TA,2012-06-18 12:00:00,2012-06-18 17:00:00,TRACY ARM,JUNEAU
2012-06-19,AMSTERDAM,JNU,2012-06-19 08:00:00,2012-06-19 22:00:00,JUNEAU,POINT SOPHIA
2012-06-20,AMSTERDAM,PTS,2012-06-20 07:00:00,2012-06-20 16:00:00,POINT SOPHIA,AT SEA
2012-06-21,AMSTERDAM,AS,2012-06-21 06:00:00,2012-06-21 22:00:00,AT SEA,ANCHORAGE
2012-06-22,AMSTERDAM,ANC,2012-06-22 07:00:00,2012-06-22 23:00:00,ANCHORAGE,HOMER
2012-06-23,AMSTERDAM,HOM,2012-06-23 10:00:00,2012-06-23 18:00:00,HOMER,KODIAK
2012-06-24,AMSTERDAM,KDK,2012-06-24 07:00:00,2012-06-24 15:00:00,KODIAK,HUBBARD GLACIER
2012-06-25,AMSTERDAM,HUB,2012-06-25 14:00:00,2012-06-25 18:00:00,HUBBARD GLACIER,SITKA
2012-06-26,AMSTERDAM,SIT,2012-06-26 10:00:00,2012-06-26 17:00:00,SITKA,AT SEA
2012-06-27,AMSTERDAM,AS,2012-06-27 06:00:00,2012-06-27 22:00:00,AT SEA,VICTORIA
2012-06-28,AMSTERDAM,VIC,2012-06-28 12:00:00,2012-06-28 23:00:00,VICTORIA,SEATTLE
2012-06-29,AMSTERDAM,SEA,2012-06-29 07:00:00,2012-06-29 17:00:00,SEATTLE,AT SEA
2012-06-30,AMSTERDAM,AS,2012-06-30 06:00:00,2012-06-30 22:00:00,AT SEA,KETCHIKAN
2012-07-01,AMSTERDAM,KTN,2012-07-01 08:00:00,2012-07-01 17:00:00,KETCHIKAN,TRACY ARM
2012-07-02,AMSTERDAM,TA,2012-07-02 12:00:00,2012-07-02 17:00:00,TRACY ARM,JUNEAU
2012-07-03,AMSTERDAM,JNU,2012-07-03 08:00:00,2012-07-03 22:00:00,JUNEAU,POINT SOPHIA
2012-07-04,AMSTERDAM,PTS,2012-07-04 07:00:00,2012-07-04 16:00:00,POINT SOPHIA,AT SEA
2012-07-05,AMSTERDAM,AS,2012-07-05 06:00:00,2012-07-05 22:00:00,AT SEA,ANCHORAGE
2012-07-06,AMSTERDAM,ANC,2012-07-06 07:00:00,2012-07-06 23:00:00,ANCHORAGE,HOMER
2012-07-07,AMSTERDAM,HOM,2012-07-07 10:00:00,2012-07-07 18:00:00,HOMER,KODIAK
2012-07-08,AMSTERDAM,KDK,2012-07-08 07:00:00,2012-07-08 15:00:00,KODIAK,HUBBARD GLACIER
2012-07-09,AMSTERDAM,HUB,2012-07-09 14:00:00,2012-07-09 18:00:00,HUBBARD GLACIER,SITKA
2012-07-10,AMSTERDAM,SIT,2012-07-10 10:00:00,2012-07-10 17:00:00,SITKA,AT SEA
2012-07-11,AMSTERDAM,AS,2012-07-11 06:00:00,2012-07-11 22:00:00,AT SEA,VICTORIA
2012-07-12,AMSTERDAM,VIC,2012-07-12 12:00:00,2012-07-12 23:00:00,VICTORIA,SEATTLE
2012-07-13,AMSTERDAM,SEA,2012-07-13 07:00:00,2012-07-13 16:00:00,SEATTLE,AT SEA
