date,boatName,portCode,ts_in,ts_out,portName,nextPort
2022-07-07,AMERICAN CONSTELLA,AS,2022-07-07 06:00:00,2022-07-07 22:00:00,AT SEA,PETERSBURG
2022-07-08,AMERICAN CONSTELLA,PTB,2022-07-08 08:00:00,unknown,PETERSBURG,PETERSBURG
2022-07-09,AMERICAN CONSTELLA,PTB,unknown,2022-07-09 02:00:00,PETERSBURG,AT SEA
2022-07-10,AMERICAN CONSTELLA,AS,2022-07-10 06:00:00,2022-07-10 22:00:00,AT SEA,AT SEA
2022-07-11,AMERICAN CONSTELLA,AS,2022-07-11 06:00:00,2022-07-11 22:00:00,AT SEA,AT SEA
2022-07-12,AMERICAN CONSTELLA,AS,2022-07-12 06:00:00,2022-07-12 22:00:00,AT SEA,AT SEA
2022-07-13,AMERICAN CONSTELLA,AS,2022-07-13 06:00:00,2022-07-13 22:00:00,AT SEA,AT SEA
2022-07-14,AMERICAN CONSTELLA,AS,2022-07-14 06:00:00,2022-07-14 22:00:00,AT SEA,AT SEA
2022-07-15,AMERICAN CONSTELLA,AS,2022-07-15 06:00:00,2022-07-15 22:00:00,AT SEA,AT SEA
2022-07-16,AMERICAN CONSTELLA,AS,2022-07-16 06:00:00,2022-07-16 22:00:00,AT SEA,AT SEA
2022-07-17,AMERICAN CONSTELLA,AS,2022-07-17 06:00:00,2022-07-17 22:00:00,AT SEA,PETERSBURG
2022-07-18,AMERICAN CONSTELLA,PTB,2022-07-18 08:00:00,unknown,PETERSBURG,PETERSBURG
2022-07-19,AMERICAN CONSTELLA,PTB,unknown,2022-07-19 02:00:00,PETERSBURG,AT SEA
2022-07-20,AMERICAN CONSTELLA,AS,2022-07-20 06:00:00,2022-07-20 22:00:00,AT SEA,AT SEA
2022-07-21,AMERICAN CONSTELLA,AS,2022-07-21 06:00:00,2022-07-21 22:00:00,AT SEA,AT SEA
2022-07-22,AMERICAN CONSTELLA,AS,2022-07-22 06:00:00,2022-07-22 22:00:00,AT SEA,AT SEA
2022-07-23,AMERICAN CONSTELLA,AS,2022-07-23 06:00:00,2022-07-23 22:00:00,AT SEA,SKAGWAY
2022-07-24,AMERICAN CONSTELLA,SKG,2022-07-24 06:00:00,unknown,SKAGWAY,SKAGWAY
2022-07-25,AMERICAN CONSTELLA,SKG,unknown,2022-07-25 05:00:00,SKAGWAY,AT SEA
2022-07-26,AMERICAN CONSTELLA,AS,2022-07-26 06:00:00,2022-07-26 22:00:00,AT SEA,AT SEA
2022-07-27,AMERICAN CONSTELLA,AS,2022-07-27 06:00:00,2022-07-27 22:00:00,AT SEA,PETERSBURG
2022-07-28,AMERICAN CONSTELLA,PTB,2022-07-28 08:00:00,unknown,PETERSBURG,PETERSBURG
2022-07-29,AMERICAN CONSTELLA,PTB,unknown,2022-07-29 02:00:00,PETERSBURG,AT SEA
2022-07-30,AMERICAN CONSTELLA,AS,2022-07-30 06:00:00,2022-07-30 22:00:00,AT SEA,AT SEA
2022-07-31,AMERICAN CONSTELLA,AS,2022-07-31 06:00:00,2022-07-31 22:00:00,AT SEA,AT SEA
2022-08-01,AMERICAN CONSTELLA,AS,2022-08-01 06:00:00,2022-08-01 22:00:00,AT SEA,AT SEA
2022-08-02,AMERICAN CONSTELLA,AS,2022-08-02 06:00:00,2022-08-02 22:00:00,AT SEA,AT SEA
2022-08-03,AMERICAN CONSTELLA,AS,2022-08-03 06:00:00,2022-08-03 22:00:00,AT SEA,AT SEA
2022-08-04,AMERICAN CONSTELLA,AS,2022-08-04 06:00:00,2022-08-04 22:00:00,AT SEA,AT SEA
2022-08-05,AMERICAN CONSTELLA,AS,2022-08-05 06:00:00,2022-08-05 22:00:00,AT SEA,AT SEA
2022-08-06,AMERICAN CONSTELLA,AS,2022-08-06 06:00:00,2022-08-06 22:00:00,AT SEA,PETERSBURG
2022-08-07,AMERICAN CONSTELLA,PTB,2022-08-07 08:00:00,unknown,PETERSBURG,PETERSBURG
2022-08-08,AMERICAN CONSTELLA,PTB,unknown,2022-08-08 02:00:00,PETERSBURG,AT SEA
2022-08-09,AMERICAN CONSTELLA,AS,2022-08-09 06:00:00,2022-08-09 22:00:00,AT SEA,AT SEA
2022-08-10,AMERICAN CONSTELLA,AS,2022-08-10 06:00:00,2022-08-10 22:00:00,AT SEA,AT SEA
2022-08-11,AMERICAN CONSTELLA,AS,2022-08-11 06:00:00,2022-08-11 22:00:00,AT SEA,AT SEA
2022-08-12,AMERICAN CONSTELLA,AS,2022-08-12 06:00:00,2022-08-12 22:00:00,AT SEA,AT SEA
2022-08-13,AMERICAN CONSTELLA,AS,2022-08-13 06:00:00,2022-08-13 22:00:00,AT SEA,PETERSBURG
2022-08-14,AMERICAN CONSTELLA,PTB,2022-08-14 08:00:00,unknown,PETERSBURG,PETERSBURG
2022-08-15,AMERICAN CONSTELLA,PTB,unknown,2022-08-15 02:00:00,PETERSBURG,AT SEA
2022-08-16,AMERICAN CONSTELLA,AS,2022-08-16 06:00:00,2022-08-16 22:00:00,AT SEA,AT SEA
2022-08-17,AMERICAN CONSTELLA,AS,2022-08-17 06:00:00,2022-08-17 22:00:00,AT SEA,AT SEA
2022-08-18,AMERICAN CONSTELLA,AS,2022-08-18 06:00:00,2022-08-18 22:00:00,AT SEA,AT SEA
2022-08-19,AMERICAN CONSTELLA,AS,2022-08-19 06:00:00,2022-08-19 22:00:00,AT SEA,AT SEA
2022-08-20,AMERICAN CONSTELLA,AS,2022-08-20 06:00:00,2022-08-20 22:00:00,AT SEA,PETERSBURG
2022-08-21,AMERICAN CONSTELLA,PTB,2022-08-21 08:00:00,unknown,PETERSBURG,PETERSBURG
2022-08-22,AMERICAN CONSTELLA,PTB,unknown,2022-08-22 02:00:00,PETERSBURG,AT SEA
2022-08-23,AMERICAN CONSTELLA,AS,2022-08-23 06:00:00,2022-08-23 22:00:00,AT SEA,AT SEA
2022-08-24,AMERICAN CONSTELLA,AS,2022-08-24 06:00:00,2022-08-24 22:00:00,AT SEA,AT SEA
2022-08-25,AMERICAN CONSTELLA,AS,2022-08-25 06:00:00,2022-08-25 22:00:00,AT SEA,AT SEA
2022-08-26,AMERICAN CONSTELLA,AS,2022-08-26 06:00:00,2022-08-26 22:00:00,AT SEA,AT SEA
2022-08-27,AMERICAN CONSTELLA,AS,2022-08-27 06:00:00,2022-08-27 22:00:00,AT SEA,PETERSBURG
2022-08-28,AMERICAN CONSTELLA,PTB,2022-08-28 08:00:00,unknown,PETERSBURG,PETERSBURG
2022-08-29,AMERICAN CONSTELLA,PTB,unknown,2022-08-29 02:00:00,PETERSBURG,AT SEA
2022-08-30,AMERICAN CONSTELLA,AS,2022-08-30 06:00:00,2022-08-30 22:00:00,AT SEA,AT SEA
2022-08-31,AMERICAN CONSTELLA,AS,2022-08-31 06:00:00,2022-08-31 22:00:00,AT SEA,AT SEA
2022-09-01,AMERICAN CONSTELLA,AS,2022-09-01 06:00:00,2022-09-01 22:00:00,AT SEA,AT SEA
2022-09-02,AMERICAN CONSTELLA,AS,2022-09-02 06:00:00,2022-09-02 22:00:00,AT SEA,AT SEA
2022-09-03,AMERICAN CONSTELLA,AS,2022-09-03 06:00:00,2022-09-03 22:00:00,AT SEA,PETERSBURG
2022-09-04,AMERICAN CONSTELLA,PTB,2022-09-04 07:00:00,unknown,PETERSBURG,PETERSBURG
2022-09-05,AMERICAN CONSTELLA,PTB,unknown,2022-09-05 04:00:00,PETERSBURG,
2022-05-27,AMUNDSEN,WHBROALD,2022-05-27 07:00:00,2022-05-27 15:00:00,Unknown,AT SEA
2022-05-28,AMUNDSEN,AS,2022-05-28 06:00:00,2022-05-28 22:00:00,AT SEA,AT SEA
2022-05-29,AMUNDSEN,AS,2022-05-29 06:00:00,2022-05-29 22:00:00,AT SEA,AT SEA
2022-05-30,AMUNDSEN,AS,2022-05-30 06:00:00,2022-05-30 22:00:00,AT SEA,AT SEA
2022-05-31,AMUNDSEN,AS,2022-05-31 06:00:00,2022-05-31 22:00:00,AT SEA,AT SEA
2022-06-01,AMUNDSEN,AS,2022-06-01 06:00:00,2022-06-01 22:00:00,AT SEA,AT SEA
2022-06-02,AMUNDSEN,AS,2022-06-02 06:00:00,2022-06-02 22:00:00,AT SEA,AT SEA
2022-06-03,AMUNDSEN,AS,2022-06-03 06:00:00,2022-06-03 22:00:00,AT SEA,Unknown
2022-06-04,AMUNDSEN,WHBROALD,2022-06-04 14:30:00,2022-06-04 22:00:00,Unknown,AT SEA
2022-06-05,AMUNDSEN,AS,2022-06-05 06:00:00,2022-06-05 22:00:00,AT SEA,AT SEA
2022-06-06,AMUNDSEN,AS,2022-06-06 06:00:00,2022-06-06 22:00:00,AT SEA,AT SEA
2022-06-07,AMUNDSEN,AS,2022-06-07 06:00:00,2022-06-07 22:00:00,AT SEA,AT SEA
2022-06-08,AMUNDSEN,AS,2022-06-08 06:00:00,2022-06-08 22:00:00,AT SEA,AT SEA
2022-06-09,AMUNDSEN,AS,2022-06-09 06:00:00,2022-06-09 22:00:00,AT SEA,AT SEA
2022-06-10,AMUNDSEN,AS,2022-06-10 06:00:00,2022-06-10 22:00:00,AT SEA,AT SEA
2022-06-11,AMUNDSEN,AS,2022-06-11 06:00:00,2022-06-11 22:00:00,AT SEA,AT SEA
2022-06-12,AMUNDSEN,AS,2022-06-12 06:00:00,2022-06-12 22:00:00,AT SEA,AT SEA
2022-06-13,AMUNDSEN,AS,2022-06-13 06:00:00,2022-06-13 22:00:00,AT SEA,AT SEA
2022-06-14,AMUNDSEN,AS,2022-06-14 06:00:00,2022-06-14 22:00:00,AT SEA,AT SEA
2022-06-15,AMUNDSEN,AS,2022-06-15 06:00:00,2022-06-15 22:00:00,AT SEA,AT SEA
2022-06-16,AMUNDSEN,AS,2022-06-16 06:00:00,2022-06-16 22:00:00,AT SEA,AT SEA
2022-06-17,AMUNDSEN,AS,2022-06-17 06:00:00,2022-06-17 22:00:00,AT SEA,AT SEA
2022-06-18,AMUNDSEN,AS,2022-06-18 06:00:00,2022-06-18 22:00:00,AT SEA,AT SEA
2022-06-19,AMUNDSEN,AS,2022-06-19 06:00:00,2022-06-19 22:00:00,AT SEA,Unknown
2022-06-20,AMUNDSEN,WHBROALD,2022-06-20 07:00:00,2022-06-20 15:00:00,Unknown,AT SEA
2022-06-21,AMUNDSEN,AS,2022-06-21 06:00:00,2022-06-21 22:00:00,AT SEA,AT SEA
2022-06-22,AMUNDSEN,AS,2022-06-22 06:00:00,2022-06-22 22:00:00,AT SEA,AT SEA
2022-06-23,AMUNDSEN,AS,2022-06-23 06:00:00,2022-06-23 22:00:00,AT SEA,AT SEA
2022-06-24,AMUNDSEN,AS,2022-06-24 06:00:00,2022-06-24 22:00:00,AT SEA,AT SEA
2022-06-25,AMUNDSEN,AS,2022-06-25 06:00:00,2022-06-25 22:00:00,AT SEA,AT SEA
2022-06-26,AMUNDSEN,AS,2022-06-26 06:00:00,2022-06-26 22:00:00,AT SEA,AT SEA
2022-06-27,AMUNDSEN,AS,2022-06-27 06:00:00,2022-06-27 22:00:00,AT SEA,Unknown
2022-06-28,AMUNDSEN,WHBROALD,2022-06-28 14:30:00,2022-06-28 22:00:00,Unknown,
2022-05-02,CARNIVAL MIRACLE,SFO,2022-05-02 07:00:00,2022-05-02 16:00:00,SAN FRANCISCO,AT SEA
2022-05-03,CARNIVAL MIRACLE,AS,2022-05-03 06:00:00,2022-05-03 22:00:00,AT SEA,AT SEA
2022-05-04,CARNIVAL MIRACLE,AS,2022-05-04 06:00:00,2022-05-04 22:00:00,AT SEA,ICY STRAIT POINT
2022-05-05,CARNIVAL MIRACLE,ISP,2022-05-05 14:00:00,2022-05-05 23:00:00,ICY STRAIT POINT,SKAGWAY
2022-05-06,CARNIVAL MIRACLE,SKG,2022-05-06 07:00:00,2022-05-06 21:00:00,SKAGWAY,JUNEAU
2022-05-07,CARNIVAL MIRACLE,JNU,2022-05-07 07:00:00,2022-05-07 21:00:00,JUNEAU,TRACY ARM
2022-05-08,CARNIVAL MIRACLE,TA,2022-05-08 07:00:00,2022-05-08 13:30:00,TRACY ARM,AT SEA
2022-05-09,CARNIVAL MIRACLE,AS,2022-05-09 06:00:00,2022-05-09 22:00:00,AT SEA,VICTORIA
2022-05-10,CARNIVAL MIRACLE,VIC,2022-05-10 08:00:00,2022-05-10 13:00:00,VICTORIA,AT SEA
2022-05-11,CARNIVAL MIRACLE,AS,2022-05-11 06:00:00,2022-05-11 22:00:00,AT SEA,SAN FRANCISCO
2022-05-12,CARNIVAL MIRACLE,SFO,2022-05-12 07:00:00,2022-05-12 16:00:00,SAN FRANCISCO,AT SEA
2022-05-13,CARNIVAL MIRACLE,AS,2022-05-13 06:00:00,2022-05-13 22:00:00,AT SEA,AT SEA
2022-05-14,CARNIVAL MIRACLE,AS,2022-05-14 06:00:00,2022-05-14 22:00:00,AT SEA,AT SEA
2022-05-15,CARNIVAL MIRACLE,AS,2022-05-15 06:00:00,2022-05-15 22:00:00,AT SEA,SAN FRANCISCO
2022-05-16,CARNIVAL MIRACLE,SFO,2022-05-16 07:00:00,2022-05-16 16:00:00,SAN FRANCISCO,AT SEA
2022-05-17,CARNIVAL MIRACLE,AS,2022-05-17 06:00:00,2022-05-17 22:00:00,AT SEA,AT SEA
2022-05-18,CARNIVAL MIRACLE,AS,2022-05-18 06:00:00,2022-05-18 22:00:00,AT SEA,ICY STRAIT POINT
2022-05-19,CARNIVAL MIRACLE,ISP,2022-05-19 14:00:00,2022-05-19 23:00:00,ICY STRAIT POINT,SKAGWAY
2022-05-20,CARNIVAL MIRACLE,SKG,2022-05-20 07:00:00,2022-05-20 21:00:00,SKAGWAY,JUNEAU
2022-05-21,CARNIVAL MIRACLE,JNU,2022-05-21 07:00:00,2022-05-21 21:00:00,JUNEAU,TRACY ARM
2022-05-22,CARNIVAL MIRACLE,TA,2022-05-22 07:00:00,2022-05-22 13:30:00,TRACY ARM,AT SEA
2022-05-23,CARNIVAL MIRACLE,AS,2022-05-23 06:00:00,2022-05-23 22:00:00,AT SEA,VICTORIA
2022-05-24,CARNIVAL MIRACLE,VIC,2022-05-24 08:00:00,2022-05-24 13:00:00,VICTORIA,AT SEA
2022-05-25,CARNIVAL MIRACLE,AS,2022-05-25 06:00:00,2022-05-25 22:00:00,AT SEA,SAN FRANCISCO
2022-05-26,CARNIVAL MIRACLE,SFO,2022-05-26 07:00:00,2022-05-26 16:00:00,SAN FRANCISCO,AT SEA
2022-05-27,CARNIVAL MIRACLE,AS,2022-05-27 06:00:00,2022-05-27 22:00:00,AT SEA,AT SEA
2022-05-28,CARNIVAL MIRACLE,AS,2022-05-28 06:00:00,2022-05-28 22:00:00,AT SEA,AT SEA
2022-05-29,CARNIVAL MIRACLE,AS,2022-05-29 06:00:00,2022-05-29 22:00:00,AT SEA,AT SEA
2022-05-30,CARNIVAL MIRACLE,AS,2022-05-30 06:00:00,2022-05-30 22:00:00,AT SEA,SAN FRANCISCO
2022-05-31,CARNIVAL MIRACLE,SFO,2022-05-31 07:00:00,2022-05-31 16:00:00,SAN FRANCISCO,AT SEA
2022-06-01,CARNIVAL MIRACLE,AS,2022-06-01 06:00:00,2022-06-01 22:00:00,AT SEA,AT SEA
2022-06-02,CARNIVAL MIRACLE,AS,2022-06-02 06:00:00,2022-06-02 22:00:00,AT SEA,TRACY ARM
2022-06-03,CARNIVAL MIRACLE,TA,2022-06-03 13:00:00,2022-06-03 19:00:00,TRACY ARM,SKAGWAY
2022-06-04,CARNIVAL MIRACLE,SKG,2022-06-04 08:00:00,2022-06-04 20:00:00,SKAGWAY,JUNEAU
2022-06-05,CARNIVAL MIRACLE,JNU,2022-06-05 07:00:00,2022-06-05 21:00:00,JUNEAU,KETCHIKAN
2022-06-06,CARNIVAL MIRACLE,KTN,2022-06-06 12:00:00,2022-06-06 20:00:00,KETCHIKAN,AT SEA
2022-06-07,CARNIVAL MIRACLE,AS,2022-06-07 06:00:00,2022-06-07 22:00:00,AT SEA,VICTORIA
2022-06-08,CARNIVAL MIRACLE,VIC,2022-06-08 08:00:00,2022-06-08 13:00:00,VICTORIA,AT SEA
2022-06-09,CARNIVAL MIRACLE,AS,2022-06-09 06:00:00,2022-06-09 22:00:00,AT SEA,SAN FRANCISCO
2022-06-10,CARNIVAL MIRACLE,SFO,2022-06-10 07:00:00,2022-06-10 16:00:00,SAN FRANCISCO,AT SEA
2022-06-11,CARNIVAL MIRACLE,AS,2022-06-11 06:00:00,2022-06-11 22:00:00,AT SEA,AT SEA
2022-06-12,CARNIVAL MIRACLE,AS,2022-06-12 06:00:00,2022-06-12 22:00:00,AT SEA,SITKA
2022-06-13,CARNIVAL MIRACLE,SIT,2022-06-13 10:00:00,2022-06-13 18:00:00,SITKA,JUNEAU
2022-06-14,CARNIVAL MIRACLE,JNU,2022-06-14 08:30:00,2022-06-14 20:30:00,JUNEAU,TRACY ARM
2022-06-15,CARNIVAL MIRACLE,TA,2022-06-15 07:00:00,2022-06-15 13:30:00,TRACY ARM,KETCHIKAN
2022-06-16,CARNIVAL MIRACLE,KTN,2022-06-16 07:00:00,2022-06-16 18:00:00,KETCHIKAN,AT SEA
2022-06-17,CARNIVAL MIRACLE,AS,2022-06-17 06:00:00,2022-06-17 22:00:00,AT SEA,VICTORIA
2022-06-18,CARNIVAL MIRACLE,VIC,2022-06-18 08:00:00,2022-06-18 13:00:00,VICTORIA,AT SEA
2022-06-19,CARNIVAL MIRACLE,AS,2022-06-19 06:00:00,2022-06-19 22:00:00,AT SEA,SAN FRANCISCO
2022-06-20,CARNIVAL MIRACLE,SFO,2022-06-20 07:00:00,2022-06-20 16:00:00,SAN FRANCISCO,AT SEA
2022-06-21,CARNIVAL MIRACLE,AS,2022-06-21 06:00:00,2022-06-21 22:00:00,AT SEA,AT SEA
2022-06-22,CARNIVAL MIRACLE,AS,2022-06-22 06:00:00,2022-06-22 22:00:00,AT SEA,JUNEAU
2022-06-23,CARNIVAL MIRACLE,JNU,2022-06-23 14:00:00,2022-06-23 23:00:00,JUNEAU,SKAGWAY
2022-06-24,CARNIVAL MIRACLE,SKG,2022-06-24 07:00:00,2022-06-24 21:00:00,SKAGWAY,ICY STRAIT POINT
2022-06-25,CARNIVAL MIRACLE,ISP,2022-06-25 07:00:00,2022-06-25 21:00:00,ICY STRAIT POINT,TRACY ARM
2022-06-26,CARNIVAL MIRACLE,TA,2022-06-26 07:00:00,2022-06-26 13:30:00,TRACY ARM,AT SEA
2022-06-27,CARNIVAL MIRACLE,AS,2022-06-27 06:00:00,2022-06-27 22:00:00,AT SEA,VICTORIA
2022-06-28,CARNIVAL MIRACLE,VIC,2022-06-28 08:00:00,2022-06-28 13:00:00,VICTORIA,AT SEA
2022-06-29,CARNIVAL MIRACLE,AS,2022-06-29 06:00:00,2022-06-29 22:00:00,AT SEA,SAN FRANCISCO
2022-06-30,CARNIVAL MIRACLE,SFO,2022-06-30 07:00:00,2022-06-30 16:00:00,SAN FRANCISCO,AT SEA
2022-07-01,CARNIVAL MIRACLE,AS,2022-07-01 06:00:00,2022-07-01 22:00:00,AT SEA,AT SEA
2022-07-02,CARNIVAL MIRACLE,AS,2022-07-02 06:00:00,2022-07-02 22:00:00,AT SEA,AT SEA
2022-07-03,CARNIVAL MIRACLE,AS,2022-07-03 06:00:00,2022-07-03 22:00:00,AT SEA,AT SEA
2022-07-04,CARNIVAL MIRACLE,AS,2022-07-04 06:00:00,2022-07-04 22:00:00,AT SEA,SAN FRANCISCO
2022-07-05,CARNIVAL MIRACLE,SFO,2022-07-05 07:00:00,2022-07-05 16:00:00,SAN FRANCISCO,AT SEA
2022-07-06,CARNIVAL MIRACLE,AS,2022-07-06 06:00:00,2022-07-06 22:00:00,AT SEA,AT SEA
2022-07-07,CARNIVAL MIRACLE,AS,2022-07-07 06:00:00,2022-07-07 22:00:00,AT SEA,JUNEAU
2022-07-08,CARNIVAL MIRACLE,JNU,2022-07-08 14:00:00,2022-07-08 23:00:00,JUNEAU,SKAGWAY
2022-07-09,CARNIVAL MIRACLE,SKG,2022-07-09 07:00:00,2022-07-09 20:30:00,SKAGWAY,ICY STRAIT POINT
2022-07-10,CARNIVAL MIRACLE,ISP,2022-07-10 07:00:00,2022-07-10 21:00:00,ICY STRAIT POINT,TRACY ARM
2022-07-11,CARNIVAL MIRACLE,TA,2022-07-11 07:00:00,2022-07-11 13:30:00,TRACY ARM,AT SEA
2022-07-12,CARNIVAL MIRACLE,AS,2022-07-12 06:00:00,2022-07-12 22:00:00,AT SEA,VICTORIA
2022-07-13,CARNIVAL MIRACLE,VIC,2022-07-13 08:00:00,2022-07-13 13:00:00,VICTORIA,AT SEA
2022-07-14,CARNIVAL MIRACLE,AS,2022-07-14 06:00:00,2022-07-14 22:00:00,AT SEA,SAN FRANCISCO
2022-07-15,CARNIVAL MIRACLE,SFO,2022-07-15 07:00:00,2022-07-15 16:00:00,SAN FRANCISCO,AT SEA
2022-07-16,CARNIVAL MIRACLE,AS,2022-07-16 06:00:00,2022-07-16 22:00:00,AT SEA,AT SEA
2022-07-17,CARNIVAL MIRACLE,AS,2022-07-17 06:00:00,2022-07-17 22:00:00,AT SEA,ICY STRAIT POINT
2022-07-18,CARNIVAL MIRACLE,ISP,2022-07-18 14:00:00,2022-07-18 22:00:00,ICY STRAIT POINT,JUNEAU
2022-07-19,CARNIVAL MIRACLE,JNU,2022-07-19 07:30:00,2022-07-19 20:30:00,JUNEAU,TRACY ARM
2022-07-20,CARNIVAL MIRACLE,TA,2022-07-20 07:00:00,2022-07-20 13:30:00,TRACY ARM,KETCHIKAN
2022-07-21,CARNIVAL MIRACLE,KTN,2022-07-21 07:00:00,2022-07-21 18:00:00,KETCHIKAN,AT SEA
2022-07-22,CARNIVAL MIRACLE,AS,2022-07-22 06:00:00,2022-07-22 22:00:00,AT SEA,VICTORIA
2022-07-23,CARNIVAL MIRACLE,VIC,2022-07-23 08:00:00,2022-07-23 13:00:00,VICTORIA,AT SEA
2022-07-24,CARNIVAL MIRACLE,AS,2022-07-24 06:00:00,2022-07-24 22:00:00,AT SEA,SAN FRANCISCO
2022-07-25,CARNIVAL MIRACLE,SFO,2022-07-25 07:00:00,2022-07-25 16:00:00,SAN FRANCISCO,AT SEA
2022-07-26,CARNIVAL MIRACLE,AS,2022-07-26 06:00:00,2022-07-26 22:00:00,AT SEA,AT SEA
2022-07-27,CARNIVAL MIRACLE,AS,2022-07-27 06:00:00,2022-07-27 22:00:00,AT SEA,ICY STRAIT POINT
2022-07-28,CARNIVAL MIRACLE,ISP,2022-07-28 14:00:00,2022-07-28 23:00:00,ICY STRAIT POINT,JUNEAU
2022-07-29,CARNIVAL MIRACLE,JNU,2022-07-29 07:00:00,2022-07-29 21:00:00,JUNEAU,SKAGWAY
2022-07-30,CARNIVAL MIRACLE,SKG,2022-07-30 07:00:00,2022-07-30 19:00:00,SKAGWAY,TRACY ARM
2022-07-31,CARNIVAL MIRACLE,TA,2022-07-31 07:00:00,2022-07-31 13:30:00,TRACY ARM,AT SEA
2022-08-01,CARNIVAL MIRACLE,AS,2022-08-01 06:00:00,2022-08-01 22:00:00,AT SEA,VICTORIA
2022-08-02,CARNIVAL MIRACLE,VIC,2022-08-02 08:00:00,2022-08-02 13:00:00,VICTORIA,AT SEA
2022-08-03,CARNIVAL MIRACLE,AS,2022-08-03 06:00:00,2022-08-03 22:00:00,AT SEA,SAN FRANCISCO
2022-08-04,CARNIVAL MIRACLE,SFO,2022-08-04 07:00:00,2022-08-04 16:00:00,SAN FRANCISCO,AT SEA
2022-08-05,CARNIVAL MIRACLE,AS,2022-08-05 06:00:00,2022-08-05 22:00:00,AT SEA,AT SEA
2022-08-06,CARNIVAL MIRACLE,AS,2022-08-06 06:00:00,2022-08-06 22:00:00,AT SEA,AT SEA
2022-08-07,CARNIVAL MIRACLE,AS,2022-08-07 06:00:00,2022-08-07 22:00:00,AT SEA,SAN FRANCISCO
