date,boatName,portCode,ts_in,ts_out,portName,nextPort
2013-05-24,AMSTERDAM,VAN,2013-05-24 07:00:00,2013-05-24 16:00:00,VANCOUVER,AT SEA
2013-05-25,AMSTERDAM,AS,2013-05-25 06:00:00,2013-05-25 22:00:00,AT SEA,GLACIER BAY
2013-05-26,AMSTERDAM,GB,2013-05-26 11:30:00,2013-05-26 20:00:00,GLACIER BAY,SKAGWAY
2013-05-27,AMSTERDAM,SKG,2013-05-27 07:00:00,2013-05-27 21:00:00,SKAGWAY,JUNEAU
2013-05-28,AMSTERDAM,JNU,2013-05-28 08:00:00,2013-05-28 18:00:00,JUNEAU,KETCHIKAN
2013-05-29,AMSTERDAM,KTN,2013-05-29 12:00:00,2013-05-29 20:00:00,KETCHIKAN,AT SEA
2013-05-30,AMSTERDAM,AS,2013-05-30 06:00:00,2013-05-30 22:00:00,AT SEA,VANCOUVER
2013-05-31,AMSTERDAM,VAN,2013-05-31 07:00:00,2013-05-31 16:00:00,VANCOUVER,AT SEA
2013-06-01,AMSTERDAM,AS,2013-06-01 06:00:00,2013-06-01 22:00:00,AT SEA,GLACIER BAY
2013-06-02,AMSTERDAM,GB,2013-06-02 11:30:00,2013-06-02 20:00:00,GLACIER BAY,SKAGWAY
2013-06-03,AMSTERDAM,SKG,2013-06-03 07:00:00,2013-06-03 21:00:00,SKAGWAY,JUNEAU
2013-06-04,AMSTERDAM,JNU,2013-06-04 08:00:00,2013-06-04 18:00:00,JUNEAU,KETCHIKAN
2013-06-05,AMSTERDAM,KTN,2013-06-05 12:00:00,2013-06-05 20:00:00,KETCHIKAN,AT SEA
2013-06-06,AMSTERDAM,AS,2013-06-06 06:00:00,2013-06-06 22:00:00,AT SEA,VANCOUVER
2013-06-07,AMSTERDAM,VAN,2013-06-07 07:00:00,2013-06-07 16:00:00,VANCOUVER,AT SEA
2013-06-08,AMSTERDAM,AS,2013-06-08 06:00:00,2013-06-08 22:00:00,AT SEA,GLACIER BAY
2013-06-09,AMSTERDAM,GB,2013-06-09 11:30:00,2013-06-09 20:00:00,GLACIER BAY,SKAGWAY
2013-06-10,AMSTERDAM,SKG,2013-06-10 07:00:00,2013-06-10 21:00:00,SKAGWAY,JUNEAU
2013-06-11,AMSTERDAM,JNU,2013-06-11 08:00:00,2013-06-11 18:00:00,JUNEAU,KETCHIKAN
2013-06-12,AMSTERDAM,KTN,2013-06-12 12:00:00,2013-06-12 20:00:00,KETCHIKAN,AT SEA
2013-06-13,AMSTERDAM,AS,2013-06-13 06:00:00,2013-06-13 22:00:00,AT SEA,VANCOUVER
2013-06-14,AMSTERDAM,VAN,2013-06-14 07:00:00,2013-06-14 16:00:00,VANCOUVER,AT SEA
2013-06-15,AMSTERDAM,AS,2013-06-15 06:00:00,2013-06-15 22:00:00,AT SEA,GLACIER BAY
2013-06-16,AMSTERDAM,GB,2013-06-16 11:30:00,2013-06-16 20:00:00,GLACIER BAY,SKAGWAY
2013-06-17,AMSTERDAM,SKG,2013-06-17 07:00:00,2013-06-17 21:00:00,SKAGWAY,JUNEAU
2013-06-18,AMSTERDAM,JNU,2013-06-18 08:00:00,2013-06-18 18:00:00,JUNEAU,KETCHIKAN
2013-06-19,AMSTERDAM,KTN,2013-06-19 12:00:00,2013-06-19 20:00:00,KETCHIKAN,AT SEA
2013-06-20,AMSTERDAM,AS,2013-06-20 06:00:00,2013-06-20 22:00:00,AT SEA,VANCOUVER
2013-06-21,AMSTERDAM,VAN,2013-06-21 07:00:00,2013-06-21 16:00:00,VANCOUVER,AT SEA
2013-06-22,AMSTERDAM,AS,2013-06-22 06:00:00,2013-06-22 22:00:00,AT SEA,GLACIER BAY
2013-06-23,AMSTERDAM,GB,2013-06-23 11:30:00,2013-06-23 20:00:00,GLACIER BAY,SKAGWAY
2013-06-24,AMSTERDAM,SKG,2013-06-24 07:00:00,2013-06-24 21:00:00,SKAGWAY,JUNEAU
2013-06-25,AMSTERDAM,JNU,2013-06-25 08:00:00,2013-06-25 18:00:00,JUNEAU,KETCHIKAN
2013-06-26,AMSTERDAM,KTN,2013-06-26 12:00:00,2013-06-26 20:00:00,KETCHIKAN,AT SEA
2013-06-27,AMSTERDAM,AS,2013-06-27 06:00:00,2013-06-27 22:00:00,AT SEA,VANCOUVER
2013-06-28,AMSTERDAM,VAN,2013-06-28 07:00:00,2013-06-28 16:00:00,VANCOUVER,AT SEA
2013-06-29,AMSTERDAM,AS,2013-06-29 06:00:00,2013-06-29 22:00:00,AT SEA,GLACIER BAY
2013-06-30,AMSTERDAM,GB,2013-06-30 11:30:00,2013-06-30 20:00:00,GLACIER BAY,SKAGWAY
2013-07-01,AMSTERDAM,SKG,2013-07-01 07:00:00,2013-07-01 21:00:00,SKAGWAY,JUNEAU
2013-07-02,AMSTERDAM,JNU,2013-07-02 08:00:00,2013-07-02 18:00:00,JUNEAU,KETCHIKAN
2013-07-03,AMSTERDAM,KTN,2013-07-03 12:00:00,2013-07-03 20:00:00,KETCHIKAN,AT SEA
2013-07-04,AMSTERDAM,AS,2013-07-04 06:00:00,2013-07-04 22:00:00,AT SEA,VANCOUVER
2013-07-05,AMSTERDAM,VAN,2013-07-05 07:00:00,2013-07-05 16:00:00,VANCOUVER,AT SEA
2013-07-06,AMSTERDAM,AS,2013-07-06 06:00:00,2013-07-06 22:00:00,AT SEA,JUNEAU
2013-07-07,AMSTERDAM,JNU,2013-07-07 13:00:00,2013-07-07 22:30:00,JUNEAU,SKAGWAY
2013-07-08,AMSTERDAM,SKG,2013-07-08 07:00:00,2013-07-08 21:00:00,SKAGWAY,TRACY ARM
2013-07-09,AMSTERDAM,TA,2013-07-09 08:00:00,2013-07-09 16:00:00,TRACY ARM,KETCHIKAN
2013-07-10,AMSTERDAM,KTN,2013-07-10 10:00:00,2013-07-10 18:00:00,KETCHIKAN,AT SEA
2013-07-11,AMSTERDAM,AS,2013-07-11 06:00:00,2013-07-11 22:00:00,AT SEA,VANCOUVER
2013-07-12,AMSTERDAM,VAN,2013-07-12 07:00:00,2013-07-12 16:00:00,VANCOUVER,AT SEA
2013-07-13,AMSTERDAM,AS,2013-07-13 06:00:00,2013-07-13 22:00:00,AT SEA,JUNEAU
2013-07-14,AMSTERDAM,JNU,2013-07-14 13:00:00,2013-07-14 22:30:00,JUNEAU,SKAGWAY
2013-07-15,AMSTERDAM,SKG,2013-07-15 07:00:00,2013-07-15 21:00:00,SKAGWAY,ENDICOTT ARM
2013-07-16,AMSTERDAM,END,2013-07-16 08:00:00,2013-07-16 16:00:00,ENDICOTT ARM,KETCHIKAN
2013-07-17,AMSTERDAM,KTN,2013-07-17 10:00:00,2013-07-17 18:00:00,KETCHIKAN,AT SEA
2013-07-18,AMSTERDAM,AS,2013-07-18 06:00:00,2013-07-18 22:00:00,AT SEA,VANCOUVER
2013-07-19,AMSTERDAM,VAN,2013-07-19 07:00:00,2013-07-19 16:00:00,VANCOUVER,AT SEA
2013-07-20,AMSTERDAM,AS,2013-07-20 06:00:00,2013-07-20 22:00:00,AT SEA,JUNEAU
2013-07-21,AMSTERDAM,JNU,2013-07-21 13:00:00,2013-07-21 22:30:00,JUNEAU,SKAGWAY
2013-07-22,AMSTERDAM,SKG,2013-07-22 07:00:00,2013-07-22 21:00:00,SKAGWAY,TRACY ARM
2013-07-23,AMSTERDAM,TA,2013-07-23 08:00:00,2013-07-23 16:00:00,TRACY ARM,KETCHIKAN
2013-07-24,AMSTERDAM,KTN,2013-07-24 10:00:00,2013-07-24 18:00:00,KETCHIKAN,AT SEA
2013-07-25,AMSTERDAM,AS,2013-07-25 06:00:00,2013-07-25 22:00:00,AT SEA,VANCOUVER
2013-07-26,AMSTERDAM,VAN,2013-07-26 07:00:00,2013-07-26 16:00:00,VANCOUVER,AT SEA
2013-07-27,AMSTERDAM,AS,2013-07-27 06:00:00,2013-07-27 22:00:00,AT SEA,JUNEAU
2013-07-28,AMSTERDAM,JNU,2013-07-28 13:00:00,2013-07-28 22:30:00,JUNEAU,SKAGWAY
