date,boatName,portCode,ts_in,ts_out,portName,nextPort
2018-06-21,AMERICAN CONSTELLA,SKG,2018-06-21 02:00:00,2018-06-21 20:00:00,SKAGWAY,AT SEA
2018-06-22,AMERICAN CONSTELLA,AS,2018-06-22 06:00:00,2018-06-22 22:00:00,AT SEA,AT SEA
2018-06-23,AMERICAN CONSTELLA,AS,2018-06-23 06:00:00,2018-06-23 22:00:00,AT SEA,SKAGWAY
2018-06-24,AMERICAN CONSTELLA,SKG,2018-06-24 05:30:00,unknown,SKAGWAY,SKAGWAY
2018-06-25,AMERICAN CONSTELLA,SKG,unknown,2018-06-25 05:30:00,SKAGWAY,AT SEA
2018-06-26,AMERICAN CONSTELLA,AS,2018-06-26 06:00:00,2018-06-26 22:00:00,AT SEA,AT SEA
2018-06-27,AMERICAN CONSTELLA,AS,2018-06-27 06:00:00,2018-06-27 22:00:00,AT SEA,AT SEA
2018-06-28,AMERICAN CONSTELLA,AS,2018-06-28 06:00:00,2018-06-28 22:00:00,AT SEA,AT SEA
2018-06-29,AMERICAN CONSTELLA,AS,2018-06-29 06:00:00,2018-06-29 22:00:00,AT SEA,AT SEA
2018-06-30,AMERICAN CONSTELLA,AS,2018-06-30 06:00:00,2018-06-30 22:00:00,AT SEA,SKAGWAY
2018-07-01,AMERICAN CONSTELLA,SKG,2018-07-01 20:30:00,unknown,SKAGWAY,SKAGWAY
2018-07-02,AMERICAN CONSTELLA,SKG,unknown,2018-07-02 17:30:00,SKAGWAY,AT SEA
2018-07-03,AMERICAN CONSTELLA,AS,2018-07-03 06:00:00,2018-07-03 22:00:00,AT SEA,AT SEA
2018-07-04,AMERICAN CONSTELLA,AS,2018-07-04 06:00:00,2018-07-04 22:00:00,AT SEA,AT SEA
2018-07-05,AMERICAN CONSTELLA,AS,2018-07-05 06:00:00,2018-07-05 22:00:00,AT SEA,AT SEA
2018-07-06,AMERICAN CONSTELLA,AS,2018-07-06 06:00:00,2018-07-06 22:00:00,AT SEA,AT SEA
2018-07-07,AMERICAN CONSTELLA,AS,2018-07-07 06:00:00,2018-07-07 22:00:00,AT SEA,SKAGWAY
2018-07-08,AMERICAN CONSTELLA,SKG,2018-07-08 05:30:00,unknown,SKAGWAY,SKAGWAY
2018-07-09,AMERICAN CONSTELLA,SKG,unknown,2018-07-09 05:30:00,SKAGWAY,AT SEA
2018-07-10,AMERICAN CONSTELLA,AS,2018-07-10 06:00:00,2018-07-10 22:00:00,AT SEA,AT SEA
2018-07-11,AMERICAN CONSTELLA,AS,2018-07-11 06:00:00,2018-07-11 22:00:00,AT SEA,AT SEA
2018-07-12,AMERICAN CONSTELLA,AS,2018-07-12 06:00:00,2018-07-12 22:00:00,AT SEA,AT SEA
2018-07-13,AMERICAN CONSTELLA,AS,2018-07-13 06:00:00,2018-07-13 22:00:00,AT SEA,AT SEA
2018-07-14,AMERICAN CONSTELLA,AS,2018-07-14 06:00:00,2018-07-14 22:00:00,AT SEA,SKAGWAY
2018-07-15,AMERICAN CONSTELLA,SKG,2018-07-15 05:00:00,unknown,SKAGWAY,SKAGWAY
2018-07-16,AMERICAN CONSTELLA,SKG,unknown,2018-07-16 05:30:00,SKAGWAY,AT SEA
2018-07-17,AMERICAN CONSTELLA,AS,2018-07-17 06:00:00,2018-07-17 22:00:00,AT SEA,AT SEA
2018-07-18,AMERICAN CONSTELLA,AS,2018-07-18 06:00:00,2018-07-18 22:00:00,AT SEA,AT SEA
2018-07-19,AMERICAN CONSTELLA,AS,2018-07-19 06:00:00,2018-07-19 22:00:00,AT SEA,AT SEA
2018-07-20,AMERICAN CONSTELLA,AS,2018-07-20 06:00:00,2018-07-20 22:00:00,AT SEA,AT SEA
2018-07-21,AMERICAN CONSTELLA,AS,2018-07-21 06:00:00,2018-07-21 22:00:00,AT SEA,SKAGWAY
2018-07-22,AMERICAN CONSTELLA,SKG,2018-07-22 05:00:00,unknown,SKAGWAY,SKAGWAY
2018-07-23,AMERICAN CONSTELLA,SKG,unknown,2018-07-23 05:30:00,SKAGWAY,AT SEA
2018-07-24,AMERICAN CONSTELLA,AS,2018-07-24 06:00:00,2018-07-24 22:00:00,AT SEA,AT SEA
2018-07-25,AMERICAN CONSTELLA,AS,2018-07-25 06:00:00,2018-07-25 22:00:00,AT SEA,AT SEA
2018-07-26,AMERICAN CONSTELLA,AS,2018-07-26 06:00:00,2018-07-26 22:00:00,AT SEA,AT SEA
2018-07-27,AMERICAN CONSTELLA,AS,2018-07-27 06:00:00,2018-07-27 22:00:00,AT SEA,AT SEA
2018-07-28,AMERICAN CONSTELLA,AS,2018-07-28 06:00:00,2018-07-28 22:00:00,AT SEA,SKAGWAY
2018-07-29,AMERICAN CONSTELLA,SKG,2018-07-29 05:30:00,unknown,SKAGWAY,SKAGWAY
2018-07-30,AMERICAN CONSTELLA,SKG,unknown,2018-07-30 05:00:00,SKAGWAY,AT SEA
2018-07-31,AMERICAN CONSTELLA,AS,2018-07-31 06:00:00,2018-07-31 22:00:00,AT SEA,AT SEA
2018-08-01,AMERICAN CONSTELLA,AS,2018-08-01 06:00:00,2018-08-01 22:00:00,AT SEA,AT SEA
2018-08-02,AMERICAN CONSTELLA,AS,2018-08-02 06:00:00,2018-08-02 22:00:00,AT SEA,AT SEA
2018-08-03,AMERICAN CONSTELLA,AS,2018-08-03 06:00:00,2018-08-03 22:00:00,AT SEA,AT SEA
2018-08-04,AMERICAN CONSTELLA,AS,2018-08-04 06:00:00,2018-08-04 22:00:00,AT SEA,SKAGWAY
2018-08-05,AMERICAN CONSTELLA,SKG,2018-08-05 05:00:00,unknown,SKAGWAY,SKAGWAY
2018-08-06,AMERICAN CONSTELLA,SKG,unknown,2018-08-06 05:30:00,SKAGWAY,AT SEA
2018-08-07,AMERICAN CONSTELLA,AS,2018-08-07 06:00:00,2018-08-07 22:00:00,AT SEA,AT SEA
2018-08-08,AMERICAN CONSTELLA,AS,2018-08-08 06:00:00,2018-08-08 22:00:00,AT SEA,AT SEA
2018-08-09,AMERICAN CONSTELLA,AS,2018-08-09 06:00:00,2018-08-09 22:00:00,AT SEA,AT SEA
2018-08-10,AMERICAN CONSTELLA,AS,2018-08-10 06:00:00,2018-08-10 22:00:00,AT SEA,AT SEA
2018-08-11,AMERICAN CONSTELLA,AS,2018-08-11 06:00:00,2018-08-11 22:00:00,AT SEA,AT SEA
2018-08-12,AMERICAN CONSTELLA,AS,2018-08-12 06:00:00,2018-08-12 22:00:00,AT SEA,SKAGWAY
2018-08-13,AMERICAN CONSTELLA,SKG,2018-08-13 05:30:00,2018-08-13 17:30:00,SKAGWAY,AT SEA
2018-08-14,AMERICAN CONSTELLA,AS,2018-08-14 06:00:00,2018-08-14 22:00:00,AT SEA,AT SEA
2018-08-15,AMERICAN CONSTELLA,AS,2018-08-15 06:00:00,2018-08-15 22:00:00,AT SEA,AT SEA
2018-08-16,AMERICAN CONSTELLA,AS,2018-08-16 06:00:00,2018-08-16 22:00:00,AT SEA,AT SEA
2018-08-17,AMERICAN CONSTELLA,AS,2018-08-17 06:00:00,2018-08-17 22:00:00,AT SEA,AT SEA
2018-08-18,AMERICAN CONSTELLA,AS,2018-08-18 06:00:00,2018-08-18 22:00:00,AT SEA,SKAGWAY
2018-08-19,AMERICAN CONSTELLA,SKG,2018-08-19 05:00:00,unknown,SKAGWAY,SKAGWAY
2018-08-20,AMERICAN CONSTELLA,SKG,unknown,2018-08-20 05:30:00,SKAGWAY,AT SEA
2018-08-21,AMERICAN CONSTELLA,AS,2018-08-21 06:00:00,2018-08-21 22:00:00,AT SEA,AT SEA
2018-08-22,AMERICAN CONSTELLA,AS,2018-08-22 06:00:00,2018-08-22 22:00:00,AT SEA,AT SEA
2018-08-23,AMERICAN CONSTELLA,AS,2018-08-23 06:00:00,2018-08-23 22:00:00,AT SEA,AT SEA
2018-08-24,AMERICAN CONSTELLA,AS,2018-08-24 06:00:00,2018-08-24 22:00:00,AT SEA,AT SEA
2018-08-25,AMERICAN CONSTELLA,AS,2018-08-25 06:00:00,2018-08-25 22:00:00,AT SEA,SKAGWAY
2018-08-26,AMERICAN CONSTELLA,SKG,2018-08-26 05:30:00,unknown,SKAGWAY,SKAGWAY
2018-08-27,AMERICAN CONSTELLA,SKG,unknown,2018-08-27 05:00:00,SKAGWAY,AT SEA
2018-08-28,AMERICAN CONSTELLA,AS,2018-08-28 06:00:00,2018-08-28 22:00:00,AT SEA,AT SEA
2018-08-29,AMERICAN CONSTELLA,AS,2018-08-29 06:00:00,2018-08-29 22:00:00,AT SEA,AT SEA
2018-08-30,AMERICAN CONSTELLA,AS,2018-08-30 06:00:00,2018-08-30 22:00:00,AT SEA,AT SEA
2018-08-31,AMERICAN CONSTELLA,AS,2018-08-31 06:00:00,2018-08-31 22:00:00,AT SEA,AT SEA
2018-09-01,AMERICAN CONSTELLA,AS,2018-09-01 06:00:00,2018-09-01 22:00:00,AT SEA,SKAGWAY
2018-09-02,AMERICAN CONSTELLA,SKG,2018-09-02 05:30:00,unknown,SKAGWAY,SKAGWAY
2018-09-03,AMERICAN CONSTELLA,SKG,unknown,2018-09-03 05:00:00,SKAGWAY,AT SEA
2018-09-04,AMERICAN CONSTELLA,AS,2018-09-04 06:00:00,2018-09-04 22:00:00,AT SEA,AT SEA
2018-09-05,AMERICAN CONSTELLA,AS,2018-09-05 06:00:00,2018-09-05 22:00:00,AT SEA,AT SEA
2018-09-06,AMERICAN CONSTELLA,AS,2018-09-06 06:00:00,2018-09-06 22:00:00,AT SEA,AT SEA
2018-09-07,AMERICAN CONSTELLA,AS,2018-09-07 06:00:00,2018-09-07 22:00:00,AT SEA,AT SEA
2018-09-08,AMERICAN CONSTELLA,AS,2018-09-08 06:00:00,2018-09-08 22:00:00,AT SEA,SKAGWAY
2018-09-09,AMERICAN CONSTELLA,SKG,2018-09-09 05:30:00,unknown,SKAGWAY,SKAGWAY
2018-09-10,AMERICAN CONSTELLA,SKG,unknown,2018-09-10 05:30:00,SKAGWAY,
2018-05-24,AMSTERDAM,SFO,2018-05-24 08:00:00,2018-05-24 17:00:00,SAN FRANCISCO,AT SEA
2018-05-25,AMSTERDAM,AS,2018-05-25 06:00:00,2018-05-25 22:00:00,AT SEA,VICTORIA
2018-05-26,AMSTERDAM,VIC,2018-05-26 13:00:00,2018-05-26 23:00:00,VICTORIA,SEATTLE
2018-05-27,AMSTERDAM,SEA,2018-05-27 07:00:00,2018-05-27 16:00:00,SEATTLE,AT SEA
2018-05-28,AMSTERDAM,AS,2018-05-28 06:00:00,2018-05-28 22:00:00,AT SEA,JUNEAU
2018-05-29,AMSTERDAM,JNU,2018-05-29 13:00:00,2018-05-29 21:00:00,JUNEAU,HUBBARD GLACIER
2018-05-30,AMSTERDAM,HUB,2018-05-30 13:30:00,2018-05-30 18:00:00,HUBBARD GLACIER,SITKA
2018-05-31,AMSTERDAM,SIT,2018-05-31 08:00:00,2018-05-31 16:00:00,SITKA,KETCHIKAN
2018-06-01,AMSTERDAM,KTN,2018-06-01 07:00:00,2018-06-01 13:00:00,KETCHIKAN,VICTORIA
2018-06-02,AMSTERDAM,VIC,2018-06-02 18:00:00,2018-06-02 23:59:00,VICTORIA,SEATTLE
2018-06-03,AMSTERDAM,SEA,2018-06-03 07:00:00,2018-06-03 16:00:00,SEATTLE,AT SEA
2018-06-04,AMSTERDAM,AS,2018-06-04 06:00:00,2018-06-04 22:00:00,AT SEA,JUNEAU
2018-06-05,AMSTERDAM,JNU,2018-06-05 13:00:00,2018-06-05 21:00:00,JUNEAU,HUBBARD GLACIER
2018-06-06,AMSTERDAM,HUB,2018-06-06 13:30:00,2018-06-06 18:00:00,HUBBARD GLACIER,SITKA
2018-06-07,AMSTERDAM,SIT,2018-06-07 08:00:00,2018-06-07 16:00:00,SITKA,KETCHIKAN
2018-06-08,AMSTERDAM,KTN,2018-06-08 07:00:00,2018-06-08 13:00:00,KETCHIKAN,VICTORIA
2018-06-09,AMSTERDAM,VIC,2018-06-09 18:00:00,2018-06-09 23:59:00,VICTORIA,SEATTLE
2018-06-10,AMSTERDAM,SEA,2018-06-10 07:00:00,2018-06-10 16:00:00,SEATTLE,AT SEA
2018-06-11,AMSTERDAM,AS,2018-06-11 06:00:00,2018-06-11 22:00:00,AT SEA,JUNEAU
2018-06-12,AMSTERDAM,JNU,2018-06-12 13:00:00,2018-06-12 21:00:00,JUNEAU,HUBBARD GLACIER
2018-06-13,AMSTERDAM,HUB,2018-06-13 13:30:00,2018-06-13 18:00:00,HUBBARD GLACIER,SITKA
2018-06-14,AMSTERDAM,SIT,2018-06-14 08:00:00,2018-06-14 16:00:00,SITKA,KETCHIKAN
2018-06-15,AMSTERDAM,KTN,2018-06-15 07:00:00,2018-06-15 13:00:00,KETCHIKAN,VICTORIA
2018-06-16,AMSTERDAM,VIC,2018-06-16 18:00:00,2018-06-16 23:59:00,VICTORIA,SEATTLE
2018-06-17,AMSTERDAM,SEA,2018-06-17 07:00:00,2018-06-17 16:00:00,SEATTLE,AT SEA
2018-06-18,AMSTERDAM,AS,2018-06-18 06:00:00,2018-06-18 22:00:00,AT SEA,JUNEAU
2018-06-19,AMSTERDAM,JNU,2018-06-19 13:00:00,2018-06-19 21:00:00,JUNEAU,HUBBARD GLACIER
2018-06-20,AMSTERDAM,HUB,2018-06-20 13:30:00,2018-06-20 18:00:00,HUBBARD GLACIER,SITKA
2018-06-21,AMSTERDAM,SIT,2018-06-21 08:00:00,2018-06-21 16:00:00,SITKA,KETCHIKAN
2018-06-22,AMSTERDAM,KTN,2018-06-22 07:00:00,2018-06-22 13:00:00,KETCHIKAN,VICTORIA
2018-06-23,AMSTERDAM,VIC,2018-06-23 18:00:00,2018-06-23 23:59:00,VICTORIA,SEATTLE
2018-06-24,AMSTERDAM,SEA,2018-06-24 07:00:00,2018-06-24 16:00:00,SEATTLE,AT SEA
2018-06-25,AMSTERDAM,AS,2018-06-25 06:00:00,2018-06-25 22:00:00,AT SEA,JUNEAU
2018-06-26,AMSTERDAM,JNU,2018-06-26 13:00:00,2018-06-26 21:00:00,JUNEAU,HUBBARD GLACIER
2018-06-27,AMSTERDAM,HUB,2018-06-27 13:30:00,2018-06-27 18:00:00,HUBBARD GLACIER,SITKA
2018-06-28,AMSTERDAM,SIT,2018-06-28 08:00:00,2018-06-28 16:00:00,SITKA,KETCHIKAN
2018-06-29,AMSTERDAM,KTN,2018-06-29 07:00:00,2018-06-29 13:00:00,KETCHIKAN,VICTORIA
2018-06-30,AMSTERDAM,VIC,2018-06-30 18:00:00,2018-06-30 23:59:00,VICTORIA,SEATTLE
2018-07-01,AMSTERDAM,SEA,2018-07-01 07:00:00,2018-07-01 16:00:00,SEATTLE,AT SEA
2018-07-02,AMSTERDAM,AS,2018-07-02 06:00:00,2018-07-02 22:00:00,AT SEA,JUNEAU
2018-07-03,AMSTERDAM,JNU,2018-07-03 13:00:00,2018-07-03 21:00:00,JUNEAU,HUBBARD GLACIER
2018-07-04,AMSTERDAM,HUB,2018-07-04 13:30:00,2018-07-04 18:00:00,HUBBARD GLACIER,SITKA
2018-07-05,AMSTERDAM,SIT,2018-07-05 08:00:00,2018-07-05 16:00:00,SITKA,KETCHIKAN
2018-07-06,AMSTERDAM,KTN,2018-07-06 07:00:00,2018-07-06 13:00:00,KETCHIKAN,VICTORIA
2018-07-07,AMSTERDAM,VIC,2018-07-07 18:00:00,2018-07-07 23:59:00,VICTORIA,SEATTLE
2018-07-08,AMSTERDAM,SEA,2018-07-08 07:00:00,2018-07-08 16:00:00,SEATTLE,AT SEA
2018-07-09,AMSTERDAM,AS,2018-07-09 06:00:00,2018-07-09 22:00:00,AT SEA,JUNEAU
2018-07-10,AMSTERDAM,JNU,2018-07-10 13:00:00,2018-07-10 21:00:00,JUNEAU,HUBBARD GLACIER
2018-07-11,AMSTERDAM,HUB,2018-07-11 13:30:00,2018-07-11 18:00:00,HUBBARD GLACIER,SITKA
2018-07-12,AMSTERDAM,SIT,2018-07-12 08:00:00,2018-07-12 16:00:00,SITKA,KETCHIKAN
2018-07-13,AMSTERDAM,KTN,2018-07-13 07:00:00,2018-07-13 13:00:00,KETCHIKAN,VICTORIA
2018-07-14,AMSTERDAM,VIC,2018-07-14 18:00:00,2018-07-14 23:59:00,VICTORIA,SEATTLE
2018-07-15,AMSTERDAM,SEA,2018-07-15 07:00:00,2018-07-15 16:00:00,SEATTLE,AT SEA
2018-07-16,AMSTERDAM,AS,2018-07-16 06:00:00,2018-07-16 22:00:00,AT SEA,JUNEAU
2018-07-17,AMSTERDAM,JNU,2018-07-17 13:00:00,2018-07-17 21:00:00,JUNEAU,HUBBARD GLACIER
2018-07-18,AMSTERDAM,HUB,2018-07-18 13:30:00,2018-07-18 18:00:00,HUBBARD GLACIER,SITKA
