,bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
0,2023-05-08 00:00:09,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34091167,-131.64894,230.6,1.4,CA YYJ,2023-05-04 18:45:00,Passenger ship,8.5,330,38
1,2023-05-08 00:00:19,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34087167,-131.64902667,230.5,1.4,CA YYJ,2023-05-04 18:45:00,Passenger ship,8.5,330,38
2,2023-05-08 00:02:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34045167,-131.65001833,240.3,1.8,CA YYJ,2023-05-04 18:45:00,Passenger ship,8.5,330,38
3,2023-05-08 00:02:10,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34041667,-131.65016333,245.5,1.9,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
4,2023-05-08 00:02:30,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34036167,-131.65049333,254.0,2.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
5,2023-05-08 00:02:49,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34032667,-131.65086167,260.4,2.4,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
6,2023-05-08 00:03:10,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.340305,-131.65135,265.7,2.9,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
7,2023-05-08 00:03:40,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34029833,-131.65217667,270.1,3.5,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
8,2023-05-08 00:04:10,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34032667,-131.653135,272.9,4.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
9,2023-05-08 00:04:50,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34041667,-131.65461,277.7,4.8,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
10,2023-05-08 00:05:10,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34049333,-131.65541667,280.2,5.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
11,2023-05-08 00:06:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34074167,-131.65748667,282.4,5.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
12,2023-05-08 00:07:09,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.341065,-131.66023667,279.9,5.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
13,2023-05-08 00:09:30,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.341715,-131.66583667,282.1,5.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
14,2023-05-08 00:10:09,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34193833,-131.66742,284.6,5.2,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
15,2023-05-08 00:11:29,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34245,-131.67086667,283.5,5.7,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
16,2023-05-08 00:12:29,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34285333,-131.67363333,286.2,6.0,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
17,2023-05-08 00:12:49,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34303833,-131.67456333,289.3,6.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
18,2023-05-08 00:13:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34316167,-131.67511,291.3,6.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
19,2023-05-08 00:13:19,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34337,-131.675915,294.2,6.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
20,2023-05-08 00:13:40,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34363333,-131.67683667,296.7,6.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
21,2023-05-08 00:14:10,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.344035,-131.67813167,299.0,6.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
22,2023-05-08 00:14:49,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34459667,-131.67979667,301.4,6.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
23,2023-05-08 00:15:19,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34506833,-131.68105167,303.7,6.2,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
24,2023-05-08 00:15:40,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.345425,-131.68189833,306.8,6.2,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
25,2023-05-08 00:16:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34578833,-131.68267667,309.4,6.2,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
26,2023-05-08 00:16:30,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.34636167,-131.68381333,311.8,6.2,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
27,2023-05-08 00:21:30,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.35216,-131.69544167,311.9,6.4,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
28,2023-05-08 00:23:50,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.354885,-131.70077167,314.5,6.2,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
29,2023-05-08 00:24:09,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.355275,-131.701415,317.4,6.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
30,2023-05-08 00:24:40,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.35592667,-131.702405,319.6,6.0,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
31,2023-05-08 00:26:59,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.35876,-131.70681333,317.4,5.9,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
32,2023-05-08 00:27:50,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.35974667,-131.7085,315.4,6.0,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
33,2023-05-08 00:29:30,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.36181833,-131.71208167,315.1,6.5,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
34,2023-05-08 00:31:30,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.36446667,-131.71677167,314.5,7.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
35,2023-05-08 00:36:39,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.37204833,-131.73005667,315.2,7.6,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
36,2023-05-08 00:39:39,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.37637833,-131.737755,313.2,7.3,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
37,2023-05-08 00:43:20,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.38127833,-131.74735167,311.2,7.1,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
38,2023-05-08 00:48:29,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.38820167,-131.76073333,312.6,7.3,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
39,2023-05-08 00:52:40,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.393985,-131.771735,315.0,7.3,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
40,2023-05-08 00:53:10,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.39472833,-131.772945,317.6,7.3,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
41,2023-05-08 00:53:49,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.39572333,-131.77445333,319.9,7.3,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
42,2023-05-08 00:54:19,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.39651833,-131.77556,322.0,7.3,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
43,2023-05-08 00:55:19,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.39818,-131.7778,323.1,7.8,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
44,2023-05-08 00:55:49,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.39909667,-131.77897333,324.5,8.3,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
45,2023-05-08 00:56:19,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.40009167,-131.780165,325.7,8.8,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
46,2023-05-08 00:57:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.40153333,-131.78188167,326.0,9.4,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
47,2023-05-08 00:57:40,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.40303,-131.78362667,326.6,9.9,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
48,2023-05-08 00:58:30,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.40502833,-131.78593167,326.8,10.6,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
49,2023-05-08 00:59:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.40631833,-131.787335,329.0,11.0,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
50,2023-05-08 00:59:30,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.407685,-131.78868167,331.1,11.4,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
51,2023-05-08 01:00:00,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.40911667,-131.789975,333.2,11.7,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
52,2023-05-08 01:02:10,232002990,MABI4,9614141,MAJESTIC PRINCESS,Under way using engine,55.415465,-131.79554333,330.8,12.0,US JNU - US SGY,2023-05-09 14:30:00,Passenger ship,8.5,330,38
