bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-04-21 00:00:01,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.89937667,-131.70856833,162.4,21.3,"JUNEAU, ALASKA",2023-04-17 15:00:00,Passenger ship,8.5,334,45
2023-04-21 00:00:06,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.89882833,-131.70826667,162.4,21.3,"JUNEAU, ALASKA",2023-04-17 15:00:00,Passenger ship,8.5,334,45
2023-04-21 00:05:06,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.87108667,-131.69188000,160.6,21.1,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:10:07,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.84366500,-131.67450333,160.2,21.0,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:15:07,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.81616333,-131.65791167,161.3,21.0,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:20:11,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.78880333,-131.64213833,161.8,20.8,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:22:49,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.77399333,-131.63361833,159.5,20.7,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:23:25,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.77070500,-131.63132833,157.3,20.6,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:24:01,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.76759500,-131.62892833,155.0,20.5,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:24:42,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.76409167,-131.62593667,153.0,20.5,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:25:31,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.76008000,-131.62223667,151.0,20.4,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:26:25,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.75567333,-131.61777500,148.8,20.4,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:31:25,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.73127667,-131.59249167,149.0,20.6,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:36:31,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.70643333,-131.56646167,149.0,20.5,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:39:31,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.69187000,-131.55117000,147.0,20.4,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:44:31,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.66868500,-131.52413500,145.9,20.1,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:48:01,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.65254500,-131.50505000,143.8,20.1,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:53:01,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.63046500,-131.47622833,142.4,19.8,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:56:55,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.61343333,-131.45349667,141.7,20.4,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 00:57:42,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.60979500,-131.44875500,143.9,20.6,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:02:06,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.58911500,-131.42360667,145.9,20.9,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:04:19,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.57855000,-131.41088333,143.7,20.9,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:06:23,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.56878167,-131.39884333,145.7,20.6,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:11:25,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.54538167,-131.37063500,144.9,20.6,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:16:31,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.52140167,-131.34198000,144.9,20.8,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:21:31,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.49771167,-131.31351167,145.0,20.8,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:26:31,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.47389333,-131.28479667,144.9,21.2,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:31:31,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.45007000,-131.25594333,145.4,20.8,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:35:43,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.43046667,-131.23192167,143.4,20.8,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:40:43,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.40713500,-131.20273000,143.3,20.8,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:45:43,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.38389833,-131.17389500,143.9,20.6,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:50:43,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.36074167,-131.14511500,143.7,20.8,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:55:43,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.33734000,-131.11564500,143.7,21.1,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 01:59:55,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.31744500,-131.09122167,145.9,21.1,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:00:31,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.31451333,-131.08797000,148.4,21.1,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:01:01,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.31199000,-131.08546000,151.0,21.0,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:01:25,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.30992667,-131.08360500,153.0,21.0,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:02:07,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.30623667,-131.08058333,155.3,21.0,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:04:49,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.29188000,-131.06954833,157.7,21.2,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:05:13,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.28977167,-131.06816167,159.7,21.2,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:05:31,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.28810833,-131.06718000,161.7,21.3,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:05:55,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.28585333,-131.06600167,163.7,21.3,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:06:19,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.28357667,-131.06498667,166.0,21.3,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:06:37,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.28174000,-131.06429167,168.2,21.3,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:07:07,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.27893000,-131.06340833,170.6,21.3,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
2023-04-21 02:07:30,311000710,C6DL4,9751509,NORWEGIAN BLISS,Under way using engine,54.27659333,-131.06284167,172.7,21.3,"VICTORIA, CAN",2023-04-22 02:00:00,Passenger ship,8.6,334,45
