,bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
0,2023-05-10 00:05:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44713,-135.32298833,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
1,2023-05-10 00:08:02,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44712667,-135.32298833,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
2,2023-05-10 00:11:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44712667,-135.32299167,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
3,2023-05-10 00:17:00,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44712167,-135.32299,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
4,2023-05-10 00:20:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44712167,-135.32299667,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
5,2023-05-10 00:26:00,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44712167,-135.32299833,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
6,2023-05-10 00:29:02,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44712,-135.32299333,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
7,2023-05-10 00:35:00,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44712667,-135.32299333,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
8,2023-05-10 00:41:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44712,-135.32298667,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
9,2023-05-10 00:47:00,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44712167,-135.32298,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
10,2023-05-10 00:50:00,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44712167,-135.322975,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
11,2023-05-10 00:56:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44711833,-135.32296333,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
12,2023-05-10 01:02:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44711333,-135.32297667,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
13,2023-05-10 01:08:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44710833,-135.32297167,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
14,2023-05-10 01:14:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44710667,-135.32297,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
15,2023-05-10 01:20:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.447105,-135.32296833,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
16,2023-05-10 01:26:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44709833,-135.322965,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
17,2023-05-10 01:29:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44709833,-135.32296667,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
18,2023-05-10 01:35:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44709667,-135.322965,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
19,2023-05-10 01:41:02,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44709667,-135.32296,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
20,2023-05-10 01:47:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.447095,-135.32295833,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
21,2023-05-10 01:53:02,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.447095,-135.32296167,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
22,2023-05-10 01:59:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.447085,-135.322975,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
23,2023-05-10 02:05:00,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44707167,-135.32296,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
24,2023-05-10 02:11:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44706833,-135.32296167,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
25,2023-05-10 02:14:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44707333,-135.32296833,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
26,2023-05-10 02:23:02,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44707833,-135.322975,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
27,2023-05-10 02:29:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44708,-135.32296833,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
28,2023-05-10 02:35:00,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44708,-135.32296333,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
29,2023-05-10 02:41:01,310661000,ZCEI3,9584712,ROYAL PRINCESS,Moored,59.44708333,-135.32296333,43.0,0.0,US - SGY,2023-05-09 13:30:00,Passenger ship,8.6,330,44
