bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-07-19 00:01:16,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.91590167,-139.61998167,225.6,0.7,YAKUTAT  BAY,2023-07-18 17:00:00,Passenger ship,6.8,198,30
2023-07-19 00:21:15,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.91311000,-139.62711667,231.0,0.8,YAKUTAT  BAY,2023-07-18 17:00:00,Passenger ship,6.8,198,30
2023-07-19 00:26:05,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.91241667,-139.62904833,234.5,0.9,YAKUTAT  BAY,2023-07-18 17:00:00,Passenger ship,6.8,198,30
2023-07-19 00:37:04,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.91109667,-139.63349500,239.3,0.9,YAKUTAT  BAY,2023-07-18 17:00:00,Passenger ship,6.8,198,30
2023-07-19 00:42:54,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.91042667,-139.63585500,241.3,0.9,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 00:44:04,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.91027667,-139.63635667,236.0,1.0,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 00:49:35,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.90949333,-139.63883667,241.3,0.9,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 00:52:09,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.90912667,-139.64002000,241.3,0.9,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 00:58:49,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.90816000,-139.64302000,235.0,1.0,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:05:50,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.90706000,-139.64619000,236.0,1.1,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:11:08,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.90609000,-139.64923833,239.9,1.3,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:17:56,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.90475000,-139.65419000,240.6,1.6,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:22:58,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.90353167,-139.65822833,238.8,1.8,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:23:54,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.90329167,-139.65902500,244.9,1.7,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:29:20,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.90209833,-139.66354167,241.9,1.7,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:34:37,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.90102000,-139.66791333,244.4,1.6,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:39:49,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89993667,-139.67214833,241.9,1.7,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:45:04,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89882333,-139.67649000,243.2,1.7,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:52:32,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89739167,-139.68223833,241.9,1.5,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:57:35,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89621167,-139.68625000,227.5,1.8,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:57:55,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89605833,-139.68648167,218.4,1.8,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:58:59,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89552000,-139.68711167,210.8,1.9,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 01:59:52,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89505167,-139.68746500,205.2,1.8,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 02:00:39,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89472000,-139.68772333,213.5,1.6,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 02:01:55,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89412833,-139.68852833,218.0,2.3,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 02:04:05,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89241167,-139.69072333,208.8,4.6,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 02:04:55,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89129333,-139.69184667,206.0,5.7,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 02:05:25,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.89047333,-139.69261333,205.1,6.6,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
2023-07-19 02:05:55,309416000,C6XC6,9417086,SEABOURN ODYSSEY,Under way using engine,59.88953833,-139.69346500,204.5,7.5,ICY STRAIT POINT,2023-07-19 21:30:00,Passenger ship,6.8,198,30
