bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2023-06-10 00:00:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413500,-131.72917000,84.9,0.0,"JUNEAU, AK",2023-06-04 23:45:00,Passenger ship,8.2,259,32
2023-06-10 00:06:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413500,-131.72917000,8.5,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 00:12:43,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413333,-131.72916667,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 00:18:41,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413000,-131.72916167,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 00:24:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413500,-131.72915667,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 00:30:41,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413667,-131.72915500,267.8,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 00:36:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414000,-131.72915333,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 00:42:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413833,-131.72915500,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 00:48:41,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414333,-131.72915000,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 00:54:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414500,-131.72915667,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:00:43,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414833,-131.72915333,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:01:01,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414833,-131.72915333,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:06:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414167,-131.72915500,84.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:12:43,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414500,-131.72915500,84.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:18:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40415000,-131.72915833,84.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:24:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414833,-131.72915833,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:30:43,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414167,-131.72916000,71.7,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:36:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413667,-131.72916167,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:42:41,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414000,-131.72916167,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:48:41,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413667,-131.72916167,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 01:54:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413333,-131.72915833,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 02:00:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413000,-131.72915833,84.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 02:06:41,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413167,-131.72915833,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 02:12:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413333,-131.72915833,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 02:18:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413000,-131.72915667,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 02:24:41,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40411667,-131.72915333,84.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 02:30:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40412667,-131.72915667,230.5,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 02:36:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40413000,-131.72916667,226.5,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 02:42:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40415000,-131.72916167,264.9,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 02:48:41,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40412333,-131.72916500,116.2,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
2023-06-10 02:54:42,311109000,C6RN3,9218131,NORWEGIAN SUN,Moored,55.40414833,-131.72916167,133.7,0.0,"VICTORIA,BC",2023-06-11 15:00:00,Passenger ship,8.2,259,32
