bs_ts,name,mmsi,lat,lon,nav_status,cog,sog,heading,imo,callsign,destination
2008-09-16T01:02:05,AMSTERDAM,244370000,58.33594,-136.0462833,0,229,20.3,223,9188037,PBAD,GLACIER BAY
2008-09-16T01:02:22,AMSTERDAM,244370000,58.33486667,-136.04878,0,232,20.2,226,9188037,PBAD,GLACIER BAY
2008-09-16T01:01:16,AMSTERDAM,244370000,58.33922833,-136.0399983,0,222,20.9,215,9188037,PBAD,GLACIER BAY
2008-09-16T01:01:34,AMSTERDAM,244370000,58.33789667,-136.0423683,0,223,20.8,218,9188037,PBAD,GLACIER BAY
2008-09-16T01:00:41,AMSTERDAM,244370000,58.34184333,-136.0359183,0,217,20.9,209,9188037,PBAD,GLACIER BAY
2008-09-16T01:00:58,AMSTERDAM,244370000,58.34046833,-136.0379517,0,219,20.9,213,9188037,PBAD,GLACIER BAY
2008-09-16T00:59:29,AMSTERDAM,244370000,58.34769667,-136.028455,0,213,20.8,205,9188037,PBAD,GLACIER BAY
2008-09-16T01:05:17,AMSTERDAM,244370000,58.32811,-136.077565,0,256,21.4,252,9188037,PBAD,GLACIER BAY
2008-09-16T01:05:35,AMSTERDAM,244370000,58.3277,-136.0808767,0,257,21.6,253,9188037,PBAD,GLACIER BAY
2008-09-16T01:04:11,AMSTERDAM,244370000,58.32991167,-136.0657933,0,249,21.0,245,9188037,PBAD,GLACIER BAY
2008-09-16T01:04:53,AMSTERDAM,244370000,58.32869,-136.0732033,0,255,21.2,250,9188037,PBAD,GLACIER BAY
2008-09-16T01:03:17,AMSTERDAM,244370000,58.33212,-136.05668,0,241,20.6,235,9188037,PBAD,GLACIER BAY
2008-09-16T01:03:36,AMSTERDAM,244370000,58.33127667,-136.0597333,0,244,20.7,238,9188037,PBAD,GLACIER BAY
2008-09-16T01:03:55,AMSTERDAM,244370000,58.33055167,-136.0627167,0,246,20.8,241,9188037,PBAD,GLACIER BAY
2008-09-16T01:02:41,AMSTERDAM,244370000,58.33387333,-136.0513583,0,235,20.4,229,9188037,PBAD,GLACIER BAY
2008-09-16T01:02:53,AMSTERDAM,244370000,58.33324333,-136.0531367,0,237,20.4,231,9188037,PBAD,GLACIER BAY
2008-09-16T01:11:05,AMSTERDAM,244370000,58.31815333,-136.1398367,0,248,20.4,250,9188037,PBAD,GLACIER BAY
2008-09-16T01:10:08,AMSTERDAM,244370000,58.32029333,-136.1297083,0,248,21.0,248,9188037,PBAD,GLACIER BAY
2008-09-16T01:09:29,AMSTERDAM,244370000,58.32154833,-136.123465,0,251,21.3,247,9188037,PBAD,GLACIER BAY
2008-09-16T01:09:53,AMSTERDAM,244370000,58.32072333,-136.1276467,0,249,21.1,248,9188037,PBAD,GLACIER BAY
2008-09-16T01:07:29,AMSTERDAM,244370000,58.32496,-136.101835,0,254,21.6,250,9188037,PBAD,GLACIER BAY
2008-09-16T01:15:22,AMSTERDAM,244370000,58.31111833,-136.1833233,0,257,20.4,257,9188037,PBAD,GLACIER BAY
2008-09-16T01:14:31,AMSTERDAM,244370000,58.312285,-136.174135,0,256,20.3,257,9188037,PBAD,GLACIER BAY
2008-09-16T01:13:36,AMSTERDAM,244370000,58.31362333,-136.164885,0,254,20.2,255,9188037,PBAD,GLACIER BAY
2008-09-16T01:12:16,AMSTERDAM,244370000,58.31579667,-136.151585,0,251,20.2,253,9188037,PBAD,GLACIER BAY
2008-09-16T01:12:54,AMSTERDAM,244370000,58.31473833,-136.1577733,0,253,20.1,255,9188037,PBAD,GLACIER BAY
2008-09-16T01:21:11,AMSTERDAM,244370000,58.30411833,-136.2433083,0,257,20.0,254,9188037,PBAD,GLACIER BAY
2008-09-16T01:20:17,AMSTERDAM,244370000,58.30525333,-136.2342633,0,257,19.9,255,9188037,PBAD,GLACIER BAY
2008-09-16T01:17:12,AMSTERDAM,244370000,58.30889,-136.202095,0,258,20.3,257,9188037,PBAD,GLACIER BAY
2008-09-16T00:47:16,AMSTERDAM,244370000,58.40322,-135.9864783,0,183,15.6,184,9188037,PBAD,GLACIER BAY
2008-09-16T00:46:41,AMSTERDAM,244370000,58.40584,-135.9862967,0,182,15.0,184,9188037,PBAD,GLACIER BAY
2008-09-16T00:45:09,AMSTERDAM,244370000,58.41190167,-135.9863433,0,178,13.7,180,9188037,PBAD,GLACIER BAY
2008-09-16T00:45:46,AMSTERDAM,244370000,58.409505,-135.9862517,0,178,14.3,181,9188037,PBAD,GLACIER BAY
2008-09-16T00:44:08,AMSTERDAM,244370000,58.41562167,-135.986585,0,177,12.7,180,9188037,PBAD,GLACIER BAY
