bs_ts,mmsi,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign
2008-07-12T10:24:04,311109000,,,52.9191667,-130.469833,511,360.0,102.3,15,,
2008-07-12T09:23:35,311109000,,,53.1195,-130.701167,511,360.0,102.3,15,,
2008-07-12T08:22:57,311109000,,,53.3193333,-130.919167,511,360.0,102.3,15,,
2008-07-12T07:22:46,311109000,,,53.5361667,-131.018833,511,360.0,102.3,15,,
2008-07-12T06:22:01,311109000,,,53.7695,-131.020667,511,360.0,102.3,15,,
2008-07-12T05:21:48,311109000,,,54.002,-131.084833,511,360.0,102.3,15,,
2008-07-12T04:21:20,311109000,,,54.234,-131.033667,511,360.0,102.3,15,,
2008-07-12T03:37:47,311109000,,,54.33563333,-131.0801167,111,111.8,13.3,0,,
2008-07-12T03:36:23,311109000,,,54.33766667,-131.0884,110,110.8,13.5,0,,
2008-07-12T03:35:35,311109000,,,54.33871667,-131.0931,110,111.6,13.7,0,,
2008-07-12T03:33:11,311109000,,,54.3422,-131.1078333,110,110.0,14.1,0,,
2008-07-12T03:20:25,311109000,,,54.3516667,-131.1855,511,360.0,102.3,15,,
2008-07-12T02:20:05,311109000,,,54.401,-131.570667,511,360.0,102.3,15,,
2008-07-12T01:19:36,311109000,,,54.4668333,-132.051333,511,360.0,102.3,15,,
2008-07-12T00:19:16,311109000,NORWEGIAN SUN,VANCOUVER,54.5206667,-132.536333,511,360.0,102.3,15,9218131.0,C6RN3
