bs_ts,mmsi,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,Type of ship
2008-09-05T05:04:48,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3260167,41,218.5,2.3,0,9218131,C6RN3,16
2008-09-05T05:03:48,311109000,NORWEGIAN SUN,VANCOUVER,59.45041667,-135.3252667,42,225.3,1.7,0,9218131,C6RN3,16
2008-09-05T05:03:58,311109000,NORWEGIAN SUN,VANCOUVER,59.45035,-135.3253667,42,222.0,1.8,0,9218131,C6RN3,16
2008-09-05T05:02:07,311109000,NORWEGIAN SUN,VANCOUVER,59.45085,-135.3242833,45,230.1,1.1,0,9218131,C6RN3,16
2008-09-05T05:02:18,311109000,NORWEGIAN SUN,VANCOUVER,59.45081667,-135.3243667,45,234.4,1.2,0,9218131,C6RN3,16
2008-09-05T05:02:28,311109000,NORWEGIAN SUN,VANCOUVER,59.45078333,-135.3244667,44,228.7,1.2,0,9218131,C6RN3,16
2008-09-05T04:58:58,311109000,NORWEGIAN SUN,VANCOUVER,59.45106667,-135.3237333,43,223.0,0.1,0,9218131,C6RN3,16
2008-09-05T04:55:48,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236667,43,43.0,0.0,0,9218131,C6RN3,16
2008-09-05T04:52:38,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236667,43,43.0,0.0,0,9218131,C6RN3,16
2008-09-05T04:49:36,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236833,43,43.0,0.0,0,9218131,C6RN3,16
2008-09-05T04:49:59,311109000,NORWEGIAN SUN,VANCOUVER,59.4506667,-135.324667,511,360.0,102.3,15,9218131,C6RN3,16
2008-09-05T04:46:26,311109000,NORWEGIAN SUN,VANCOUVER,59.45106667,-135.3236833,43,43.0,0.0,0,9218131,C6RN3,16
2008-09-05T04:43:17,311109000,NORWEGIAN SUN,VANCOUVER,59.4511,-135.3236833,43,43.0,0.0,0,9218131,C6RN3,16
2008-09-05T04:40:06,311109000,NORWEGIAN SUN,VANCOUVER,59.4511,-135.3236667,43,43.0,0.0,0,9218131,C6RN3,16
2008-09-05T04:36:56,311109000,NORWEGIAN SUN,VANCOUVER,59.4511,-135.3236667,43,43.0,0.0,0,9218131,C6RN3,16
2008-09-05T04:36:21,311109000,NORWEGIAN SUN,VANCOUVER,59.4511,-135.3236667,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T04:33:19,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3237,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T04:27:19,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236667,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T04:24:16,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236667,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T04:21:16,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236833,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T04:18:16,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3237,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T04:15:14,311109000,NORWEGIAN SUN,VANCOUVER,59.4511,-135.3237167,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T04:06:10,311109000,NORWEGIAN SUN,VANCOUVER,59.4511,-135.3237,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T04:03:07,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3237,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T04:00:05,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3237167,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T03:54:04,311109000,NORWEGIAN SUN,VANCOUVER,59.4511,-135.3237,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T03:51:02,311109000,NORWEGIAN SUN,VANCOUVER,59.4511,-135.3236833,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T03:49:39,311109000,NORWEGIAN SUN,VANCOUVER,59.4506667,-135.324667,511,360.0,102.3,15,9218131,C6RN3,16
2008-09-05T03:48:01,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236833,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T03:45:00,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236833,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T03:41:57,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236833,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T03:35:56,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236833,43,43.0,0.0,5,9218131,C6RN3,16
2008-09-05T03:32:55,311109000,NORWEGIAN SUN,VANCOUVER,59.45108333,-135.3236667,43,43.0,0.0,5,9218131,C6RN3,16
