bs_ts,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,mmsi,Type of ship
2008-09-11T23:08:59,MILLENNIUM,SEWARD,59.5533333,-142.52,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-09-11T22:08:56,MILLENNIUM,SEWARD,59.548,-141.870667,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-09-11T21:08:02,MILLENNIUM,SEWARD,59.5433333,-141.204,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-09-11T20:07:41,MILLENNIUM,SEWARD,59.57,-140.542,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-09-11T19:55:27,MILLENNIUM,SEWARD,59.57825,-140.4148167,261,262.1,20.6,0,9189419,9HJF9,249055000,16
2008-09-11T19:55:15,MILLENNIUM,SEWARD,59.57838333,-140.4128167,261,262.9,20.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:54:51,MILLENNIUM,SEWARD,59.5787,-140.40815,261,262.1,20.6,0,9189419,9HJF9,249055000,16
2008-09-11T19:51:45,MILLENNIUM,SEWARD,59.58105,-140.3740333,261,262.9,20.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:50:03,MILLENNIUM,SEWARD,59.58236667,-140.3553333,260,262.0,20.0,0,9189419,9HJF9,249055000,16
2008-09-11T19:49:51,MILLENNIUM,SEWARD,59.58253333,-140.35315,261,263.5,19.9,0,9189419,9HJF9,249055000,16
2008-09-11T19:49:45,MILLENNIUM,SEWARD,59.58256667,-140.3522833,261,263.5,20.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:48:34,MILLENNIUM,SEWARD,59.58338333,-140.3389333,260,261.6,20.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:48:21,MILLENNIUM,SEWARD,59.58353333,-140.3367167,261,263.8,20.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:48:09,MILLENNIUM,SEWARD,59.58366667,-140.3345167,261,263.5,20.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:47:58,MILLENNIUM,SEWARD,59.58376667,-140.33255,261,264.7,20.1,0,9189419,9HJF9,249055000,16
2008-09-11T19:47:51,MILLENNIUM,SEWARD,59.58385,-140.3312333,261,264.4,19.9,0,9189419,9HJF9,249055000,16
2008-09-11T19:47:38,MILLENNIUM,SEWARD,59.584,-140.32905,260,264.3,20.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:47:33,MILLENNIUM,SEWARD,59.58405,-140.32795,260,263.2,20.3,0,9189419,9HJF9,249055000,16
2008-09-11T19:47:28,MILLENNIUM,SEWARD,59.58413333,-140.32685,261,263.8,20.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:46:33,MILLENNIUM,SEWARD,59.58473333,-140.31695,260,263.3,20.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:46:27,MILLENNIUM,SEWARD,59.5848,-140.31585,260,262.5,20.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:46:23,MILLENNIUM,SEWARD,59.58488333,-140.31475,260,262.2,20.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:46:09,MILLENNIUM,SEWARD,59.58503333,-140.3125667,260,262.5,20.3,0,9189419,9HJF9,249055000,16
2008-09-11T19:45:45,MILLENNIUM,SEWARD,59.5853,-140.3081333,260,263.1,19.9,0,9189419,9HJF9,249055000,16
2008-09-11T19:45:33,MILLENNIUM,SEWARD,59.58548333,-140.30575,260,262.8,20.0,0,9189419,9HJF9,249055000,16
2008-09-11T19:45:20,MILLENNIUM,SEWARD,59.58561667,-140.3035667,260,263.7,19.8,0,9189419,9HJF9,249055000,16
2008-09-11T19:44:57,MILLENNIUM,SEWARD,59.5859,-140.29945,260,263.1,19.8,0,9189419,9HJF9,249055000,16
2008-09-11T19:44:50,MILLENNIUM,SEWARD,59.58596667,-140.2981333,260,263.2,20.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:44:45,MILLENNIUM,SEWARD,59.58603333,-140.2972667,261,263.8,20.0,0,9189419,9HJF9,249055000,16
2008-09-11T19:44:38,MILLENNIUM,SEWARD,59.5861,-140.2961667,261,263.8,20.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:44:35,MILLENNIUM,SEWARD,59.58616667,-140.2950833,261,262.9,20.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:44:26,MILLENNIUM,SEWARD,59.58623333,-140.294,260,262.5,20.3,0,9189419,9HJF9,249055000,16
2008-09-11T19:44:20,MILLENNIUM,SEWARD,59.5863,-140.2929167,260,261.9,20.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:44:15,MILLENNIUM,SEWARD,59.58636667,-140.2918167,260,262.8,20.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:44:10,MILLENNIUM,SEWARD,59.58641667,-140.2909167,260,262.8,20.1,0,9189419,9HJF9,249055000,16
2008-09-11T19:44:03,MILLENNIUM,SEWARD,59.5865,-140.2896167,260,262.5,20.1,0,9189419,9HJF9,249055000,16
2008-09-11T19:43:57,MILLENNIUM,SEWARD,59.58655,-140.2887333,260,264.3,20.0,0,9189419,9HJF9,249055000,16
2008-09-11T19:43:45,MILLENNIUM,SEWARD,59.5867,-140.2863333,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-11T19:43:45,MILLENNIUM,SEWARD,59.5867,-140.2863333,260,263.7,20.0,0,9189419,9HJF9,249055000,16
2008-09-11T19:43:38,MILLENNIUM,SEWARD,59.5868,-140.285,260,263.1,20.1,0,9189419,9HJF9,249055000,16
2008-09-11T19:43:16,MILLENNIUM,SEWARD,59.58703333,-140.2808667,260,261.9,20.1,0,9189419,9HJF9,249055000,16
2008-09-11T19:43:03,MILLENNIUM,SEWARD,59.58715,-140.2786833,261,263.2,20.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:42:56,MILLENNIUM,SEWARD,59.58721667,-140.2776,261,263.8,20.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:42:39,MILLENNIUM,SEWARD,59.5874,-140.2743167,261,264.1,20.1,0,9189419,9HJF9,249055000,16
2008-09-11T19:42:33,MILLENNIUM,SEWARD,59.58745,-140.2734667,261,263.8,20.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:42:27,MILLENNIUM,SEWARD,59.58751667,-140.2721333,261,264.7,20.0,0,9189419,9HJF9,249055000,16
2008-09-11T19:41:34,MILLENNIUM,SEWARD,59.58805,-140.2623833,261,263.8,19.8,0,9189419,9HJF9,249055000,16
2008-09-11T19:41:27,MILLENNIUM,SEWARD,59.58811667,-140.26155,261,263.6,19.8,0,9189419,9HJF9,249055000,16
2008-09-11T19:41:20,MILLENNIUM,SEWARD,59.58818333,-140.26025,260,262.3,19.9,0,9189419,9HJF9,249055000,16
2008-09-11T19:41:15,MILLENNIUM,SEWARD,59.58826667,-140.2591833,261,263.0,19.9,0,9189419,9HJF9,249055000,16
2008-09-11T19:41:09,MILLENNIUM,SEWARD,59.5883,-140.2583,260,262.3,19.9,0,9189419,9HJF9,249055000,16
2008-09-11T19:41:02,MILLENNIUM,SEWARD,59.58838333,-140.2570167,260,262.9,19.7,0,9189419,9HJF9,249055000,16
2008-09-11T19:40:56,MILLENNIUM,SEWARD,59.58845,-140.25595,260,262.8,19.8,0,9189419,9HJF9,249055000,16
2008-09-11T19:40:51,MILLENNIUM,SEWARD,59.58851667,-140.2548667,260,262.9,19.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:40:45,MILLENNIUM,SEWARD,59.58858333,-140.2538,260,263.2,19.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:40:40,MILLENNIUM,SEWARD,59.58863333,-140.2527333,260,263.5,19.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:40:27,MILLENNIUM,SEWARD,59.58876667,-140.2508333,260,263.4,19.7,0,9189419,9HJF9,249055000,16
2008-09-11T19:40:20,MILLENNIUM,SEWARD,59.58883333,-140.24955,260,262.0,19.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:40:15,MILLENNIUM,SEWARD,59.58888333,-140.2484833,261,264.2,19.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:40:09,MILLENNIUM,SEWARD,59.58893333,-140.2474333,261,264.8,19.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:40:03,MILLENNIUM,SEWARD,59.589,-140.24635,261,264.8,19.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:39:56,MILLENNIUM,SEWARD,59.58906667,-140.2452833,261,264.5,19.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:39:51,MILLENNIUM,SEWARD,59.58913333,-140.2442167,261,263.3,19.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:39:45,MILLENNIUM,SEWARD,59.58918333,-140.2431667,262,264.9,19.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:39:39,MILLENNIUM,SEWARD,59.58923333,-140.2421,262,265.5,19.6,0,9189419,9HJF9,249055000,16
2008-09-11T19:39:33,MILLENNIUM,SEWARD,59.58926667,-140.24125,262,264.0,19.3,0,9189419,9HJF9,249055000,16
2008-09-11T19:39:27,MILLENNIUM,SEWARD,59.5893,-140.2401833,262,265.2,19.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:39:20,MILLENNIUM,SEWARD,59.58935,-140.2389,262,265.9,19.0,0,9189419,9HJF9,249055000,16
2008-09-11T19:39:16,MILLENNIUM,SEWARD,59.58938333,-140.2380833,262,265.5,19.6,0,9189419,9HJF9,249055000,16
2008-09-11T19:39:09,MILLENNIUM,SEWARD,59.58943333,-140.2370667,261,262.4,19.3,0,9189419,9HJF9,249055000,16
2008-09-11T19:39:03,MILLENNIUM,SEWARD,59.5895,-140.2357833,261,262.4,19.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:38:51,MILLENNIUM,SEWARD,59.58961667,-140.2337167,261,262.8,19.0,0,9189419,9HJF9,249055000,16
2008-09-11T19:38:36,MILLENNIUM,SEWARD,59.58978333,-140.2308333,261,264.3,18.9,0,9189419,9HJF9,249055000,16
2008-09-11T19:38:20,MILLENNIUM,SEWARD,59.58991667,-140.2285833,260,262.1,18.7,0,9189419,9HJF9,249055000,16
2008-09-11T19:38:15,MILLENNIUM,SEWARD,59.58998333,-140.2275667,260,262.7,18.8,0,9189419,9HJF9,249055000,16
2008-09-11T19:38:09,MILLENNIUM,SEWARD,59.59005,-140.2265667,260,262.1,18.7,0,9189419,9HJF9,249055000,16
2008-09-11T19:38:04,MILLENNIUM,SEWARD,59.59013333,-140.22555,260,261.2,18.6,0,9189419,9HJF9,249055000,16
2008-09-11T19:37:56,MILLENNIUM,SEWARD,59.59018333,-140.22455,260,263.9,18.6,0,9189419,9HJF9,249055000,16
2008-09-11T19:37:51,MILLENNIUM,SEWARD,59.59025,-140.22355,259,260.2,18.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:37:50,MILLENNIUM,SEWARD,59.59031667,-140.22255,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-11T19:37:45,MILLENNIUM,SEWARD,59.59031667,-140.22255,259,262.4,18.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:37:40,MILLENNIUM,SEWARD,59.59035,-140.2217667,259,261.1,18.5,0,9189419,9HJF9,249055000,16
2008-09-11T19:37:33,MILLENNIUM,SEWARD,59.59045,-140.22075,258,260.8,18.4,0,9189419,9HJF9,249055000,16
2008-09-11T19:37:27,MILLENNIUM,SEWARD,59.59055,-140.21975,258,259.8,18.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:37:20,MILLENNIUM,SEWARD,59.59066667,-140.2185667,258,261.1,18.2,0,9189419,9HJF9,249055000,16
2008-09-11T19:37:15,MILLENNIUM,SEWARD,59.59071667,-140.2177667,257,260.1,18.1,0,9189419,9HJF9,249055000,16
