bs_ts,name,mmsi,destination,heading,lat,lon,cog,sog,nav_status,imo,callsign,Type of ship
2008-08-28T23:57:33,ISLAND PRINCESS,310384000,JUNEAU,144,58.29159,-134.39545,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:54:34,ISLAND PRINCESS,310384000,JUNEAU,144,58.29159167,-134.39545,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:54:32,ISLAND PRINCESS,310384000,JUNEAU,0,58.29158167,-134.3954517,0.0,0.0,0,9230402.0,ZCDG4,16.0
2008-08-28T23:51:34,ISLAND PRINCESS,310384000,JUNEAU,144,58.29158167,-134.3954517,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:48:29,ISLAND PRINCESS,310384000,JUNEAU,144,58.29158667,-134.3954483,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:48:27,ISLAND PRINCESS,310384000,JUNEAU,0,58.29158667,-134.3954433,0.0,0.0,0,9230402.0,ZCDG4,16.0
2008-08-28T23:45:29,ISLAND PRINCESS,310384000,JUNEAU,144,58.29158667,-134.3954433,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:42:27,ISLAND PRINCESS,310384000,JUNEAU,0,58.29158167,-134.3954517,0.0,0.0,0,9230402.0,ZCDG4,16.0
2008-08-28T23:42:26,ISLAND PRINCESS,310384000,JUNEAU,144,58.29158167,-134.3954517,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:39:29,ISLAND PRINCESS,310384000,JUNEAU,144,58.29159167,-134.39545,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:36:29,ISLAND PRINCESS,310384000,JUNEAU,0,58.29159167,-134.3954517,0.0,0.0,0,9230402.0,ZCDG4,16.0
2008-08-28T23:36:26,ISLAND PRINCESS,310384000,JUNEAU,144,58.29159167,-134.3954517,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:35:24,ISLAND PRINCESS,310384000,JUNEAU,144,58.29159333,-134.3954533,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:33:23,ISLAND PRINCESS,310384000,JUNEAU,144,58.29159667,-134.3954583,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:30:27,ISLAND PRINCESS,310384000,JUNEAU,0,58.291605,-134.395465,0.0,0.0,0,9230402.0,ZCDG4,16.0
2008-08-28T23:27:20,ISLAND PRINCESS,310384000,JUNEAU,144,58.291605,-134.395465,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:24:27,ISLAND PRINCESS,310384000,JUNEAU,0,58.29160667,-134.3954717,0.0,0.0,0,9230402.0,ZCDG4,16.0
2008-08-28T23:24:19,ISLAND PRINCESS,310384000,JUNEAU,144,58.29160667,-134.3954717,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:21:19,ISLAND PRINCESS,310384000,JUNEAU,144,58.29160333,-134.395465,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:18:25,ISLAND PRINCESS,310384000,JUNEAU,0,58.29160167,-134.395475,0.0,0.0,0,9230402.0,ZCDG4,16.0
2008-08-28T23:18:18,ISLAND PRINCESS,310384000,JUNEAU,144,58.29160167,-134.395475,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:15:16,ISLAND PRINCESS,310384000,JUNEAU,144,58.291595,-134.3954833,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:12:24,ISLAND PRINCESS,310384000,JUNEAU,0,58.29159833,-134.39548,0.0,0.0,0,9230402.0,ZCDG4,16.0
2008-08-28T23:12:14,ISLAND PRINCESS,310384000,JUNEAU,144,58.29159833,-134.39548,144.0,0.0,5,9230402.0,ZCDG4,16.0
2008-08-28T23:09:16,ISLAND PRINCESS,310384000,JUNEAU,144,58.29160333,-134.395485,144.0,0.0,5,9230402.0,ZCDG4,16.0
