bs_ts,mmsi,lat,lon,nav_status,cog,sog,heading,imo,callsign,name,Type of ship,destination
2008-09-08T23:59:44,310344000,58.29156667,-134.3954667,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:58:56,310344000,58.29156667,-134.3954667,0,0.0,0.0,0,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:56:42,310344000,58.29156667,-134.3954667,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:53:41,310344000,58.29156667,-134.3954667,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:52:52,310344000,58.29156667,-134.3954833,0,0.0,0.0,0,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:50:40,310344000,58.29156667,-134.3954833,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:47:38,310344000,58.29156667,-134.3954667,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:46:52,310344000,58.29155,-134.39545,0,0.0,0.0,0,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:44:40,310344000,58.29155,-134.39545,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:41:37,310344000,58.29158333,-134.3955,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:40:51,310344000,58.29156667,-134.3955,0,0.0,0.0,0,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:38:35,310344000,58.29156667,-134.3955,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:35:35,310344000,58.29156667,-134.3954833,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:34:50,310344000,58.29155,-134.3954833,0,0.0,0.0,0,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:32:34,310344000,58.29155,-134.3954833,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:30:23,310344000,58.292,-134.396,15,360.0,102.3,511,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:29:30,310344000,58.29153333,-134.3954833,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:28:53,310344000,58.29155,-134.3954833,0,0.0,0.0,0,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:26:28,310344000,58.29155,-134.3954833,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:23:30,310344000,58.2916,-134.3955,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:22:50,310344000,58.2916,-134.3955167,0,0.0,0.0,0,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
2008-09-08T23:20:26,310344000,58.2916,-134.3955167,5,144.0,0.0,144,9192351,ZCDA9,GOLDEN PRINCESS,16,SKAGWAY
