bs_ts,name,mmsi,destination,heading,lat,lon,cog,sog,nav_status,imo,callsign,Type of ship
2008-09-14T23:59:57,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74285833,-147.6453667,250.2,18.7,0,9230402,ZCDG4,16
2008-09-14T23:59:51,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.743025,-147.6443683,250.5,18.7,0,9230402,ZCDG4,16
2008-09-14T23:59:44,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74319,-147.6433717,250.5,18.7,0,9230402,ZCDG4,16
2008-09-14T23:59:39,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74337333,-147.6423733,250.8,18.7,0,9230402,ZCDG4,16
2008-09-14T23:59:33,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74354,-147.641375,250.8,18.7,0,9230402,ZCDG4,16
2008-09-14T23:59:26,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74370667,-147.6403717,251.1,18.8,0,9230402,ZCDG4,16
2008-09-14T23:59:22,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74385833,-147.6395367,251.1,18.8,0,9230402,ZCDG4,16
2008-09-14T23:59:14,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74404167,-147.6383717,251.4,18.8,0,9230402,ZCDG4,16
2008-09-14T23:59:09,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74419167,-147.6375333,251.4,18.8,0,9230402,ZCDG4,16
2008-09-14T23:59:03,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74436,-147.6365117,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:58:57,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74451,-147.63553,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:58:52,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74467667,-147.6344817,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:58:46,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74484167,-147.6335,251.4,18.8,0,9230402,ZCDG4,16
2008-09-14T23:58:39,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74500833,-147.6324683,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:58:33,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74515833,-147.6314683,251.4,18.8,0,9230402,ZCDG4,16
2008-09-14T23:58:27,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74534333,-147.630295,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:58:08,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74584333,-147.6272633,251.4,18.8,0,9230402,ZCDG4,16
2008-09-14T23:57:51,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74632667,-147.6242433,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:57:46,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74646167,-147.623405,251.4,18.8,0,9230402,ZCDG4,16
2008-09-14T23:57:39,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.746645,-147.62222,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:57:32,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74681167,-147.6212233,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:57:28,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74696167,-147.6202017,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:57:21,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.747095,-147.619365,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:57:15,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74726167,-147.61833,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:57:09,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74743,-147.6173467,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:57:03,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74758,-147.6163133,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:56:58,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74774667,-147.615315,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:56:51,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74793,-147.6141317,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:56:44,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.748095,-147.6131367,252.0,18.8,0,9230402,ZCDG4,16
2008-09-14T23:56:33,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74837833,-147.6112817,251.7,18.8,0,9230402,ZCDG4,16
2008-09-14T23:56:28,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74856333,-147.6100983,252.0,18.8,0,9230402,ZCDG4,16
2008-09-14T23:56:28,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74869667,-147.6092633,252.0,18.8,0,9230402,ZCDG4,16
2008-09-14T23:56:09,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74904667,-147.607065,252.0,18.8,0,9230402,ZCDG4,16
2008-09-14T23:56:03,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74919667,-147.6060467,252.0,18.8,0,9230402,ZCDG4,16
2008-09-14T23:55:58,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74936333,-147.6050433,252.3,18.8,0,9230402,ZCDG4,16
2008-09-14T23:55:51,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74951333,-147.6040283,252.3,18.8,0,9230402,ZCDG4,16
2008-09-14T23:55:45,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74964667,-147.6031783,252.3,18.8,0,9230402,ZCDG4,16
2008-09-14T23:55:33,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.74996333,-147.6011583,252.3,18.8,0,9230402,ZCDG4,16
2008-09-14T23:55:30,ISLAND PRINCESS,310384000,GLACIER BAY,0,60.75028,-147.5991267,0.0,0.0,0,9230402,ZCDG4,16
2008-09-14T23:55:21,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75028,-147.5991267,252.6,18.8,0,9230402,ZCDG4,16
2008-09-14T23:55:12,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75061333,-147.596945,252.6,18.8,0,9230402,ZCDG4,16
2008-09-14T23:55:02,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75076333,-147.5959283,252.6,18.8,0,9230402,ZCDG4,16
2008-09-14T23:54:57,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75091333,-147.5949133,252.6,18.8,0,9230402,ZCDG4,16
2008-09-14T23:54:52,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.751065,-147.5938883,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:54:46,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75123167,-147.5928917,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:54:40,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75138,-147.5918767,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:54:35,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75151333,-147.5910283,252.6,18.8,0,9230402,ZCDG4,16
2008-09-14T23:54:27,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75168,-147.5898467,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:54:25,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75184667,-147.5888283,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:54:15,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.751965,-147.587975,253.0,18.7,0,9230402,ZCDG4,16
2008-09-14T23:54:10,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75211333,-147.5869783,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:54:02,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75229667,-147.5857967,253.0,18.7,0,9230402,ZCDG4,16
2008-09-14T23:53:57,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75243,-147.584945,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:53:51,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75258,-147.5839117,253.0,18.7,0,9230402,ZCDG4,16
2008-09-14T23:53:44,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75273167,-147.5829433,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:53:38,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.752915,-147.5817417,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:53:35,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75301333,-147.5810617,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:53:27,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75321333,-147.5797133,253.0,18.7,0,9230402,ZCDG4,16
2008-09-14T23:53:21,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75338,-147.5787117,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:53:16,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75351333,-147.577845,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:53:09,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75368,-147.57668,252.6,18.7,0,9230402,ZCDG4,16
2008-09-14T23:52:57,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75398,-147.574665,253.0,18.7,0,9230402,ZCDG4,16
2008-09-14T23:52:45,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75428167,-147.5726433,253.0,18.6,0,9230402,ZCDG4,16
2008-09-14T23:52:33,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.754565,-147.5707933,253.0,18.7,0,9230402,ZCDG4,16
2008-09-14T23:52:31,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75471333,-147.56978,253.0,18.6,0,9230402,ZCDG4,16
2008-09-14T23:52:31,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.754865,-147.5687733,253.0,18.6,0,9230402,ZCDG4,16
2008-09-14T23:52:31,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.755015,-147.56774,253.0,18.6,0,9230402,ZCDG4,16
2008-09-14T23:52:11,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.755165,-147.5667583,253.0,18.6,0,9230402,ZCDG4,16
2008-09-14T23:52:07,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.755315,-147.5657267,253.0,18.6,0,9230402,ZCDG4,16
2008-09-14T23:51:50,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.755615,-147.56371,253.0,18.6,0,9230402,ZCDG4,16
2008-09-14T23:51:45,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75578167,-147.5625617,253.3,18.6,0,9230402,ZCDG4,16
2008-09-14T23:51:38,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75593167,-147.5615467,253.3,18.6,0,9230402,ZCDG4,16
2008-09-14T23:51:27,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75623,-147.5595317,253.0,18.6,0,9230402,ZCDG4,16
2008-09-14T23:51:16,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75649833,-147.5576767,253.3,18.5,0,9230402,ZCDG4,16
2008-09-14T23:51:09,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.756665,-147.5565133,253.3,18.5,0,9230402,ZCDG4,16
2008-09-14T23:51:03,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.756815,-147.555515,253.3,18.5,0,9230402,ZCDG4,16
2008-09-14T23:50:57,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75693167,-147.5546817,253.3,18.5,0,9230402,ZCDG4,16
2008-09-14T23:50:51,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.757115,-147.553495,253.3,18.5,0,9230402,ZCDG4,16
2008-09-14T23:50:46,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75724833,-147.5524967,253.3,18.5,0,9230402,ZCDG4,16
2008-09-14T23:50:38,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75739833,-147.5514933,253.6,18.5,0,9230402,ZCDG4,16
2008-09-14T23:50:33,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.757515,-147.5506633,253.3,18.5,0,9230402,ZCDG4,16
2008-09-14T23:50:33,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.757665,-147.5496317,253.3,18.5,0,9230402,ZCDG4,16
2008-09-14T23:50:33,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.757815,-147.5486483,253.6,18.5,0,9230402,ZCDG4,16
2008-09-14T23:50:15,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75793167,-147.547815,253.3,18.5,0,9230402,ZCDG4,16
2008-09-14T23:50:09,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75813167,-147.54648,253.6,18.4,0,9230402,ZCDG4,16
2008-09-14T23:50:02,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.758265,-147.545465,253.6,18.4,0,9230402,ZCDG4,16
2008-09-14T23:49:57,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.758415,-147.544465,253.6,18.4,0,9230402,ZCDG4,16
2008-09-14T23:49:51,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.758565,-147.5434617,253.6,18.4,0,9230402,ZCDG4,16
2008-09-14T23:49:45,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75869833,-147.5424783,253.6,18.4,0,9230402,ZCDG4,16
2008-09-14T23:49:38,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75884833,-147.541475,253.6,18.3,0,9230402,ZCDG4,16
2008-09-14T23:49:32,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75898333,-147.5404717,253.9,18.3,0,9230402,ZCDG4,16
2008-09-14T23:49:27,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75911667,-147.5396233,253.9,18.3,0,9230402,ZCDG4,16
2008-09-14T23:49:24,ISLAND PRINCESS,310384000,GLACIER BAY,0,60.75926667,-147.5384883,0.0,0.0,0,9230402,ZCDG4,16
2008-09-14T23:49:23,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75926667,-147.5384883,254.2,18.3,0,9230402,ZCDG4,16
2008-09-14T23:49:15,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75938333,-147.537635,254.2,18.3,0,9230402,ZCDG4,16
2008-09-14T23:49:10,ISLAND PRINCESS,310384000,GLACIER BAY,253,60.75951667,-147.5366533,254.5,18.2,0,9230402,ZCDG4,16
