bs_ts,mmsi,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,Type of ship
2008-09-18T00:16:14,311109000,NORWEGIAN SUN,JUNEAU,57.6746667,-133.41,511,360.0,102.3,15,9218131.0,C6RN3,16.0
2008-09-18T02:34:20,311109000,NORWEGIAN SUN,JUNEAU,57.68953333,-133.6993667,190,189.1,20.0,5,9218131.0,C6RN3,16.0
2008-09-18T02:40:14,311109000,NORWEGIAN SUN,JUNEAU,57.65718333,-133.7064833,188,186.8,20.0,5,9218131.0,C6RN3,16.0
2008-09-18T02:38:14,311109000,NORWEGIAN SUN,JUNEAU,57.66818333,-133.7040333,188,186.8,19.9,5,9218131.0,C6RN3,16.0
2008-09-18T02:35:14,311109000,NORWEGIAN SUN,JUNEAU,57.68471667,-133.7005167,188,186.8,19.9,5,9218131.0,C6RN3,16.0
2008-09-18T02:34:50,311109000,NORWEGIAN SUN,JUNEAU,57.6868,-133.70005,188,186.8,19.9,5,9218131.0,C6RN3,16.0
2008-09-18T02:59:14,311109000,NORWEGIAN SUN,VICTORIA,57.55295,-133.7396667,189,189.0,20.0,0,9218131.0,C6RN3,16.0
2008-09-18T02:56:26,311109000,NORWEGIAN SUN,JUNEAU,57.56836667,-133.7348,189,189.8,20.1,0,9218131.0,C6RN3,16.0
2008-09-18T02:54:01,311109000,NORWEGIAN SUN,JUNEAU,57.58148333,-133.73065,189,189.0,20.2,5,9218131.0,C6RN3,16.0
2008-09-18T02:53:14,311109000,NORWEGIAN SUN,JUNEAU,57.5858,-133.7293,189,189.8,20.2,5,9218131.0,C6RN3,16.0
2008-09-18T03:18:06,311109000,NORWEGIAN SUN,VICTORIA,57.454,-133.771333,511,360.0,102.3,15,9218131.0,C6RN3,16.0
2008-09-18T03:14:38,311109000,NORWEGIAN SUN,VICTORIA,57.46816667,-133.7668333,190,190.0,20.1,0,9218131.0,C6RN3,16.0
2008-09-18T03:12:14,311109000,NORWEGIAN SUN,VICTORIA,57.48141667,-133.7626,190,190.0,20.2,0,9218131.0,C6RN3,16.0
2008-09-18T03:09:33,311109000,NORWEGIAN SUN,VICTORIA,57.49641667,-133.7579167,190,188.8,20.2,0,9218131.0,C6RN3,16.0
2008-09-18T00:02:59,311109000,NORWEGIAN SUN,JUNEAU,57.71613333,-133.5087,147,145.5,19.3,5,9218131.0,C6RN3,16.0
2008-09-18T02:08:43,311109000,,,57.73303333,-133.5354833,340,338.8,15.1,5,,,
2008-09-18T02:17:03,311109000,,,57.7446667,-133.584667,511,360.0,102.3,15,,,
2008-09-18T02:23:02,311109000,,,57.73461667,-133.6428667,255,254.1,19.4,5,,,
2008-09-18T02:21:19,311109000,,,57.7374,-133.6261167,255,252.0,19.4,5,,,
2008-09-18T02:21:38,311109000,,,57.7369,-133.629,255,252.0,19.7,5,,,
2008-09-18T02:21:44,311109000,,,57.73671667,-133.63015,255,252.1,19.8,5,,,
2008-09-18T02:20:38,311109000,,,57.73845,-133.6197167,255,251.9,18.6,5,,,
2008-09-18T02:32:14,311109000,NORWEGIAN SUN,JUNEAU,57.70105,-133.6957667,190,190.0,19.9,5,9218131.0,C6RN3,16.0
2008-09-18T02:30:20,311109000,NORWEGIAN SUN,JUNEAU,57.7112,-133.6924167,190,190.0,19.3,5,9218131.0,C6RN3,16.0
2008-09-18T02:29:02,311109000,NORWEGIAN SUN,JUNEAU,57.71796667,-133.6896833,196,198.7,18.8,5,9218131.0,C6RN3,16.0
2008-09-18T02:29:14,311109000,NORWEGIAN SUN,JUNEAU,57.71698333,-133.6902,193,194.5,18.8,5,9218131.0,C6RN3,16.0
2008-09-18T02:29:31,311109000,NORWEGIAN SUN,JUNEAU,57.71545,-133.6908833,191,192.5,18.9,5,9218131.0,C6RN3,16.0
2008-09-18T02:29:56,311109000,NORWEGIAN SUN,JUNEAU,57.71341667,-133.6916667,190,190.8,19.1,5,9218131.0,C6RN3,16.0
2008-09-18T02:28:02,311109000,NORWEGIAN SUN,JUNEAU,57.72258333,-133.6855167,212,215.6,18.9,5,9218131.0,C6RN3,16.0
2008-09-18T02:28:14,311109000,NORWEGIAN SUN,JUNEAU,57.7217,-133.6865667,209,212.0,18.8,5,9218131.0,C6RN3,16.0
2008-09-18T02:28:26,311109000,NORWEGIAN SUN,JUNEAU,57.72086667,-133.6874333,206,208.7,18.8,5,9218131.0,C6RN3,16.0
2008-09-18T02:28:43,311109000,NORWEGIAN SUN,JUNEAU,57.71955,-133.6886167,201,203.4,18.8,5,9218131.0,C6RN3,16.0
2008-09-18T02:28:49,311109000,NORWEGIAN SUN,JUNEAU,57.71898333,-133.6890333,199,201.4,18.8,5,9218131.0,C6RN3,16.0
2008-09-18T02:27:02,311109000,NORWEGIAN SUN,JUNEAU,57.72651667,-133.6789167,228,230.0,19.1,5,9218131.0,C6RN3,16.0
2008-09-18T02:27:14,311109000,NORWEGIAN SUN,JUNEAU,57.72585,-133.6802667,224,227.6,19.1,5,9218131.0,C6RN3,16.0
2008-09-18T02:27:31,311109000,NORWEGIAN SUN,JUNEAU,57.72471667,-133.6823167,220,223.3,19.0,5,9218131.0,C6RN3,16.0
2008-09-18T02:27:43,311109000,NORWEGIAN SUN,JUNEAU,57.72391667,-133.6836333,217,219.7,19.0,5,9218131.0,C6RN3,16.0
2008-09-18T02:27:50,311109000,NORWEGIAN SUN,JUNEAU,57.72343333,-133.6843667,215,218.3,18.9,5,9218131.0,C6RN3,16.0
2008-09-18T02:26:14,311109000,NORWEGIAN SUN,JUNEAU,57.72893333,-133.6724667,238,240.0,19.1,5,9218131.0,C6RN3,16.0
2008-09-18T02:26:26,311109000,NORWEGIAN SUN,JUNEAU,57.72841667,-133.6739667,236,238.0,19.1,5,9218131.0,C6RN3,16.0
2008-09-18T02:26:43,311109000,NORWEGIAN SUN,JUNEAU,57.72753333,-133.6764333,232,234.6,19.1,5,9218131.0,C6RN3,16.0
2008-09-18T02:25:56,311109000,NORWEGIAN SUN,JUNEAU,57.72968333,-133.6698667,241,242.5,19.0,5,9218131.0,C6RN3,16.0
2008-09-18T02:25:26,311109000,,,57.73083333,-133.6652167,246,247.2,19.0,5,,,
2008-09-18T02:24:43,311109000,,,57.73213333,-133.6587667,251,252.2,18.9,5,,,
2008-09-18T02:24:56,311109000,,,57.73173333,-133.6608167,250,250.6,18.9,5,,,
2008-09-18T02:50:38,311109000,NORWEGIAN SUN,JUNEAU,57.60021667,-133.7243833,190,190.0,20.1,5,9218131.0,C6RN3,16.0
2008-09-18T02:47:13,311109000,NORWEGIAN SUN,JUNEAU,57.61893333,-133.71795,190,190.0,20.1,5,9218131.0,C6RN3,16.0
2008-09-18T02:47:38,311109000,NORWEGIAN SUN,JUNEAU,57.61663333,-133.7187333,190,190.0,20.1,5,9218131.0,C6RN3,16.0
2008-09-18T02:44:13,311109000,NORWEGIAN SUN,JUNEAU,57.6354,-133.71255,190,190.0,20.0,5,9218131.0,C6RN3,16.0
2008-09-18T02:42:44,311109000,NORWEGIAN SUN,JUNEAU,57.6435,-133.71,190,188.8,20.0,5,9218131.0,C6RN3,16.0
2008-09-18T02:41:57,311109000,NORWEGIAN SUN,JUNEAU,57.64778333,-133.7087333,190,188.8,20.0,5,9218131.0,C6RN3,16.0
2008-09-18T03:02:16,311109000,NORWEGIAN SUN,VICTORIA,57.53655,-133.7448,190,190.0,20.0,0,9218131.0,C6RN3,16.0
2008-09-18T03:02:20,311109000,NORWEGIAN SUN,VICTORIA,57.536,-133.7449833,190,190.0,20.0,0,9218131.0,C6RN3,16.0
2008-09-18T03:08:08,311109000,NORWEGIAN SUN,VICTORIA,57.50406667,-133.7555833,190,190.0,20.3,0,9218131.0,C6RN3,16.0
2008-09-18T03:05:27,311109000,NORWEGIAN SUN,VICTORIA,57.51896667,-133.7506833,190,190.0,20.1,0,9218131.0,C6RN3,16.0
2008-09-18T03:28:20,311109000,NORWEGIAN SUN,VICTORIA,57.3937,-133.79905,197,197.8,20.1,0,9218131.0,C6RN3,16.0
2008-09-18T03:36:14,311109000,NORWEGIAN SUN,VICTORIA,57.35273333,-133.8275833,205,205.0,20.2,0,9218131.0,C6RN3,16.0
2008-09-18T03:34:44,311109000,NORWEGIAN SUN,VICTORIA,57.36025,-133.8210167,205,204.7,20.1,0,9218131.0,C6RN3,16.0
