name,mmsi,bs_ts,lat,lon,nav_status,cog,sog,heading,imo,callsign,destination
CELEBRITY INFINITY,249048000,2008-09-15T18:43:44,59.8966667,-139.648,15,360.0,102.3,511,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T21:25:58,59.85045,-139.6942833,0,197.4,15.9,196,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T21:22:58,59.8629,-139.6863667,0,197.1,15.4,196,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T21:21:40,59.86813333,-139.6830667,0,199.8,15.4,197,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T21:21:58,59.86688333,-139.6838167,0,197.1,15.5,196,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T21:18:59,59.87921667,-139.6754833,0,198.7,15.6,198,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T21:16:59,59.88741667,-139.6700167,0,199.0,16.0,198,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T21:15:54,59.89205,-139.6670333,0,197.1,16.0,195,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T21:14:41,59.89713333,-139.66395,0,198.2,15.8,195,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T18:41:48,59.89371667,-139.6507,0,24.5,12.1,25,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T18:38:36,59.88373333,-139.6597667,0,25.0,12.7,25,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T18:37:11,59.87926667,-139.66385,0,24.5,13.2,25,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T18:35:28,59.87333333,-139.6693,0,25.0,14.4,25,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T18:35:05,59.87185,-139.6706333,0,25.0,14.7,25,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T18:33:29,59.86571667,-139.6761667,0,24.6,15.8,25,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T18:31:47,59.85868333,-139.68245,0,23.9,16.9,25,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T18:30:17,59.85221667,-139.6882333,0,24.6,17.5,25,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T20:25:38,59.99148333,-139.54095,0,196.4,0.7,133,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T20:09:29,59.99411667,-139.5387,0,210.0,0.6,165,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T20:07:02,59.99435,-139.539,0,121.0,1.0,182,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T20:06:49,59.99436667,-139.5391167,0,114.9,1.2,185,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T20:02:36,59.99623333,-139.5409167,0,194.4,2.7,274,9189421,9HJD9,HUBBARD GLACIER
CELEBRITY INFINITY,249048000,2008-09-15T20:00:00,59.99758333,-139.5388,0,245.8,2.0,332,9189421,9HJD9,HUBBARD GLACIER
