bs_ts,mmsi,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,Type of ship
2008-09-02T23:49:52,311109000,NORWEGIAN SUN,JUNEAU,55.56195,-132.1944833,321,320.4,19.6,0,9218131,C6RN3,16
2008-09-02T23:48:58,311109000,NORWEGIAN SUN,JUNEAU,55.55823333,-132.1891833,322,321.7,19.6,0,9218131,C6RN3,16
2008-09-02T23:48:03,311109000,NORWEGIAN SUN,JUNEAU,55.55435,-132.1836333,321,319.8,19.5,0,9218131,C6RN3,16
2008-09-02T23:47:52,311109000,NORWEGIAN SUN,JUNEAU,55.55361667,-132.1825167,320,318.8,19.5,0,9218131,C6RN3,16
2008-09-02T23:56:45,311109000,NORWEGIAN SUN,JUNEAU,55.59313333,-132.2304667,332,330.5,19.4,0,9218131,C6RN3,16
2008-09-02T23:54:52,311109000,NORWEGIAN SUN,JUNEAU,55.58421667,-132.2216,331,329.8,19.5,0,9218131,C6RN3,16
2008-09-02T23:54:04,311109000,NORWEGIAN SUN,JUNEAU,55.58045,-132.21785,332,330.8,19.5,0,9218131,C6RN3,16
2008-09-02T23:53:34,311109000,NORWEGIAN SUN,JUNEAU,55.57815,-132.2156167,332,330.8,19.5,0,9218131,C6RN3,16
2008-09-02T23:53:04,311109000,NORWEGIAN SUN,JUNEAU,55.57581667,-132.21315,329,327.5,19.5,0,9218131,C6RN3,16
2008-09-02T23:52:33,311109000,NORWEGIAN SUN,JUNEAU,55.57355,-132.2105,326,325.4,19.6,0,9218131,C6RN3,16
2008-09-02T23:51:39,311109000,NORWEGIAN SUN,JUNEAU,55.5696,-132.2053,323,322.4,19.7,0,9218131,C6RN3,16
2008-09-02T23:59:04,311109000,NORWEGIAN SUN,JUNEAU,55.60386667,-132.2409833,332,331.1,19.1,0,9218131,C6RN3,16
2008-09-02T23:12:22,311109000,NORWEGIAN SUN,JUNEAU,55.46221667,-131.89715,292,291.6,18.8,0,9218131,C6RN3,16
2008-09-02T23:11:46,311109000,NORWEGIAN SUN,JUNEAU,55.46105,-131.8919833,293,293.0,18.9,0,9218131,C6RN3,16
2008-09-02T23:11:22,311109000,NORWEGIAN SUN,JUNEAU,55.46023333,-131.8886333,294,294.3,18.8,0,9218131,C6RN3,16
2008-09-02T23:11:16,311109000,NORWEGIAN SUN,JUNEAU,55.46001667,-131.8878,295,294.3,18.8,0,9218131,C6RN3,16
2008-09-02T23:10:16,311109000,NORWEGIAN SUN,JUNEAU,55.4577,-131.8797667,297,297.9,18.6,0,9218131,C6RN3,16
2008-09-02T23:09:34,311109000,NORWEGIAN SUN,JUNEAU,55.45595,-131.8740333,299,299.0,18.5,0,9218131,C6RN3,16
2008-09-02T23:08:58,311109000,NORWEGIAN SUN,JUNEAU,55.45443333,-131.8695167,303,302.0,18.4,0,9218131,C6RN3,16
2008-09-02T23:08:52,311109000,NORWEGIAN SUN,JUNEAU,55.45413333,-131.8686,303,302.3,18.4,0,9218131,C6RN3,16
