bs_ts,mmsi,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,Type of ship
2008-09-12T04:48:11,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3274,41,266.0,0.1,0,9218131,C6RN3,16
2008-09-12T04:47:01,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3273667,45,135.0,0.1,0,9218131,C6RN3,16
2008-09-12T04:43:50,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3274,45,135.0,0.1,0,9218131,C6RN3,16
2008-09-12T04:40:41,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3274,45,45.0,0.0,0,9218131,C6RN3,16
2008-09-12T04:37:41,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3273833,45,45.0,0.0,0,9218131,C6RN3,16
2008-09-12T04:34:41,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3274167,45,45.0,0.0,0,9218131,C6RN3,16
2008-09-12T04:31:40,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3274167,45,45.0,0.0,0,9218131,C6RN3,16
2008-09-12T04:29:41,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3274167,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T04:23:41,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3274,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T04:20:39,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3274,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T04:17:37,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3274167,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T04:14:36,311109000,NORWEGIAN SUN,VANCOUVER,59.45003333,-135.32745,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T04:09:31,311109000,NORWEGIAN SUN,VANCOUVER,59.45,-135.328,511,360.0,102.3,15,9218131,C6RN3,16
2008-09-12T04:08:34,311109000,NORWEGIAN SUN,VANCOUVER,59.45003333,-135.3274167,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T04:05:32,311109000,NORWEGIAN SUN,VANCOUVER,59.45003333,-135.3275,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T04:02:31,311109000,NORWEGIAN SUN,VANCOUVER,59.45,-135.3274333,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:59:30,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3274,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:56:30,311109000,NORWEGIAN SUN,VANCOUVER,59.45001667,-135.3273833,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:50:26,311109000,NORWEGIAN SUN,VANCOUVER,59.45003333,-135.3274,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:47:23,311109000,NORWEGIAN SUN,VANCOUVER,59.45003333,-135.3274,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:44:22,311109000,NORWEGIAN SUN,VANCOUVER,59.45003333,-135.3274,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:38:22,311109000,NORWEGIAN SUN,SKAGWAY,59.45001667,-135.3273833,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:35:18,311109000,NORWEGIAN SUN,SKAGWAY,59.45001667,-135.3273833,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:32:16,311109000,NORWEGIAN SUN,SKAGWAY,59.45001667,-135.3273833,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:26:17,311109000,NORWEGIAN SUN,SKAGWAY,59.45005,-135.3274167,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:23:15,311109000,NORWEGIAN SUN,SKAGWAY,59.45006667,-135.3274333,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:20:13,311109000,NORWEGIAN SUN,SKAGWAY,59.45006667,-135.3274167,45,45.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:14:10,311109000,NORWEGIAN SUN,SKAGWAY,59.45003333,-135.3274167,44,44.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:11:06,311109000,NORWEGIAN SUN,SKAGWAY,59.45003333,-135.3274167,44,44.0,0.0,5,9218131,C6RN3,16
2008-09-12T03:09:11,311109000,NORWEGIAN SUN,SKAGWAY,59.45,-135.328,511,360.0,102.3,15,9218131,C6RN3,16
