name,mmsi,bs_ts,lat,lon,nav_status,cog,sog,heading,imo,callsign,destination
OOSTERDAM,245417000,2008-05-12T18:09:28,58.26283,-134.3491083,0,313.1,9.4,315,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:06:17,58.25701333,-134.3375767,0,313.6,9.8,316,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:03:27,58.25152667,-134.3267867,0,314.8,10.2,316,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:02:46,58.25024333,-134.324365,0,316.3,10.4,318,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:26:57,58.28541,-134.3995967,0,319.5,4.6,322,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:26:37,58.28504333,-134.3990483,0,315.6,4.8,318,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:26:16,58.28470833,-134.3984667,0,312.8,4.8,314,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:24:28,58.28295833,-134.3947517,0,309.0,5.3,309,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:23:57,58.28245833,-134.3937017,0,308.0,5.4,308,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:23:17,58.28187333,-134.392135,0,306.9,5.5,308,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:22:38,58.28119167,-134.39067,0,305.9,5.7,308,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:22:08,58.28072333,-134.3895517,0,304.9,5.7,308,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:21:47,58.28050667,-134.388735,0,307.0,5.9,308,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:21:08,58.27984,-134.3870333,0,307.0,6.2,308,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:18:38,58.27708833,-134.3802633,0,308.3,7.0,310,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:16:08,58.27389,-134.3725467,0,308.5,7.9,310,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:14:38,58.27167333,-134.36743,0,310.9,8.5,313,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:14:18,58.27110667,-134.366215,0,311.0,8.7,313,9221281,PBKH,JUNEAU  ALASKA  USA
OOSTERDAM,245417000,2008-05-12T18:11:17,58.266085,-134.3556533,0,313.1,9.4,315,9221281,PBKH,JUNEAU  ALASKA  USA
