bs_ts,mmsi,lat,lon,nav_status,cog,sog,heading,imo,callsign,name,Type of ship,destination
2008-05-16T23:59:57,249053000,56.62305,-135.57985,0,162.5,18.6,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:59:51,249053000,56.62345,-135.5800833,0,162.5,18.6,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:59:50,249053000,56.62393333,-135.5803833,0,0.0,0.0,0,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:59:45,249053000,56.62393333,-135.5803833,0,162.5,18.6,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:59:38,249053000,56.6245,-135.5807167,0,162.5,18.5,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:59:32,249053000,56.62496667,-135.581,0,161.9,18.4,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:59:27,249053000,56.62536667,-135.5812167,0,162.2,18.4,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:59:21,249053000,56.62593333,-135.58155,0,162.5,18.4,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:59:14,249053000,56.62656667,-135.5819167,0,162.5,18.4,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:59:08,249053000,56.62695,-135.58215,0,162.2,18.2,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:59:02,249053000,56.62743333,-135.5824,0,162.2,18.2,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:58:56,249053000,56.6279,-135.5827,0,162.5,18.4,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:58:51,249053000,56.62863333,-135.5831333,0,162.2,18.2,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:58:45,249053000,56.62886667,-135.5832667,0,162.8,18.2,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:58:38,249053000,56.62941667,-135.5835833,0,161.6,18.2,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:58:33,249053000,56.63003333,-135.58395,0,161.9,18.4,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:58:27,249053000,56.6306,-135.5842667,0,161.9,18.4,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:58:20,249053000,56.63083333,-135.5844333,0,161.6,18.4,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
2008-05-16T23:58:14,249053000,56.6314,-135.58475,0,161.9,18.2,161,9106302,9HJG9,CELEBRITY MERCURY,16,VANCOUVER
