bs_ts,mmsi,lat,lon,nav_status,cog,sog,heading,imo,callsign,name,Type of ship,destination
2008-08-15T00:41:35,310344000,54.28535,-131.0583667,0,150.0,21.1,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:39:04,310344000,54.29806667,-131.07085,0,150.0,21.0,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:35:53,310344000,54.31425,-131.0866,0,150.5,20.9,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:35:04,310344000,54.3184,-131.0906333,0,150.2,21.0,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:34:47,310344000,54.31981667,-131.092,0,150.5,21.0,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:34:41,310344000,54.32031667,-131.0924833,0,149.7,21.0,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:34:35,310344000,54.32081667,-131.0929833,0,150.2,21.0,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:34:23,310344000,54.32183333,-131.0939667,0,150.5,20.9,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:33:41,310344000,54.32538333,-131.09735,0,150.2,20.9,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:33:29,310344000,54.3264,-131.09835,0,150.8,20.9,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:33:11,310344000,54.32791667,-131.0997833,0,150.5,20.9,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:32:59,310344000,54.32893333,-131.10075,0,150.2,20.9,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:32:52,310344000,54.32943333,-131.1012333,0,150.5,20.9,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:32:29,310344000,54.33146667,-131.1031667,0,150.5,20.8,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:32:11,310344000,54.33286667,-131.1045167,0,150.2,20.9,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:31:59,310344000,54.33388333,-131.1054667,0,150.8,20.8,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:31:35,310344000,54.336,-131.1074833,0,150.8,20.7,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:31:29,310344000,54.3365,-131.10795,0,150.5,20.7,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:30:52,310344000,54.33943333,-131.1107667,0,150.5,20.8,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:30:41,310344000,54.34051667,-131.1118,0,150.8,20.7,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:30:23,310344000,54.34193333,-131.1131667,0,151.1,20.8,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:30:17,310344000,54.34235,-131.1135667,0,150.5,20.7,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:30:11,310344000,54.34286667,-131.11405,0,150.8,20.7,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:29:52,310344000,54.34455,-131.11565,0,150.5,20.8,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:29:17,310344000,54.34746667,-131.1184667,0,150.0,20.7,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:29:04,310344000,54.34866667,-131.11965,0,150.5,20.7,150,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
2008-08-15T00:28:58,310344000,54.34905,-131.1200333,0,149.2,20.8,149,9192351,ZCDA9,GOLDEN PRINCESS,16,VICTORIA
