bs_ts,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,mmsi,Type of ship
2008-08-26T23:06:06,MILLENNIUM,SKAGWAY,59.45,-135.328,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T22:33:09,MILLENNIUM,SKAGWAY,59.4503,-135.32685,45,45.0,0.0,5,9189419,9HJF9,249055000,16
2008-08-26T22:05:29,MILLENNIUM,SKAGWAY,59.45,-135.328,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T21:05:09,MILLENNIUM,SKAGWAY,59.45,-135.328,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T20:04:49,MILLENNIUM,SKAGWAY,59.45,-135.328,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T19:04:20,MILLENNIUM,SKAGWAY,59.45,-135.328,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T18:03:51,MILLENNIUM,SKAGWAY,59.45,-135.328,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T17:03:14,MILLENNIUM,SKAGWAY,59.45,-135.328,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T16:02:45,MILLENNIUM,SKAGWAY,59.45,-135.328,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T11:00:21,MILLENNIUM,SKAGWAY,58.88,-135.219333,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T09:59:52,MILLENNIUM,SKAGWAY,58.7173333,-135.131333,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T08:59:44,MILLENNIUM,SKAGWAY,58.5373333,-134.975333,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-26T08:53:18,MILLENNIUM,SKAGWAY,58.5232,-134.9545167,317,318.4,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:53:18,MILLENNIUM,SKAGWAY,58.5232,-134.9545167,317,318.4,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:53:08,MILLENNIUM,SKAGWAY,58.5228,-134.95385,316,317.9,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:52:27,MILLENNIUM,SKAGWAY,58.52116667,-134.9508833,314,315.9,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:52:18,MILLENNIUM,SKAGWAY,58.52078333,-134.9501833,314,315.9,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:52:08,MILLENNIUM,SKAGWAY,58.52041667,-134.9494833,313,315.4,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:51:57,MILLENNIUM,SKAGWAY,58.52,-134.9486667,313,315.4,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:51:47,MILLENNIUM,SKAGWAY,58.51963333,-134.9479667,312,314.4,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:51:36,MILLENNIUM,SKAGWAY,58.5192,-134.9471333,312,313.9,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:51:18,MILLENNIUM,SKAGWAY,58.51846667,-134.9457167,312,314.4,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:51:08,MILLENNIUM,SKAGWAY,58.5181,-134.9449833,312,314.4,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:50:57,MILLENNIUM,SKAGWAY,58.51768333,-134.9441667,312,314.4,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:50:47,MILLENNIUM,SKAGWAY,58.51733333,-134.94345,312,314.8,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:50:36,MILLENNIUM,SKAGWAY,58.5169,-134.9426333,312,314.8,11.9,0,9189419,9HJF9,249055000,16
2008-08-26T08:50:26,MILLENNIUM,SKAGWAY,58.5165,-134.9418167,312,314.8,11.9,0,9189419,9HJF9,249055000,16
