bs_ts,name,mmsi,lat,lon,nav_status,cog,sog,heading,imo,callsign,destination
2008-08-01T00:32:38,OOSTERDAM,245417000,54.50133833,-131.2736517,0,180.0,22.0,178,9221281,PBKH,VICTORIA
2008-08-01T00:30:27,OOSTERDAM,245417000,54.51461667,-131.273515,0,180.3,21.9,178,9221281,PBKH,VICTORIA
2008-08-01T00:28:57,OOSTERDAM,245417000,54.52374,-131.2734233,0,180.6,21.7,178,9221281,PBKH,VICTORIA
2008-08-01T00:27:57,OOSTERDAM,245417000,54.52972,-131.2732583,0,181.1,21.7,178,9221281,PBKH,VICTORIA
2008-08-01T00:25:09,OOSTERDAM,245417000,54.54661833,-131.2719117,0,182.6,21.4,180,9221281,PBKH,VICTORIA
2008-08-01T00:15:09,OOSTERDAM,245417000,54.60473,-131.2670733,0,183.7,20.7,181,9221281,PBKH,VICTORIA
2008-08-01T00:14:03,OOSTERDAM,245417000,54.61096167,-131.26645,0,184.0,20.9,181,9221281,PBKH,VICTORIA
2008-08-01T00:13:09,OOSTERDAM,245417000,54.61630667,-131.26554,0,189.3,21.3,185,9221281,PBKH,VICTORIA
2008-08-01T00:13:27,OOSTERDAM,245417000,54.61448167,-131.2659433,0,187.3,21.3,183,9221281,PBKH,VICTORIA
2008-08-01T00:13:45,OOSTERDAM,245417000,54.612795,-131.2662367,0,185.5,21.0,182,9221281,PBKH,VICTORIA
2008-08-01T00:12:09,OOSTERDAM,245417000,54.62211667,-131.263565,0,196.5,21.6,191,9221281,PBKH,VICTORIA
2008-08-01T00:12:40,OOSTERDAM,245417000,54.61913167,-131.26476,0,192.5,21.6,188,9221281,PBKH,VICTORIA
2008-08-01T00:12:51,OOSTERDAM,245417000,54.617935,-131.2651017,0,191.5,21.5,187,9221281,PBKH,VICTORIA
2008-08-01T00:11:27,OOSTERDAM,245417000,54.62605833,-131.2615433,0,199.6,21.7,196,9221281,PBKH,VICTORIA
2008-08-01T00:11:51,OOSTERDAM,245417000,54.62386,-131.26274,0,196.9,21.7,193,9221281,PBKH,VICTORIA
2008-08-01T00:10:33,OOSTERDAM,245417000,54.63123167,-131.2581367,0,202.6,21.8,200,9221281,PBKH,VICTORIA
2008-08-01T00:10:58,OOSTERDAM,245417000,54.62889833,-131.25977,0,201.1,21.9,198,9221281,PBKH,VICTORIA
2008-08-01T00:09:58,OOSTERDAM,245417000,54.63454667,-131.255905,0,202.3,21.7,200,9221281,PBKH,VICTORIA
2008-08-01T00:08:45,OOSTERDAM,245417000,54.64131833,-131.2510333,0,202.0,21.9,200,9221281,PBKH,VICTORIA
2008-08-01T00:08:51,OOSTERDAM,245417000,54.64075833,-131.2514433,0,202.3,22.0,200,9221281,PBKH,VICTORIA
2008-08-01T00:51:34,OOSTERDAM,245417000,54.400835,-131.1943933,0,150.2,20.9,150,9221281,PBKH,VICTORIA
2008-08-01T00:50:27,OOSTERDAM,245417000,54.40647333,-131.199875,0,151.0,21.0,151,9221281,PBKH,VICTORIA
2008-08-01T00:49:33,OOSTERDAM,245417000,54.41095833,-131.2042867,0,148.7,21.1,149,9221281,PBKH,VICTORIA
2008-08-01T00:47:45,OOSTERDAM,245417000,54.41999,-131.213525,0,148.7,21.1,149,9221281,PBKH,VICTORIA
2008-08-01T00:45:33,OOSTERDAM,245417000,54.43114833,-131.2251333,0,148.1,21.4,149,9221281,PBKH,VICTORIA
2008-08-01T00:43:21,OOSTERDAM,245417000,54.44216833,-131.2367717,0,148.4,21.3,149,9221281,PBKH,VICTORIA
2008-08-01T00:42:15,OOSTERDAM,245417000,54.44769667,-131.24254,0,148.7,21.3,149,9221281,PBKH,VICTORIA
2008-08-01T00:05:44,OOSTERDAM,245417000,54.65822667,-131.2394267,0,200.5,21.7,200,9221281,PBKH,VICTORIA
2008-08-01T00:04:27,OOSTERDAM,245417000,54.66531833,-131.23471,0,200.7,21.6,200,9221281,PBKH,VICTORIA
2008-08-01T00:03:09,OOSTERDAM,245417000,54.67275,-131.2299183,0,200.7,21.7,200,9221281,PBKH,VICTORIA
2008-08-01T00:00:57,OOSTERDAM,245417000,54.68513667,-131.221435,0,203.2,21.9,203,9221281,PBKH,VICTORIA
2008-08-01T00:21:57,OOSTERDAM,245417000,54.56542667,-131.2703967,0,182.9,21.1,180,9221281,PBKH,VICTORIA
2008-08-01T00:20:40,OOSTERDAM,245417000,54.57280167,-131.2697817,0,182.4,20.9,180,9221281,PBKH,VICTORIA
2008-08-01T00:18:09,OOSTERDAM,245417000,54.58745333,-131.2685983,0,182.7,20.9,180,9221281,PBKH,VICTORIA
2008-08-01T00:41:09,OOSTERDAM,245417000,54.45331667,-131.2481133,0,151.0,21.4,151,9221281,PBKH,VICTORIA
2008-08-01T00:41:45,OOSTERDAM,245417000,54.45025667,-131.2451133,0,149.7,21.3,150,9221281,PBKH,VICTORIA
