bs_ts,name,mmsi,destination,heading,lat,lon,cog,sog,nav_status,imo,callsign,Type of ship
2008-08-03T23:59:40,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73702833,-147.5871733,265.0,16.1,0,9230402,ZCDG4,16
2008-08-03T23:59:34,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73706167,-147.5862683,265.0,16.1,0,9230402,ZCDG4,16
2008-08-03T23:59:23,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73714333,-147.5846033,265.0,16.1,0,9230402,ZCDG4,16
2008-08-03T23:59:10,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73722833,-147.5826517,265.0,16.1,0,9230402,ZCDG4,16
2008-08-03T23:59:06,ISLAND PRINCESS,310384000,COLLEGE FJORD,0,60.737295,-147.5809783,0.0,0.0,0,9230402,ZCDG4,16
2008-08-03T23:58:59,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.737295,-147.5809783,265.0,16.1,0,9230402,ZCDG4,16
2008-08-03T23:58:53,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.737345,-147.579925,265.0,16.1,0,9230402,ZCDG4,16
2008-08-03T23:58:46,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73737833,-147.57902,265.3,16.1,0,9230402,ZCDG4,16
2008-08-03T23:58:41,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73741167,-147.578105,265.0,16.1,0,9230402,ZCDG4,16
2008-08-03T23:58:36,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.737445,-147.5773533,265.0,16.1,0,9230402,ZCDG4,16
2008-08-03T23:58:29,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73747833,-147.576465,265.3,16.1,0,9230402,ZCDG4,16
2008-08-03T23:58:23,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73751167,-147.5755617,265.0,16.1,0,9230402,ZCDG4,16
2008-08-03T23:58:16,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73756333,-147.5744717,265.3,16.1,0,9230402,ZCDG4,16
2008-08-03T23:58:10,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73759667,-147.573585,265.3,16.0,0,9230402,ZCDG4,16
2008-08-03T23:58:00,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73766333,-147.5719117,265.3,16.0,0,9230402,ZCDG4,16
2008-08-03T23:57:56,ISLAND PRINCESS,310384000,COLLEGE FJORD,0,60.73769667,-147.5710067,0.0,0.0,0,9230402,ZCDG4,16
2008-08-03T23:57:54,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73769667,-147.5710067,265.3,16.0,0,9230402,ZCDG4,16
2008-08-03T23:57:47,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73773,-147.57012,265.3,16.0,0,9230402,ZCDG4,16
2008-08-03T23:57:41,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73776333,-147.5692167,265.3,16.0,0,9230402,ZCDG4,16
2008-08-03T23:57:35,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73781333,-147.5682983,265.3,16.0,0,9230402,ZCDG4,16
2008-08-03T23:57:30,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73783,-147.5675617,265.0,16.0,0,9230402,ZCDG4,16
2008-08-03T23:57:23,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73788,-147.5664933,265.3,16.0,0,9230402,ZCDG4,16
2008-08-03T23:57:16,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73793,-147.5652883,265.3,16.0,0,9230402,ZCDG4,16
2008-08-03T23:57:11,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73796333,-147.5643883,265.0,16.0,0,9230402,ZCDG4,16
2008-08-03T23:57:05,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73799667,-147.5636217,265.0,16.0,0,9230402,ZCDG4,16
2008-08-03T23:56:59,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73803,-147.5627383,265.0,16.0,0,9230402,ZCDG4,16
2008-08-03T23:56:53,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73806333,-147.5618333,265.0,16.0,0,9230402,ZCDG4,16
2008-08-03T23:56:47,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73809667,-147.560945,264.6,16.0,0,9230402,ZCDG4,16
2008-08-03T23:56:41,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73813,-147.5601917,264.6,16.0,0,9230402,ZCDG4,16
2008-08-03T23:56:35,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73818167,-147.5592733,265.0,16.0,0,9230402,ZCDG4,16
2008-08-03T23:56:30,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73819833,-147.5585217,264.6,16.0,0,9230402,ZCDG4,16
2008-08-03T23:56:23,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73824833,-147.5574683,264.2,16.0,0,9230402,ZCDG4,16
2008-08-03T23:56:16,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73829833,-147.55645,264.2,16.0,0,9230402,ZCDG4,16
2008-08-03T23:56:10,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73833167,-147.55555,264.2,16.0,0,9230402,ZCDG4,16
2008-08-03T23:56:05,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.73838167,-147.5547933,264.2,16.0,0,9230402,ZCDG4,16
2008-08-03T23:55:59,ISLAND PRINCESS,310384000,COLLEGE FJORD,265,60.738415,-147.5538883,264.2,16.0,0,9230402,ZCDG4,16
2008-08-03T23:55:47,ISLAND PRINCESS,310384000,COLLEGE FJORD,264,60.738515,-147.5520883,263.2,16.0,0,9230402,ZCDG4,16
2008-08-03T23:55:41,ISLAND PRINCESS,310384000,COLLEGE FJORD,263,60.738565,-147.551205,262.2,16.0,0,9230402,ZCDG4,16
2008-08-03T23:55:23,ISLAND PRINCESS,310384000,COLLEGE FJORD,262,60.73874667,-147.5483533,260.2,16.0,0,9230402,ZCDG4,16
2008-08-03T23:55:16,ISLAND PRINCESS,310384000,COLLEGE FJORD,261,60.73881333,-147.54747,260.2,16.0,0,9230402,ZCDG4,16
2008-08-03T23:55:07,ISLAND PRINCESS,310384000,COLLEGE FJORD,260,60.73896333,-147.5456817,259.6,16.0,0,9230402,ZCDG4,16
2008-08-03T23:54:59,ISLAND PRINCESS,310384000,COLLEGE FJORD,259,60.73904833,-147.5447883,258.6,16.0,0,9230402,ZCDG4,16
2008-08-03T23:54:53,ISLAND PRINCESS,310384000,COLLEGE FJORD,259,60.739115,-147.5440567,258.2,16.0,0,9230402,ZCDG4,16
