bs_ts,mmsi,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,Type of ship
2008-09-13T02:19:56,311109000,,,54.416,-131.797333,511,360.0,102.3,15,,,
2008-09-13T01:19:36,311109000,,,54.4473333,-132.332667,511,360.0,102.3,15,,,
2008-09-13T00:19:16,311109000,NORWEGIAN SUN,VANCOUVER,54.468,-132.880667,511,360.0,102.3,15,9218131.0,C6RN3,16.0
2008-09-13T04:02:37,311109000,NORWEGIAN SUN,VANCOUVER,54.31623333,-130.9941167,113,114.1,9.6,0,9218131.0,C6RN3,16.0
2008-09-13T04:01:58,311109000,NORWEGIAN SUN,VANCOUVER,54.31693333,-130.9969833,110,111.1,10.1,0,9218131.0,C6RN3,16.0
2008-09-13T04:00:38,311109000,NORWEGIAN SUN,VANCOUVER,54.31833333,-131.0033,110,110.5,11.1,0,9218131.0,C6RN3,16.0
2008-09-13T04:00:58,311109000,NORWEGIAN SUN,VANCOUVER,54.31796667,-131.0016333,110,110.0,10.8,0,9218131.0,C6RN3,16.0
2008-09-13T03:58:27,311109000,NORWEGIAN SUN,VANCOUVER,54.32085,-131.01545,106,105.1,13.4,0,9218131.0,C6RN3,16.0
2008-09-13T03:56:27,311109000,NORWEGIAN SUN,VANCOUVER,54.32293333,-131.0278833,111,110.1,13.9,0,9218131.0,C6RN3,16.0
2008-09-13T03:53:47,311109000,NORWEGIAN SUN,VANCOUVER,54.32661667,-131.0440833,112,112.0,13.7,0,9218131.0,C6RN3,16.0
2008-09-13T03:51:07,311109000,,,54.33038333,-131.0603333,112,111.1,13.7,0,,,
2008-09-13T03:51:28,311109000,,,54.32993333,-131.0582833,112,111.1,13.7,0,,,
2008-09-13T03:47:56,311109000,,,54.33471667,-131.0795,112,111.1,13.7,0,,,
2008-09-13T03:45:13,311109000,,,54.33848333,-131.0961667,111,110.5,13.8,0,,,
2008-09-13T03:42:43,311109000,,,54.3419,-131.1115167,112,111.1,14.1,0,,,
2008-09-13T03:40:13,311109000,,,54.3455,-131.1275,111,109.8,15.2,0,,,
2008-09-13T03:39:37,311109000,,,54.34643333,-131.1317833,111,109.9,15.8,0,,,
2008-09-13T04:36:29,311109000,NORWEGIAN SUN,VANCOUVER,54.20333333,-131.0217,194,189.2,14.5,0,9218131.0,C6RN3,16.0
2008-09-13T04:33:29,311109000,NORWEGIAN SUN,VANCOUVER,54.21523333,-131.01855,194,188.8,14.5,0,9218131.0,C6RN3,16.0
2008-09-13T04:32:29,311109000,NORWEGIAN SUN,VANCOUVER,54.21931667,-131.0175167,193,187.5,14.7,0,9218131.0,C6RN3,16.0
2008-09-13T04:31:00,311109000,NORWEGIAN SUN,VANCOUVER,54.2252,-131.0161,193,187.9,14.8,0,9218131.0,C6RN3,16.0
2008-09-13T04:31:17,311109000,NORWEGIAN SUN,VANCOUVER,54.22405,-131.0164,193,188.3,14.7,0,9218131.0,C6RN3,16.0
2008-09-13T04:27:06,311109000,NORWEGIAN SUN,VANCOUVER,54.24105,-131.0120667,194,188.5,14.7,0,9218131.0,C6RN3,16.0
2008-09-13T04:27:47,311109000,NORWEGIAN SUN,VANCOUVER,54.2382,-131.0127833,193,187.9,14.9,0,9218131.0,C6RN3,16.0
2008-09-13T04:26:42,311109000,NORWEGIAN SUN,VANCOUVER,54.24266667,-131.0115833,196,190.9,14.8,0,9218131.0,C6RN3,16.0
2008-09-13T04:26:47,311109000,NORWEGIAN SUN,VANCOUVER,54.24226667,-131.0117167,195,190.3,14.7,0,9218131.0,C6RN3,16.0
2008-09-13T04:26:54,311109000,NORWEGIAN SUN,VANCOUVER,54.24186667,-131.0118333,195,189.5,14.9,0,9218131.0,C6RN3,16.0
2008-09-13T03:36:31,311109000,,,54.3512,-131.1550167,109,108.6,17.1,0,,,
2008-09-13T03:36:49,311109000,,,54.35075,-131.1525167,109,108.3,17.1,0,,,
2008-09-13T03:29:07,311109000,,,54.36128333,-131.21255,107,107.0,17.1,0,,,
2008-09-13T03:20:42,311109000,,,54.37,-131.286667,511,360.0,102.3,15,,,
2008-09-13T03:04:25,311109000,,,54.38215,-131.4171167,102,99.1,18.0,0,,,
2008-09-13T03:04:37,311109000,,,54.38196667,-131.41545,102,100.0,17.9,0,,,
2008-09-13T04:22:00,311109000,NORWEGIAN SUN,VANCOUVER,54.26048333,-130.99855,217,214.7,15.6,0,9218131.0,C6RN3,16.0
2008-09-13T04:21:11,311109000,NORWEGIAN SUN,VANCOUVER,54.2666667,-130.991333,511,360.0,102.3,15,9218131.0,C6RN3,16.0
2008-09-13T04:16:41,311109000,NORWEGIAN SUN,VANCOUVER,54.27923333,-130.9749,216,213.4,15.5,0,9218131.0,C6RN3,16.0
2008-09-13T04:15:36,311109000,NORWEGIAN SUN,VANCOUVER,54.2832,-130.9708,212,208.8,14.6,0,9218131.0,C6RN3,16.0
2008-09-13T04:14:27,311109000,NORWEGIAN SUN,VANCOUVER,54.28706667,-130.9672167,211,206.3,13.6,0,9218131.0,C6RN3,16.0
2008-09-13T04:12:09,311109000,NORWEGIAN SUN,VANCOUVER,54.2953,-130.96355,184,181.0,13.5,0,9218131.0,C6RN3,16.0
2008-09-13T04:12:20,311109000,NORWEGIAN SUN,VANCOUVER,54.29468333,-130.9635833,187,182.3,13.4,0,9218131.0,C6RN3,16.0
2008-09-13T04:42:05,311109000,NORWEGIAN SUN,VANCOUVER,54.18113333,-131.0278833,194,189.3,14.6,0,9218131.0,C6RN3,16.0
2008-09-13T04:37:35,311109000,NORWEGIAN SUN,VANCOUVER,54.19905,-131.0229,194,188.8,14.4,0,9218131.0,C6RN3,16.0
2008-09-13T06:22:00,311109000,NORWEGIAN SUN,VANCOUVER,53.7926667,-131.010667,511,360.0,102.3,15,9218131.0,C6RN3,16.0
2008-09-13T07:22:28,311109000,NORWEGIAN SUN,VANCOUVER,53.5553333,-131.020667,511,360.0,102.3,15,9218131.0,C6RN3,16.0
2008-09-13T08:22:57,311109000,NORWEGIAN SUN,VANCOUVER,53.326,-130.913333,511,360.0,102.3,15,9218131.0,C6RN3,16.0
2008-09-13T09:23:26,311109000,NORWEGIAN SUN,VANCOUVER,53.1033333,-130.672667,511,360.0,102.3,15,9218131.0,C6RN3,16.0
