bs_ts,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,mmsi,Type of ship
2008-08-11T23:58:09,MILLENNIUM,JUNEAU,58.29535,-134.4005833,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:58:08,MILLENNIUM,JUNEAU,58.29535,-134.4005833,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:55:07,MILLENNIUM,JUNEAU,58.29533333,-134.4005833,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:52:07,MILLENNIUM,JUNEAU,58.29533333,-134.40055,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:52:05,MILLENNIUM,JUNEAU,58.29533333,-134.40055,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:49:06,MILLENNIUM,JUNEAU,58.29535,-134.40055,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:46:06,MILLENNIUM,JUNEAU,58.29535,-134.4005833,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:46:02,MILLENNIUM,JUNEAU,58.29535,-134.4005833,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:43:01,MILLENNIUM,JUNEAU,58.29536667,-134.4005833,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:40:12,MILLENNIUM,JUNEAU,58.29535,-134.4004667,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:39:59,MILLENNIUM,JUNEAU,58.29535,-134.4004667,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:36:59,MILLENNIUM,JUNEAU,58.29535,-134.4004667,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:34:08,MILLENNIUM,JUNEAU,58.29536667,-134.4005833,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:33:56,MILLENNIUM,JUNEAU,58.29536667,-134.4005833,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:30:58,MILLENNIUM,JUNEAU,58.29538333,-134.4005667,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:28:09,MILLENNIUM,JUNEAU,58.29538333,-134.4006,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:27:54,MILLENNIUM,JUNEAU,58.29538333,-134.4006,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:24:54,MILLENNIUM,JUNEAU,58.29533333,-134.4006,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:22:07,MILLENNIUM,JUNEAU,58.29535,-134.4005,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:21:54,MILLENNIUM,JUNEAU,58.29535,-134.4005,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:18:53,MILLENNIUM,JUNEAU,58.29536667,-134.4005333,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:16:07,MILLENNIUM,JUNEAU,58.29536667,-134.4005333,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:15:51,MILLENNIUM,JUNEAU,58.29536667,-134.4005333,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:14:54,MILLENNIUM,JUNEAU,58.296,-134.401333,511,360.0,102.3,15,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:12:48,MILLENNIUM,JUNEAU,58.29538333,-134.4005333,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:10:03,MILLENNIUM,JUNEAU,58.29538333,-134.4005667,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:09:48,MILLENNIUM,JUNEAU,58.29538333,-134.4005667,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:06:49,MILLENNIUM,JUNEAU,58.29538333,-134.40055,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:04:08,MILLENNIUM,JUNEAU,58.29538333,-134.40055,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:03:47,MILLENNIUM,JUNEAU,58.29538333,-134.40055,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T23:00:43,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:58:04,MILLENNIUM,JUNEAU,58.2954,-134.4006,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:57:42,MILLENNIUM,JUNEAU,58.2954,-134.4006,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:54:40,MILLENNIUM,JUNEAU,58.29538333,-134.4006,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:52:02,MILLENNIUM,JUNEAU,58.2954,-134.4005833,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:51:41,MILLENNIUM,JUNEAU,58.2954,-134.4005833,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:48:39,MILLENNIUM,JUNEAU,58.29533333,-134.4005833,139,139.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:46:04,MILLENNIUM,JUNEAU,58.29533333,-134.4006,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:45:38,MILLENNIUM,JUNEAU,58.29533333,-134.4006,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:42:36,MILLENNIUM,JUNEAU,58.29536667,-134.4005833,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:40:02,MILLENNIUM,JUNEAU,58.29538333,-134.4005333,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:39:36,MILLENNIUM,JUNEAU,58.29538333,-134.4005333,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:36:32,MILLENNIUM,JUNEAU,58.29538333,-134.4005167,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:34:02,MILLENNIUM,JUNEAU,58.29538333,-134.4005333,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:33:33,MILLENNIUM,JUNEAU,58.29538333,-134.4005333,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:30:31,MILLENNIUM,JUNEAU,58.2954,-134.40055,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:28:01,MILLENNIUM,JUNEAU,58.2954,-134.40055,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:27:28,MILLENNIUM,JUNEAU,58.2954,-134.40055,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:24:27,MILLENNIUM,JUNEAU,58.2954,-134.40055,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:22:03,MILLENNIUM,JUNEAU,58.29546667,-134.4005,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:21:28,MILLENNIUM,JUNEAU,58.29546667,-134.4005,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:18:27,MILLENNIUM,JUNEAU,58.29541667,-134.4005333,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:15:58,MILLENNIUM,JUNEAU,58.29538333,-134.4005667,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:15:24,MILLENNIUM,JUNEAU,58.29538333,-134.4005667,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:14:25,MILLENNIUM,JUNEAU,58.296,-134.401333,511,360.0,102.3,15,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:12:23,MILLENNIUM,JUNEAU,58.29543333,-134.40055,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:09:58,MILLENNIUM,JUNEAU,58.2954,-134.4005667,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:09:19,MILLENNIUM,JUNEAU,58.2954,-134.4005667,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:06:20,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:04:01,MILLENNIUM,JUNEAU,58.29533333,-134.4006,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:03:20,MILLENNIUM,JUNEAU,58.29533333,-134.4006,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T22:00:19,MILLENNIUM,JUNEAU,58.29536667,-134.4006,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:57:57,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:57:17,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:54:15,MILLENNIUM,JUNEAU,58.29536667,-134.4005833,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:51:59,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:51:14,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:48:13,MILLENNIUM,JUNEAU,58.29536667,-134.4006167,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:45:55,MILLENNIUM,JUNEAU,58.29538333,-134.4006167,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:45:12,MILLENNIUM,JUNEAU,58.29538333,-134.4006167,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:42:11,MILLENNIUM,JUNEAU,58.29535,-134.4006,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:39:57,MILLENNIUM,JUNEAU,58.29536667,-134.4006167,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:39:10,MILLENNIUM,JUNEAU,58.29536667,-134.4006167,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:36:07,MILLENNIUM,JUNEAU,58.29535,-134.4006,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:33:56,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:33:05,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:30:06,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:27:53,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:27:04,MILLENNIUM,JUNEAU,58.29538333,-134.4005833,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:24:02,MILLENNIUM,JUNEAU,58.29538333,-134.4005667,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:21:53,MILLENNIUM,JUNEAU,58.29536667,-134.4005833,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:20:58,MILLENNIUM,JUNEAU,58.29536667,-134.4005833,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:18:00,MILLENNIUM,JUNEAU,58.29535,-134.4006,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:14:58,MILLENNIUM,JUNEAU,58.29535,-134.4005833,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:14:05,MILLENNIUM,JUNEAU,58.296,-134.401333,511,360.0,102.3,15,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:11:58,MILLENNIUM,JUNEAU,58.29535,-134.4006,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:09:52,MILLENNIUM,JUNEAU,58.29536667,-134.4006,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:08:55,MILLENNIUM,JUNEAU,58.29536667,-134.4006,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:05:52,MILLENNIUM,JUNEAU,58.29536667,-134.4005667,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:03:53,MILLENNIUM,JUNEAU,58.29535,-134.4006167,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T21:02:51,MILLENNIUM,JUNEAU,58.29535,-134.4006167,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T20:59:53,MILLENNIUM,JUNEAU,58.29536667,-134.4006,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T20:57:52,MILLENNIUM,JUNEAU,58.29535,-134.4006167,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
2008-08-11T20:56:50,MILLENNIUM,JUNEAU,58.29535,-134.4006167,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T20:53:48,MILLENNIUM,JUNEAU,58.29536667,-134.4006333,138,138.0,0.0,5,9189419.0,9HJF9,249055000,16.0
2008-08-11T20:51:54,MILLENNIUM,JUNEAU,58.29536667,-134.4006,0,0.0,0.0,0,9189419.0,9HJF9,249055000,16.0
