bs_ts,name,mmsi,lat,lon,heading,destination,cog,sog,imo,callsign,Type of ship and cargo
2008-05-15T23:57:54,NORWEGIAN SUN,311109000,59.45,-135.3274667,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:55:06,NORWEGIAN SUN,311109000,59.45,-135.32745,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T23:54:51,NORWEGIAN SUN,311109000,59.45,-135.32745,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:51:53,NORWEGIAN SUN,311109000,59.45,-135.32745,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:50:55,NORWEGIAN SUN,311109000,59.45,-135.3274333,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T23:49:06,NORWEGIAN SUN,311109000,59.45,-135.3274333,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T23:48:51,NORWEGIAN SUN,311109000,59.45,-135.3274333,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:45:50,NORWEGIAN SUN,311109000,59.45,-135.3274167,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:42:50,NORWEGIAN SUN,311109000,59.45,-135.3274167,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:39:48,NORWEGIAN SUN,311109000,59.45001667,-135.3274333,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:37:03,NORWEGIAN SUN,311109000,59.45001667,-135.3274333,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T23:36:46,NORWEGIAN SUN,311109000,59.45001667,-135.3274333,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:33:43,NORWEGIAN SUN,311109000,59.45,-135.3274333,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:30:59,NORWEGIAN SUN,311109000,59.45,-135.32745,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T23:30:44,NORWEGIAN SUN,311109000,59.45,-135.32745,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:25:03,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T23:24:41,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:19:01,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T23:18:39,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:15:38,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:12:57,NORWEGIAN SUN,311109000,59.45003333,-135.3274333,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T23:12:35,NORWEGIAN SUN,311109000,59.45003333,-135.3274333,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:09:31,NORWEGIAN SUN,311109000,59.45003333,-135.3274333,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:06:58,NORWEGIAN SUN,311109000,59.45003333,-135.3274167,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T23:06:31,NORWEGIAN SUN,311109000,59.45003333,-135.3274167,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:03:30,NORWEGIAN SUN,311109000,59.45003333,-135.3274,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T23:00:58,NORWEGIAN SUN,311109000,59.45003333,-135.3274,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T23:00:28,NORWEGIAN SUN,311109000,59.45003333,-135.3274,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T22:57:27,NORWEGIAN SUN,311109000,59.45003333,-135.3274,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T22:54:59,NORWEGIAN SUN,311109000,59.45,-135.3274167,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T22:54:28,NORWEGIAN SUN,311109000,59.45,-135.3274167,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T22:51:26,NORWEGIAN SUN,311109000,59.45,-135.3274333,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:48:56,NORWEGIAN SUN,311109000,59.45001667,-135.32745,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T22:48:23,NORWEGIAN SUN,311109000,59.45001667,-135.32745,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:43:02,NORWEGIAN SUN,311109000,59.45003333,-135.3274167,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T22:42:22,NORWEGIAN SUN,311109000,59.45003333,-135.3274167,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:39:22,NORWEGIAN SUN,311109000,59.45001667,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:36:56,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T22:36:19,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:30:56,NORWEGIAN SUN,311109000,59.45003333,-135.3274,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T22:30:16,NORWEGIAN SUN,311109000,59.45003333,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:27:15,NORWEGIAN SUN,311109000,59.45005,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:24:53,NORWEGIAN SUN,311109000,59.45005,-135.32735,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T22:24:14,NORWEGIAN SUN,311109000,59.45005,-135.32735,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:21:13,NORWEGIAN SUN,311109000,59.45005,-135.3273667,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:18:54,NORWEGIAN SUN,311109000,59.45006667,-135.3273167,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T22:18:12,NORWEGIAN SUN,311109000,59.45006667,-135.3273167,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:15:08,NORWEGIAN SUN,311109000,59.45006667,-135.32735,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:12:53,NORWEGIAN SUN,311109000,59.45003333,-135.3273667,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T22:12:07,NORWEGIAN SUN,311109000,59.45003333,-135.3273667,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:09:06,NORWEGIAN SUN,311109000,59.45005,-135.3273667,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:06:53,NORWEGIAN SUN,311109000,59.45006667,-135.3273,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T22:06:05,NORWEGIAN SUN,311109000,59.45006667,-135.3273,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:03:04,NORWEGIAN SUN,311109000,59.45003333,-135.3274167,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T22:00:54,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T22:00:02,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:57:51,NORWEGIAN SUN,311109000,59.45003333,-135.3273833,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:57:40,NORWEGIAN SUN,311109000,59.45003333,-135.3273833,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:57:32,NORWEGIAN SUN,311109000,59.45003333,-135.3273833,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:57:11,NORWEGIAN SUN,311109000,59.45001667,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:57:01,NORWEGIAN SUN,311109000,59.45001667,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:56:51,NORWEGIAN SUN,311109000,59.45001667,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:56:40,NORWEGIAN SUN,311109000,59.45001667,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:56:32,NORWEGIAN SUN,311109000,59.45,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:56:21,NORWEGIAN SUN,311109000,59.45,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:56:11,NORWEGIAN SUN,311109000,59.45,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:56:01,NORWEGIAN SUN,311109000,59.45,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:55:51,NORWEGIAN SUN,311109000,59.44998333,-135.3274333,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:55:32,NORWEGIAN SUN,311109000,59.44998333,-135.3274333,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:55:21,NORWEGIAN SUN,311109000,59.44998333,-135.3274333,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:55:11,NORWEGIAN SUN,311109000,59.45,-135.3274333,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:55:01,NORWEGIAN SUN,311109000,59.45001667,-135.3274333,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:54:52,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T21:54:51,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:54:40,NORWEGIAN SUN,311109000,59.45001667,-135.3274333,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:54:32,NORWEGIAN SUN,311109000,59.45001667,-135.3274333,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:54:21,NORWEGIAN SUN,311109000,59.45003333,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:54:16,NORWEGIAN SUN,311109000,59.45003333,-135.3274,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:54:11,NORWEGIAN SUN,311109000,59.45003333,-135.3274,46,SKAGWAY,45.7,0.0,9218131,C6RN3,69
2008-05-15T21:54:07,NORWEGIAN SUN,311109000,59.45003333,-135.3274,46,SKAGWAY,45.7,0.0,9218131,C6RN3,69
2008-05-15T21:52:01,NORWEGIAN SUN,311109000,59.45001667,-135.3274167,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:50:55,NORWEGIAN SUN,311109000,59.45003333,-135.3274167,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:48:49,NORWEGIAN SUN,311109000,59.44998333,-135.3274333,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
2008-05-15T21:46:01,NORWEGIAN SUN,311109000,59.44998333,-135.3274333,46,SKAGWAY,46.0,0.0,9218131,C6RN3,69
2008-05-15T21:43:00,NORWEGIAN SUN,311109000,59.45001667,-135.3274333,45,SKAGWAY,45.0,0.0,9218131,C6RN3,69
2008-05-15T21:42:50,NORWEGIAN SUN,311109000,59.45003333,-135.3274333,0,SKAGWAY,0.0,0.0,9218131,C6RN3,69
