bs_ts,name,mmsi,destination,heading,lat,lon,cog,sog,nav_status,imo,callsign,Type of ship
2008-08-15T23:59:58,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729,-135.3224783,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:57:14,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44729333,-135.3224783,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T23:56:57,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729333,-135.3224783,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:53:56,ISLAND PRINCESS,310384000,SKAGWAY,43,59.447295,-135.32248,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:51:15,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44729167,-135.322475,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T23:50:55,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729167,-135.322475,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:47:55,ISLAND PRINCESS,310384000,SKAGWAY,43,59.447295,-135.32248,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:45:13,ISLAND PRINCESS,310384000,SKAGWAY,0,59.4473,-135.3224883,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T23:44:52,ISLAND PRINCESS,310384000,SKAGWAY,43,59.4473,-135.3224883,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:41:50,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729667,-135.3224717,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:40:12,ISLAND PRINCESS,310384000,SKAGWAY,511,59.4466667,-135.323333,360.0,102.3,15,9230402,ZCDG4,16
2008-08-15T23:39:13,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44729833,-135.322475,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T23:38:50,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729833,-135.322475,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:35:51,ISLAND PRINCESS,310384000,SKAGWAY,43,59.4473,-135.322465,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:33:11,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44730167,-135.3224617,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T23:32:46,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730167,-135.3224617,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:29:47,ISLAND PRINCESS,310384000,SKAGWAY,43,59.4473,-135.3224633,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:27:09,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44730167,-135.322465,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T23:26:45,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730167,-135.322465,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:23:45,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730167,-135.3224633,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:21:08,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44730333,-135.3224683,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T23:20:41,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730333,-135.3224683,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:17:41,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729833,-135.32246,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:15:10,ISLAND PRINCESS,310384000,SKAGWAY,0,59.4473,-135.3224633,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T23:14:39,ISLAND PRINCESS,310384000,SKAGWAY,43,59.4473,-135.3224633,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:11:37,ISLAND PRINCESS,310384000,SKAGWAY,43,59.447295,-135.32247,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:09:12,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44730167,-135.3224633,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T23:08:39,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730167,-135.3224633,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:05:36,ISLAND PRINCESS,310384000,SKAGWAY,43,59.4473,-135.322465,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T23:03:07,ISLAND PRINCESS,310384000,SKAGWAY,0,59.4473,-135.3224633,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T23:02:36,ISLAND PRINCESS,310384000,SKAGWAY,43,59.4473,-135.3224633,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:59:33,ISLAND PRINCESS,310384000,SKAGWAY,43,59.447295,-135.322445,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:57:10,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44729833,-135.3224417,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T22:56:32,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729833,-135.3224417,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:53:29,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730333,-135.3224517,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:51:08,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44730333,-135.3224467,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T22:50:31,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730333,-135.3224467,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:47:28,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44731333,-135.322475,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:45:06,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44729167,-135.322445,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T22:44:25,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729167,-135.322445,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:41:24,ISLAND PRINCESS,310384000,SKAGWAY,43,59.447315,-135.3224633,106.4,0.2,5,9230402,ZCDG4,16
2008-08-15T22:39:54,ISLAND PRINCESS,310384000,SKAGWAY,511,59.4466667,-135.323333,360.0,102.3,15,9230402,ZCDG4,16
2008-08-15T22:39:07,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44728833,-135.3224617,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T22:38:23,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44728833,-135.3224617,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:35:24,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729167,-135.3224633,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:33:08,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44727,-135.3224683,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T22:32:24,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44727,-135.3224683,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:29:20,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44728,-135.3224717,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:27:08,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44729,-135.32246,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T22:26:19,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729,-135.32246,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:23:16,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730333,-135.3224517,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:21:03,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44730667,-135.32246,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T22:20:15,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730667,-135.32246,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:17:16,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729,-135.3224617,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:15:02,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44731,-135.3224533,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T22:14:15,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44731,-135.3224533,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:11:11,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44731667,-135.3224467,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:09:04,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44734833,-135.3224183,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T22:08:13,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44734833,-135.3224183,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:05:10,ISLAND PRINCESS,310384000,SKAGWAY,43,59.447275,-135.3224533,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T22:03:01,ISLAND PRINCESS,310384000,SKAGWAY,0,59.447275,-135.322445,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T22:02:09,ISLAND PRINCESS,310384000,SKAGWAY,43,59.447275,-135.322445,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:59:06,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44727833,-135.3224533,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:57:04,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44721833,-135.3224833,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T21:56:07,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44721833,-135.3224833,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:53:06,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44724333,-135.3224617,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:51:01,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44727667,-135.3224467,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T21:50:03,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44727667,-135.3224467,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:47:03,ISLAND PRINCESS,310384000,SKAGWAY,43,59.447295,-135.3224467,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:45:00,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44730333,-135.3224317,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T21:44:01,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730333,-135.3224317,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:40:57,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730833,-135.3224517,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:39:04,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44730333,-135.3224583,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T21:37:57,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44730333,-135.3224583,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:34:57,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729,-135.3224767,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:33:01,ISLAND PRINCESS,310384000,SKAGWAY,0,59.44729,-135.3224767,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T21:31:55,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729,-135.3224767,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:28:53,ISLAND PRINCESS,310384000,SKAGWAY,43,59.44729167,-135.3224783,43.0,0.0,5,9230402,ZCDG4,16
2008-08-15T21:26:59,ISLAND PRINCESS,310384000,SKAGWAY,0,59.447295,-135.32248,0.0,0.0,0,9230402,ZCDG4,16
2008-08-15T21:25:55,ISLAND PRINCESS,310384000,SKAGWAY,43,59.447295,-135.32248,43.0,0.0,5,9230402,ZCDG4,16
