name,mmsi,bs_ts,lat,lon,nav_status,cog,sog,heading,imo,callsign,destination
CELEBRITY INFINITY,249048000,2008-06-25T00:08:11,58.16201667,-134.1591833,0,144.0,20.9,146,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:08:48,58.15915,-134.1554,0,145.2,20.8,148,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:07:05,58.16696667,-134.16675,0,138.5,20.8,141,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:07:42,58.16431667,-134.1624667,0,141.8,20.9,144,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:07:48,58.16386667,-134.1617833,0,141.8,20.9,144,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:06:18,58.17025,-134.1726333,0,135.5,20.7,138,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:03:11,58.18286667,-134.1958167,0,136.1,19.8,137,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:02:12,58.18676667,-134.2029833,0,134.8,19.3,136,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:02:06,58.18713333,-134.2037,0,134.8,19.3,136,9189421,9HJD9,JUNEAU
CELEBRITY INFINITY,249048000,2008-06-25T00:01:48,58.18826667,-134.20585,5,133.7,18.9,135,9189421,9HJD9,JUNEAU
CELEBRITY INFINITY,249048000,2008-06-25T00:00:06,58.19401667,-134.2184167,5,130.4,18.2,132,9189421,9HJD9,JUNEAU
CELEBRITY INFINITY,249048000,2008-06-25T00:00:11,58.1937,-134.2176833,5,130.7,18.2,132,9189421,9HJD9,JUNEAU
CELEBRITY INFINITY,249048000,2008-06-25T00:00:18,58.19336667,-134.21695,5,130.7,18.3,132,9189421,9HJD9,JUNEAU
CELEBRITY INFINITY,249048000,2008-06-25T00:00:23,58.1931,-134.2163333,5,129.4,18.3,131,9189421,9HJD9,JUNEAU
CELEBRITY INFINITY,249048000,2008-06-25T00:00:31,58.1927,-134.21545,5,129.4,18.3,131,9189421,9HJD9,JUNEAU
CELEBRITY INFINITY,249048000,2008-06-25T00:20:00,58.10323333,-134.09255,0,159.9,20.9,161,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:20:30,58.1004,-134.0907167,0,162.1,21.2,163,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:19:11,58.1075,-134.0958333,0,155.9,20.9,157,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:19:42,58.10475,-134.0936,0,157.9,20.9,159,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:17:24,58.11675,-134.1046,0,152.9,21.1,154,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:16:30,58.12151667,-134.10925,0,152.9,21.1,154,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:15:00,58.12908333,-134.1171833,0,148.9,20.9,152,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:15:06,58.12858333,-134.1166167,0,149.5,21.0,152,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:15:42,58.12553333,-134.11335,0,150.8,21.0,153,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:13:47,58.13503333,-134.1245667,0,145.2,21.1,148,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:10:42,58.14995,-134.1437167,0,146.0,21.1,148,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:29:18,58.05051667,-134.0678167,0,155.8,21.1,155,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:28:18,58.05606667,-134.07195,0,162.3,21.1,161,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:28:35,58.0544,-134.07085,0,160.3,21.1,159,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:28:53,58.05276667,-134.06965,0,158.6,21.2,157,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:27:31,58.06056667,-134.0743667,0,166.8,21.1,165,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:27:59,58.05775,-134.0729333,0,164.3,21.2,163,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:25:35,58.07133333,-134.0785667,0,168.5,21.1,168,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:24:05,58.08006667,-134.0819667,0,168.2,21.0,168,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:22:30,58.08906667,-134.08555,0,167.4,21.0,168,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:21:12,58.09656667,-134.0887167,0,166.4,21.0,167,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:21:30,58.09473333,-134.0879167,0,167.1,20.9,168,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:20:47,58.09871667,-134.0897833,0,163.8,20.8,165,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:37:00,58.00928333,-134.03085,0,154.2,21.4,154,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:34:00,58.02543333,-134.04535,0,154.0,21.5,154,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:30:53,58.04206667,-134.06035,0,154.7,21.5,154,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:29:41,58.0485,-134.0660667,0,155.0,21.3,154,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:44:48,57.96701667,-133.9949333,0,161.0,21.0,160,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:43:29,57.97415,-133.99985,0,156.5,21.1,156,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:42:48,57.97783333,-134.0029,0,154.8,21.4,154,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:40:35,57.98983333,-134.0135167,0,154.7,21.6,154,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T00:52:30,57.92493333,-133.9664333,0,156.8,21.2,156,9189421,9HJD9,KETCHIKAN
CELEBRITY INFINITY,249048000,2008-06-25T01:03:12,57.86766667,-133.9132,0,153.0,21.8,153,9189421,9HJD9,KETCHIKAN
