bs_ts,mmsi,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,Type of ship
2008-09-12T00:00:46,311109000,NORWEGIAN SUN,SKAGWAY,59.45001667,-135.3274167,45,45.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:54:44,311109000,NORWEGIAN SUN,SKAGWAY,59.45003333,-135.32745,45,45.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:48:43,311109000,NORWEGIAN SUN,SKAGWAY,59.45003333,-135.3274167,45,45.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:45:39,311109000,NORWEGIAN SUN,SKAGWAY,59.45003333,-135.3274167,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:39:39,311109000,NORWEGIAN SUN,SKAGWAY,59.45005,-135.32745,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:36:35,311109000,NORWEGIAN SUN,SKAGWAY,59.45003333,-135.3274667,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:30:33,311109000,NORWEGIAN SUN,SKAGWAY,59.45001667,-135.32745,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:27:32,311109000,NORWEGIAN SUN,SKAGWAY,59.45003333,-135.3274333,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:21:30,311109000,NORWEGIAN SUN,SKAGWAY,59.45003333,-135.3274667,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:18:29,311109000,NORWEGIAN SUN,SKAGWAY,59.45003333,-135.3274667,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:15:27,311109000,NORWEGIAN SUN,SKAGWAY,59.45003333,-135.32745,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:12:25,311109000,NORWEGIAN SUN,SKAGWAY,59.45,-135.3277,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:09:22,311109000,NORWEGIAN SUN,SKAGWAY,59.45001667,-135.3274333,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:06:58,311109000,NORWEGIAN SUN,SKAGWAY,59.45,-135.328,511,360.0,102.3,15,9218131.0,C6RN3,16.0
2008-09-11T23:03:22,311109000,NORWEGIAN SUN,SKAGWAY,59.45,-135.32745,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T23:00:21,311109000,NORWEGIAN SUN,SKAGWAY,59.45,-135.3274333,44,44.0,0.0,5,9218131.0,C6RN3,16.0
2008-09-11T22:57:20,311109000,NORWEGIAN SUN,SKAGWAY,59.45008333,-135.3274333,44,44.0,0.0,5,9218131.0,C6RN3,16.0
