bs_ts,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,mmsi,Type of ship
2008-09-17T23:59:41,MILLENNIUM,VANCOUVER,55.3379,-131.6434333,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T23:59:08,MILLENNIUM,VANCOUVER,55.3379,-131.6434333,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:56:08,MILLENNIUM,VANCOUVER,55.33791667,-131.6434167,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:53:41,MILLENNIUM,VANCOUVER,55.3379,-131.6434167,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T23:53:05,MILLENNIUM,VANCOUVER,55.3379,-131.6434167,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:50:04,MILLENNIUM,VANCOUVER,55.3379,-131.6434,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:47:38,MILLENNIUM,VANCOUVER,55.3379,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T23:47:03,MILLENNIUM,VANCOUVER,55.3379,-131.6434,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:44:02,MILLENNIUM,VANCOUVER,55.33791667,-131.6434,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:41:38,MILLENNIUM,VANCOUVER,55.3379,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T23:41:00,MILLENNIUM,VANCOUVER,55.3379,-131.6434,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:37:59,MILLENNIUM,VANCOUVER,55.3379,-131.6434,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:35:40,MILLENNIUM,VANCOUVER,55.3379,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T23:34:58,MILLENNIUM,VANCOUVER,55.3379,-131.6434,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:31:54,MILLENNIUM,VANCOUVER,55.3379,-131.6433833,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:29:37,MILLENNIUM,VANCOUVER,55.3379,-131.6433833,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T23:28:54,MILLENNIUM,VANCOUVER,55.3379,-131.6433833,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:25:53,MILLENNIUM,VANCOUVER,55.33788333,-131.6434,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:23:36,MILLENNIUM,VANCOUVER,55.33788333,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T23:22:53,MILLENNIUM,VANCOUVER,55.33788333,-131.6434,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:19:52,MILLENNIUM,VANCOUVER,55.33788333,-131.6433833,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:17:55,MILLENNIUM,VANCOUVER,55.3386667,-131.644,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-09-17T23:17:36,MILLENNIUM,VANCOUVER,55.33788333,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T23:16:51,MILLENNIUM,VANCOUVER,55.33788333,-131.6434,141,141.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:13:47,MILLENNIUM,VANCOUVER,55.3379,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:11:33,MILLENNIUM,VANCOUVER,55.33788333,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T23:10:47,MILLENNIUM,VANCOUVER,55.33788333,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:07:47,MILLENNIUM,VANCOUVER,55.33786667,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:05:34,MILLENNIUM,VANCOUVER,55.3379,-131.6433667,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T23:04:45,MILLENNIUM,VANCOUVER,55.3379,-131.6433667,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T23:01:41,MILLENNIUM,VANCOUVER,55.33791667,-131.6433667,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:59:32,MILLENNIUM,VANCOUVER,55.3379,-131.6433667,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T22:58:42,MILLENNIUM,VANCOUVER,55.3379,-131.6433667,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:55:42,MILLENNIUM,VANCOUVER,55.33788333,-131.6433833,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:52:38,MILLENNIUM,VANCOUVER,55.33788333,-131.6433833,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:49:36,MILLENNIUM,VANCOUVER,55.338,-131.6433833,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:47:31,MILLENNIUM,VANCOUVER,55.3379,-131.6433833,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T22:46:37,MILLENNIUM,VANCOUVER,55.3379,-131.6433833,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:43:34,MILLENNIUM,VANCOUVER,55.33793333,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:41:34,MILLENNIUM,VANCOUVER,55.33791667,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T22:40:34,MILLENNIUM,VANCOUVER,55.33791667,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:37:34,MILLENNIUM,VANCOUVER,55.33791667,-131.6433833,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:35:31,MILLENNIUM,VANCOUVER,55.33785,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T22:34:31,MILLENNIUM,VANCOUVER,55.33785,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:31:31,MILLENNIUM,VANCOUVER,55.33783333,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:29:32,MILLENNIUM,VANCOUVER,55.33783333,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T22:28:27,MILLENNIUM,VANCOUVER,55.33783333,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:25:29,MILLENNIUM,VANCOUVER,55.33783333,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:23:30,MILLENNIUM,VANCOUVER,55.33781667,-131.6434167,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T22:22:27,MILLENNIUM,VANCOUVER,55.33781667,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:19:23,MILLENNIUM,VANCOUVER,55.33783333,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:17:29,MILLENNIUM,VANCOUVER,55.3386667,-131.644,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T22:17:26,MILLENNIUM,VANCOUVER,55.3386667,-131.644,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-09-17T22:16:23,MILLENNIUM,VANCOUVER,55.33785,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:13:22,MILLENNIUM,VANCOUVER,55.33783333,-131.64345,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:11:33,MILLENNIUM,VANCOUVER,55.33785,-131.6434333,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T22:10:19,MILLENNIUM,VANCOUVER,55.33785,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:07:20,MILLENNIUM,VANCOUVER,55.33785,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:05:30,MILLENNIUM,VANCOUVER,55.33786667,-131.64345,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T22:04:16,MILLENNIUM,VANCOUVER,55.33786667,-131.64345,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T22:01:17,MILLENNIUM,VANCOUVER,55.33786667,-131.6434667,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:59:27,MILLENNIUM,VANCOUVER,55.33786667,-131.64345,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T21:58:15,MILLENNIUM,VANCOUVER,55.33786667,-131.64345,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:55:13,MILLENNIUM,VANCOUVER,55.33786667,-131.64345,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:53:26,MILLENNIUM,VANCOUVER,55.33786667,-131.6434333,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T21:52:12,MILLENNIUM,VANCOUVER,55.33786667,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:49:10,MILLENNIUM,VANCOUVER,55.33788333,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:47:26,MILLENNIUM,VANCOUVER,55.33788333,-131.64345,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T21:46:11,MILLENNIUM,VANCOUVER,55.33788333,-131.64345,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:43:07,MILLENNIUM,VANCOUVER,55.3379,-131.64345,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:41:27,MILLENNIUM,VANCOUVER,55.33786667,-131.6434333,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T21:40:08,MILLENNIUM,VANCOUVER,55.33786667,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:37:07,MILLENNIUM,VANCOUVER,55.33786667,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:35:25,MILLENNIUM,VANCOUVER,55.33785,-131.6434167,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T21:34:05,MILLENNIUM,VANCOUVER,55.33785,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:31:05,MILLENNIUM,VANCOUVER,55.33785,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:29:26,MILLENNIUM,VANCOUVER,55.33785,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T21:28:00,MILLENNIUM,VANCOUVER,55.33785,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:25:01,MILLENNIUM,VANCOUVER,55.33786667,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:23:21,MILLENNIUM,VANCOUVER,55.33785,-131.6434167,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T21:21:58,MILLENNIUM,VANCOUVER,55.33785,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:19:00,MILLENNIUM,VANCOUVER,55.33785,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:17:23,MILLENNIUM,VANCOUVER,55.3386667,-131.644,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T21:16:40,MILLENNIUM,VANCOUVER,55.3386667,-131.644,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-09-17T21:15:56,MILLENNIUM,VANCOUVER,55.33785,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:12:55,MILLENNIUM,VANCOUVER,55.33785,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:11:22,MILLENNIUM,VANCOUVER,55.33786667,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T21:09:52,MILLENNIUM,VANCOUVER,55.33786667,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:06:55,MILLENNIUM,VANCOUVER,55.33785,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:05:22,MILLENNIUM,VANCOUVER,55.33786667,-131.6434167,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T21:03:53,MILLENNIUM,VANCOUVER,55.33786667,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T21:00:52,MILLENNIUM,VANCOUVER,55.33785,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:59:21,MILLENNIUM,VANCOUVER,55.33785,-131.6434333,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T20:57:48,MILLENNIUM,VANCOUVER,55.33785,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:54:49,MILLENNIUM,VANCOUVER,55.33783333,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:53:24,MILLENNIUM,VANCOUVER,55.33783333,-131.6434167,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T20:51:45,MILLENNIUM,VANCOUVER,55.33783333,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:48:44,MILLENNIUM,VANCOUVER,55.33783333,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:47:21,MILLENNIUM,VANCOUVER,55.33783333,-131.6434167,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T20:45:42,MILLENNIUM,VANCOUVER,55.33783333,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:42:44,MILLENNIUM,VANCOUVER,55.33783333,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:41:22,MILLENNIUM,VANCOUVER,55.33781667,-131.6434333,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T20:39:43,MILLENNIUM,VANCOUVER,55.33781667,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:36:39,MILLENNIUM,VANCOUVER,55.33781667,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:35:20,MILLENNIUM,VANCOUVER,55.33783333,-131.6434333,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T20:33:38,MILLENNIUM,VANCOUVER,55.33783333,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:30:38,MILLENNIUM,VANCOUVER,55.33785,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:29:20,MILLENNIUM,VANCOUVER,55.33785,-131.6434,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T20:27:38,MILLENNIUM,VANCOUVER,55.33785,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:24:34,MILLENNIUM,VANCOUVER,55.33781667,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:23:22,MILLENNIUM,VANCOUVER,55.33781667,-131.6434167,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T20:21:32,MILLENNIUM,VANCOUVER,55.33781667,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:18:33,MILLENNIUM,VANCOUVER,55.3378,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:17:17,MILLENNIUM,VANCOUVER,55.3386667,-131.644,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T20:16:20,MILLENNIUM,VANCOUVER,55.3386667,-131.644,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-09-17T20:15:31,MILLENNIUM,VANCOUVER,55.3378,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:12:30,MILLENNIUM,VANCOUVER,55.33786667,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:11:18,MILLENNIUM,VANCOUVER,55.33791667,-131.6433667,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T20:09:29,MILLENNIUM,VANCOUVER,55.33791667,-131.6433667,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:06:28,MILLENNIUM,VANCOUVER,55.3379,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:05:17,MILLENNIUM,VANCOUVER,55.33783333,-131.64345,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T20:03:27,MILLENNIUM,VANCOUVER,55.33783333,-131.64345,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T20:00:26,MILLENNIUM,VANCOUVER,55.33788333,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T19:59:16,MILLENNIUM,VANCOUVER,55.33785,-131.6434333,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T19:57:23,MILLENNIUM,VANCOUVER,55.33785,-131.6434333,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T19:54:22,MILLENNIUM,VANCOUVER,55.33788333,-131.6434,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T19:53:18,MILLENNIUM,VANCOUVER,55.3379,-131.6434167,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-09-17T19:51:19,MILLENNIUM,VANCOUVER,55.3379,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T19:48:22,MILLENNIUM,VANCOUVER,55.3379,-131.6434167,142,142.0,0.0,5,9189419,9HJF9,249055000,16
2008-09-17T19:47:17,MILLENNIUM,VANCOUVER,55.33788333,-131.6434167,0,0.0,0.0,0,9189419,9HJF9,249055000,16
