bs_ts,name,mmsi,lat,lon,heading,destination,cog,sog,imo,callsign,Type of ship and cargo
2008-05-20T23:59:47,NORWEGIAN SUN,311109000,55.59778333,-132.2563333,329,JUNEAU,329.5,19.9,9218131,C6RN3,69
2008-05-20T23:59:42,NORWEGIAN SUN,311109000,55.59738333,-132.2559333,329,JUNEAU,329.5,19.9,9218131,C6RN3,69
2008-05-20T23:59:39,NORWEGIAN SUN,311109000,55.5926,-132.2510333,330,JUNEAU,329.7,19.9,9218131,C6RN3,69
2008-05-20T23:59:39,NORWEGIAN SUN,311109000,55.5945,-132.2529667,330,JUNEAU,330.2,19.9,9218131,C6RN3,69
2008-05-20T23:59:39,NORWEGIAN SUN,311109000,55.59395,-132.2523833,330,JUNEAU,330.0,19.9,9218131,C6RN3,69
2008-05-20T23:59:39,NORWEGIAN SUN,311109000,55.59345,-132.2519,330,JUNEAU,329.7,19.9,9218131,C6RN3,69
2008-05-20T23:59:38,NORWEGIAN SUN,311109000,55.59211667,-132.25055,330,JUNEAU,329.7,19.9,9218131,C6RN3,69
2008-05-20T23:59:38,NORWEGIAN SUN,311109000,55.59165,-132.2500667,330,JUNEAU,329.7,19.9,9218131,C6RN3,69
2008-05-20T23:59:38,NORWEGIAN SUN,311109000,55.59296667,-132.2514167,330,JUNEAU,329.7,19.9,9218131,C6RN3,69
2008-05-20T23:58:23,NORWEGIAN SUN,311109000,55.59115,-132.2495833,330,JUNEAU,329.7,19.9,9218131,C6RN3,69
2008-05-20T23:58:18,NORWEGIAN SUN,311109000,55.58731667,-132.2456833,330,JUNEAU,330.0,19.9,9218131,C6RN3,69
2008-05-20T23:58:18,NORWEGIAN SUN,311109000,55.58683333,-132.2452,330,JUNEAU,330.0,19.8,9218131,C6RN3,69
2008-05-20T23:58:18,NORWEGIAN SUN,311109000,55.58485,-132.2431167,329,JUNEAU,329.0,19.8,9218131,C6RN3,69
2008-05-20T23:58:18,NORWEGIAN SUN,311109000,55.58438333,-132.2426333,329,JUNEAU,329.0,19.8,9218131,C6RN3,69
2008-05-20T23:58:18,NORWEGIAN SUN,311109000,55.58636667,-132.2447,330,JUNEAU,329.4,19.8,9218131,C6RN3,69
2008-05-20T23:58:18,NORWEGIAN SUN,311109000,55.5857,-132.244,330,JUNEAU,329.4,19.8,9218131,C6RN3,69
2008-05-20T23:58:18,NORWEGIAN SUN,311109000,55.58541667,-132.2437,330,JUNEAU,329.7,19.8,9218131,C6RN3,69
2008-05-20T23:56:47,NORWEGIAN SUN,311109000,55.58345,-132.2416167,329,JUNEAU,328.7,19.8,9218131,C6RN3,69
2008-05-20T23:56:42,NORWEGIAN SUN,311109000,55.58306667,-132.2412167,329,JUNEAU,328.4,19.8,9218131,C6RN3,69
2008-05-20T23:56:35,NORWEGIAN SUN,311109000,55.5826,-132.2407167,329,JUNEAU,329.4,19.8,9218131,C6RN3,69
2008-05-20T23:56:32,NORWEGIAN SUN,311109000,55.58013333,-132.2381667,330,JUNEAU,330.2,19.8,9218131,C6RN3,69
2008-05-20T23:56:32,NORWEGIAN SUN,311109000,55.57918333,-132.2371833,330,JUNEAU,329.4,19.8,9218131,C6RN3,69
2008-05-20T23:56:31,NORWEGIAN SUN,311109000,55.5787,-132.2366833,330,JUNEAU,329.4,19.8,9218131,C6RN3,69
2008-05-20T23:56:31,NORWEGIAN SUN,311109000,55.57833333,-132.2362833,329,JUNEAU,328.7,19.8,9218131,C6RN3,69
2008-05-20T23:56:31,NORWEGIAN SUN,311109000,55.57785,-132.2357667,329,JUNEAU,328.7,19.8,9218131,C6RN3,69
2008-05-20T23:56:31,NORWEGIAN SUN,311109000,55.5774,-132.2352667,329,JUNEAU,327.8,19.9,9218131,C6RN3,69
2008-05-20T23:55:23,NORWEGIAN SUN,311109000,55.5769,-132.2347667,329,JUNEAU,328.4,19.9,9218131,C6RN3,69
2008-05-20T23:55:16,NORWEGIAN SUN,311109000,55.57633333,-132.23415,329,JUNEAU,328.1,19.9,9218131,C6RN3,69
2008-05-20T23:55:12,NORWEGIAN SUN,311109000,55.57595,-132.2337,328,JUNEAU,327.4,19.9,9218131,C6RN3,69
2008-05-20T23:55:08,NORWEGIAN SUN,311109000,55.57181667,-132.2284667,322,JUNEAU,320.5,20.0,9218131,C6RN3,69
2008-05-20T23:55:08,NORWEGIAN SUN,311109000,55.57405,-132.2314167,325,JUNEAU,324.1,19.9,9218131,C6RN3,69
2008-05-20T23:55:08,NORWEGIAN SUN,311109000,55.57366667,-132.2309667,325,JUNEAU,323.5,19.9,9218131,C6RN3,69
2008-05-20T23:55:08,NORWEGIAN SUN,311109000,55.57323333,-132.2303833,324,JUNEAU,323.1,20.0,9218131,C6RN3,69
2008-05-20T23:55:08,NORWEGIAN SUN,311109000,55.5728,-132.2298167,324,JUNEAU,322.8,20.0,9218131,C6RN3,69
2008-05-20T23:55:08,NORWEGIAN SUN,311109000,55.57235,-132.2292,323,JUNEAU,321.5,20.0,9218131,C6RN3,69
2008-05-20T23:55:08,NORWEGIAN SUN,311109000,55.57148333,-132.228,322,JUNEAU,320.8,20.1,9218131,C6RN3,69
2008-05-20T23:55:08,NORWEGIAN SUN,311109000,55.571,-132.2272667,321,JUNEAU,319.8,20.1,9218131,C6RN3,69
2008-05-20T23:55:06,NORWEGIAN SUN,311109000,55.57066667,-132.22675,320,JUNEAU,319.4,20.1,9218131,C6RN3,69
2008-05-20T23:53:53,NORWEGIAN SUN,311109000,55.57013333,-132.2259667,320,JUNEAU,319.1,20.1,9218131,C6RN3,69
2008-05-20T23:53:46,NORWEGIAN SUN,311109000,55.56971667,-132.2253,319,JUNEAU,317.8,20.1,9218131,C6RN3,69
2008-05-20T23:53:41,NORWEGIAN SUN,311109000,55.5694,-132.2247833,318,JUNEAU,317.1,20.1,9218131,C6RN3,69
2008-05-20T23:53:36,NORWEGIAN SUN,311109000,55.56898333,-132.2241,318,JUNEAU,316.8,20.1,9218131,C6RN3,69
2008-05-20T23:53:29,NORWEGIAN SUN,311109000,55.56858333,-132.2234167,317,JUNEAU,316.4,20.1,9218131,C6RN3,69
2008-05-20T23:53:23,NORWEGIAN SUN,311109000,55.56816667,-132.2227667,317,JUNEAU,315.8,20.2,9218131,C6RN3,69
2008-05-20T23:53:22,NORWEGIAN SUN,311109000,55.56698333,-132.2206667,315,JUNEAU,313.8,20.2,9218131,C6RN3,69
2008-05-20T23:53:22,NORWEGIAN SUN,311109000,55.56621667,-132.2192333,314,JUNEAU,312.8,20.2,9218131,C6RN3,69
2008-05-20T23:53:22,NORWEGIAN SUN,311109000,55.56516667,-132.2171667,312,JUNEAU,311.4,20.2,9218131,C6RN3,69
2008-05-20T23:53:22,NORWEGIAN SUN,311109000,55.56473333,-132.2162833,312,JUNEAU,311.7,20.2,9218131,C6RN3,69
2008-05-20T23:52:16,NORWEGIAN SUN,311109000,55.56391667,-132.2146167,311,JUNEAU,310.7,20.3,9218131,C6RN3,69
2008-05-20T23:52:11,NORWEGIAN SUN,311109000,55.56363333,-132.214,310,JUNEAU,310.0,20.3,9218131,C6RN3,69
