bs_ts,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,mmsi,Type of ship
2008-08-16T23:56:51,MILLENNIUM,HUBBARD GLACIER,60.00215,-139.5236167,251,171.6,1.6,0,9189419,9HJF9,249055000,16
2008-08-16T23:55:50,MILLENNIUM,HUBBARD GLACIER,60.00251667,-139.5237833,270,169.6,1.1,0,9189419,9HJF9,249055000,16
2008-08-16T23:37:41,MILLENNIUM,HUBBARD GLACIER,60.00168333,-139.52375,28,30.3,2.4,0,9189419,9HJF9,249055000,16
2008-08-16T23:34:47,MILLENNIUM,HUBBARD GLACIER,59.99808333,-139.5268833,0,0.0,0.0,0,9189419,9HJF9,249055000,16
2008-08-16T23:32:50,MILLENNIUM,HUBBARD GLACIER,59.99808333,-139.5268833,6,15.4,3.0,0,9189419,9HJF9,249055000,16
2008-08-16T23:32:32,MILLENNIUM,HUBBARD GLACIER,59.99785,-139.5270333,1,10.1,3.1,0,9189419,9HJF9,249055000,16
2008-08-16T23:32:25,MILLENNIUM,HUBBARD GLACIER,59.99773333,-139.5270667,359,7.8,3.2,0,9189419,9HJF9,249055000,16
2008-08-16T23:32:02,MILLENNIUM,HUBBARD GLACIER,59.9974,-139.52715,353,4.6,3.5,0,9189419,9HJF9,249055000,16
2008-08-16T23:29:42,MILLENNIUM,HUBBARD GLACIER,59.9952,-139.526,344,340.7,3.5,0,9189419,9HJF9,249055000,16
2008-08-16T23:28:38,MILLENNIUM,HUBBARD GLACIER,59.9942,-139.5253,357,351.8,3.7,0,9189419,9HJF9,249055000,16
2008-08-16T23:28:32,MILLENNIUM,HUBBARD GLACIER,59.99408333,-139.5252833,359,355.9,3.7,0,9189419,9HJF9,249055000,16
2008-08-16T23:28:02,MILLENNIUM,HUBBARD GLACIER,59.99358333,-139.52525,3,1.4,3.7,0,9189419,9HJF9,249055000,16
2008-08-16T23:23:42,MILLENNIUM,HUBBARD GLACIER,59.9891,-139.5279333,36,29.3,4.3,0,9189419,9HJF9,249055000,16
2008-08-16T23:20:01,MILLENNIUM,HUBBARD GLACIER,59.98551667,-139.535,37,42.2,5.4,0,9189419,9HJF9,249055000,16
2008-08-16T23:12:01,MILLENNIUM,HUBBARD GLACIER,59.976,-139.559333,511,360.0,102.3,15,9189419,9HJF9,249055000,16
2008-08-16T22:42:03,MILLENNIUM,HUBBARD GLACIER,59.91861667,-139.6069167,67,67.7,8.1,0,9189419,9HJF9,249055000,16
2008-08-16T22:40:11,MILLENNIUM,HUBBARD GLACIER,59.91695,-139.6149833,66,66.0,8.9,0,9189419,9HJF9,249055000,16
2008-08-16T22:39:33,MILLENNIUM,HUBBARD GLACIER,59.91628333,-139.61785,67,65.2,9.6,0,9189419,9HJF9,249055000,16
