bs_ts,mmsi,name,destination,lat,lon,heading,cog,sog,nav_status,imo,callsign,Type of ship
2008-09-03T22:02:10,311109000,NORWEGIAN SUN,TRACY ARM-SKAGWAY,58.20031667,-134.2302333,135,135.9,17.4,0,9218131.0,C6RN3,16.0
2008-09-03T21:59:57,311109000,NORWEGIAN SUN,TRACY ARM-SKAGWAY,58.20771667,-134.2441667,135,134.6,16.7,0,9218131.0,C6RN3,16.0
2008-09-03T13:14:35,311109000,NORWEGIAN SUN,JUNEAU,58.2023,-134.2351,316,315.2,15.8,0,9218131.0,C6RN3,16.0
2008-09-03T13:13:53,311109000,NORWEGIAN SUN,JUNEAU,58.20018333,-134.23095,313,312.6,15.8,0,9218131.0,C6RN3,16.0
2008-09-03T21:57:15,311109000,NORWEGIAN SUN,TRACY ARM-SKAGWAY,58.21618333,-134.26045,135,133.8,15.6,0,9218131.0,C6RN3,16.0
2008-09-03T21:55:00,311109000,NORWEGIAN SUN,TRACY ARM-SKAGWAY,58.22281667,-134.2732333,135,133.8,14.5,0,9218131.0,C6RN3,16.0
2008-09-03T21:52:27,311109000,NORWEGIAN SUN,TRACY ARM-SKAGWAY,58.22978333,-134.2866333,135,135.0,13.9,0,9218131.0,C6RN3,16.0
2008-09-03T21:51:08,311109000,NORWEGIAN SUN,TRACY ARM-SKAGWAY,58.23338333,-134.2934,135,135.0,13.7,0,9218131.0,C6RN3,16.0
2008-09-03T21:49:56,311109000,NORWEGIAN SUN,TRACY ARM-SKAGWAY,58.23656667,-134.2994333,135,135.0,13.8,0,9218131.0,C6RN3,16.0
2008-09-03T13:25:59,311109000,NORWEGIAN SUN,JUNEAU,58.2362,-134.2978667,316,316.0,14.0,0,9218131.0,C6RN3,16.0
2008-09-03T13:24:53,311109000,NORWEGIAN SUN,JUNEAU,58.23315,-134.2921167,316,316.0,13.9,0,9218131.0,C6RN3,16.0
2008-09-03T13:21:48,311109000,NORWEGIAN SUN,JUNEAU,58.22456667,-134.27625,316,316.0,14.6,0,9218131.0,C6RN3,16.0
2008-09-03T13:20:24,311109000,NORWEGIAN SUN,JUNEAU,58.22036667,-134.26855,316,316.0,15.5,0,9218131.0,C6RN3,16.0
