bs_ts,name,mmsi,lat,lon,nav_status,cog,sog,heading,imo,callsign,destination
2008-06-16T17:33:12,OOSTERDAM,245417000,58.26335333,-134.3492933,0,311.0,8.5,311,9221281,PBKH,JUNEAU
2008-06-16T17:30:12,OOSTERDAM,245417000,58.25814833,-134.3386633,0,314.2,9.5,313,9221281,PBKH,JUNEAU
2008-06-16T17:28:33,OOSTERDAM,245417000,58.25508,-134.3326583,0,315.0,9.6,315,9221281,PBKH,JUNEAU
2008-06-16T23:55:59,OOSTERDAM,245417000,58.2898,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:52:57,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:46:56,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:43:55,OOSTERDAM,245417000,58.2898,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:40:52,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:34:50,OOSTERDAM,245417000,58.28983333,-134.3978833,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:31:49,OOSTERDAM,245417000,58.28983333,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:28:46,OOSTERDAM,245417000,58.28985,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:25:45,OOSTERDAM,245417000,58.28985,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:22:44,OOSTERDAM,245417000,58.28981667,-134.3979167,5,9.0,0.0,9,9221281,PBKH,JUNEAU
2008-06-16T23:16:43,OOSTERDAM,245417000,58.28983333,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:13:41,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:07:37,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:04:34,OOSTERDAM,245417000,58.28983333,-134.3979,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T23:01:33,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:55:33,OOSTERDAM,245417000,58.28985,-134.3978667,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:49:30,OOSTERDAM,245417000,58.28981667,-134.3979,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:46:28,OOSTERDAM,245417000,58.28981667,-134.3979,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:43:25,OOSTERDAM,245417000,58.2898,-134.3979333,5,188.0,0.1,8,9221281,PBKH,JUNEAU
2008-06-16T22:37:26,OOSTERDAM,245417000,58.28983333,-134.3979,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:31:23,OOSTERDAM,245417000,58.2898,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:28:20,OOSTERDAM,245417000,58.2898,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:25:19,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:22:18,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:19:17,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:16:14,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:13:12,OOSTERDAM,245417000,58.28983333,-134.39795,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:07:11,OOSTERDAM,245417000,58.2898,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T22:01:08,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:58:07,OOSTERDAM,245417000,58.2898,-134.39795,5,8.0,0.1,8,9221281,PBKH,JUNEAU
2008-06-16T21:55:04,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:49:03,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:45:59,OOSTERDAM,245417000,58.28985,-134.3979,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:40:00,OOSTERDAM,245417000,58.28986667,-134.3979,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:36:58,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:30:55,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:24:53,OOSTERDAM,245417000,58.28983333,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:21:50,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:18:49,OOSTERDAM,245417000,58.28985,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:12:48,OOSTERDAM,245417000,58.2898,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:09:44,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:06:43,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T21:00:43,OOSTERDAM,245417000,58.2898,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:54:41,OOSTERDAM,245417000,58.28981667,-134.39795,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:51:39,OOSTERDAM,245417000,58.28981667,-134.39795,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:48:36,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:45:35,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:42:34,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:36:31,OOSTERDAM,245417000,58.2898,-134.39795,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:30:31,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:27:26,OOSTERDAM,245417000,58.28981667,-134.39795,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:24:25,OOSTERDAM,245417000,58.28981667,-134.39795,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:18:24,OOSTERDAM,245417000,58.28981667,-134.39795,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:12:22,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:06:20,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:03:17,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T20:00:16,OOSTERDAM,245417000,58.28983333,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T19:57:15,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T19:51:12,OOSTERDAM,245417000,58.28981667,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T19:45:10,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T19:42:07,OOSTERDAM,245417000,58.2898,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T19:36:06,OOSTERDAM,245417000,58.28981667,-134.3979167,5,9.0,0.0,9,9221281,PBKH,JUNEAU
2008-06-16T19:33:05,OOSTERDAM,245417000,58.28981667,-134.3979,5,9.0,0.0,9,9221281,PBKH,JUNEAU
2008-06-16T19:30:02,OOSTERDAM,245417000,58.28981667,-134.3979,5,9.0,0.0,9,9221281,PBKH,JUNEAU
2008-06-16T19:26:59,OOSTERDAM,245417000,58.28981667,-134.3979,5,9.0,0.0,9,9221281,PBKH,JUNEAU
2008-06-16T19:21:00,OOSTERDAM,245417000,58.28981667,-134.3979,5,9.0,0.0,9,9221281,PBKH,JUNEAU
2008-06-16T19:17:56,OOSTERDAM,245417000,58.28981667,-134.3978833,5,9.0,0.0,9,9221281,PBKH,JUNEAU
2008-06-16T19:11:55,OOSTERDAM,245417000,58.28981667,-134.3979,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T19:05:54,OOSTERDAM,245417000,58.2898,-134.3979333,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T18:59:51,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T18:56:49,OOSTERDAM,245417000,58.28981667,-134.39795,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T18:53:47,OOSTERDAM,245417000,58.28981667,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T18:47:46,OOSTERDAM,245417000,58.28978333,-134.3979167,5,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T18:44:43,OOSTERDAM,245417000,58.28978333,-134.3979,5,7.0,0.0,7,9221281,PBKH,JUNEAU
2008-06-16T18:41:41,OOSTERDAM,245417000,58.2898,-134.3979167,5,7.0,0.0,7,9221281,PBKH,JUNEAU
2008-06-16T18:35:41,OOSTERDAM,245417000,58.28998333,-134.3977833,5,7.0,0.0,7,9221281,PBKH,JUNEAU
2008-06-16T18:32:38,OOSTERDAM,245417000,58.2898,-134.3979,5,7.0,0.0,7,9221281,PBKH,JUNEAU
2008-06-16T18:26:43,OOSTERDAM,245417000,58.28981667,-134.3979,5,7.0,0.0,7,9221281,PBKH,JUNEAU
2008-06-16T18:23:14,OOSTERDAM,245417000,58.28978333,-134.3979167,0,7.0,0.0,7,9221281,PBKH,JUNEAU
2008-06-16T18:23:34,OOSTERDAM,245417000,58.28978333,-134.3979167,5,7.0,0.0,7,9221281,PBKH,JUNEAU
2008-06-16T18:20:13,OOSTERDAM,245417000,58.28983333,-134.3979667,0,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T18:17:03,OOSTERDAM,245417000,58.28985,-134.3979333,0,8.0,0.0,8,9221281,PBKH,JUNEAU
2008-06-16T18:13:52,OOSTERDAM,245417000,58.28973333,-134.3980333,0,9.0,0.2,9,9221281,PBKH,JUNEAU
2008-06-16T18:10:42,OOSTERDAM,245417000,58.28966667,-134.3980483,0,57.0,0.3,12,9221281,PBKH,JUNEAU
2008-06-16T18:09:03,OOSTERDAM,245417000,58.28958333,-134.39815,0,16.0,0.0,16,9221281,PBKH,JUNEAU
2008-06-16T18:05:53,OOSTERDAM,245417000,58.28946667,-134.3983167,0,18.0,0.4,18,9221281,PBKH,JUNEAU
2008-06-16T18:05:12,OOSTERDAM,245417000,58.2894,-134.3983833,0,18.0,0.4,18,9221281,PBKH,JUNEAU
2008-06-16T18:05:02,OOSTERDAM,245417000,58.28938333,-134.3984,0,359.6,0.6,18,9221281,PBKH,JUNEAU
2008-06-16T18:04:52,OOSTERDAM,245417000,58.28935,-134.3983833,0,356.2,0.5,18,9221281,PBKH,JUNEAU
2008-06-16T18:04:43,OOSTERDAM,245417000,58.28933333,-134.3983667,0,7.6,0.5,19,9221281,PBKH,JUNEAU
2008-06-16T18:04:32,OOSTERDAM,245417000,58.2893,-134.3983667,0,19.0,0.5,19,9221281,PBKH,JUNEAU
